ID;TypeLozing;BrancheBedrijfstak;Perioden;FosforverbindingenAlsP_1;StikstofverbindingenAlsN_2;AntimoonverbindingenAlsSb_3;ArseenverbindingenAlsAs_4;CadmiumverbindingenAlsCd_5;ChroomverbindingenAlsCr_6;KobaltverbindingenAlsCo_7;KoperverbindingenAlsCu_8;KwikverbindingenAlsHg_9;LoodverbindingenAlsPb_10;NikkelverbindingenAlsNi_11;ZinkverbindingenAlsZn_12;Benzeen_13;Ethylbenzeen_14;Isopropylbenzeen_15;SomPAK6VanBorneff_16;Tolueen_17;Xyleen_18;Dichloorethaan12_19;Hexachloorbutadieen_20;TetrachlooretheenPer_21;TetrachloormethaanTetra_22;DrinsAldrinDieldrinEnz_23;Hexachloorbenzenen_24;CZV_25;TOC_26;ChloridenAnorganischAlsCl_27;Fluoriden_28;CyanidenAnorganischAlsCN_29
93;Totale lozing;109 Diervoederindustrie;2013;5.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142.0;0.0;0.0;0.0;355.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;117.0;711.0;0.0;0.0
94;Totale lozing;109 Diervoederindustrie;2014;5.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;148.0;0.0;0.0;0.0;370.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0
95;Totale lozing;109 Diervoederindustrie;2015;7.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;482.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;134.0;1177.0;0.0;0.0
96;Totale lozing;11 Drankenindustrie;2008;56.0;287.0;0.0;7.2;0.0;20.0;0.0;117.0;0.3;4.0;7.0;301.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3969.0;0.0;834.0;0.0;0.0
97;Totale lozing;11 Drankenindustrie;2009;70.0;172.0;0.0;12.0;0.0;34.0;0.0;139.0;0.2;2.0;9.0;339.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;532.0;935.0;0.0;0.0
98;Totale lozing;11 Drankenindustrie;2010;52.0;150.0;0.0;7.2;0.0;23.0;0.0;182.0;0.1;1.0;5.0;311.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;335.0;718.0;0.0;0.0
99;Totale lozing;11 Drankenindustrie;2011;59.0;153.0;0.0;0.1;0.0;2.0;0.0;129.0;0.0;0.0;1.0;295.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;333.0;508.0;0.0;0.0
100;Totale lozing;11 Drankenindustrie;2012;43.0;68.0;0.0;0.1;0.0;2.0;0.0;126.0;0.0;0.0;1.0;221.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;566.0;523.0;0.0;0.0
101;Totale lozing;11 Drankenindustrie;2013;35.0;160.0;0.0;0.1;0.0;21.0;0.0;112.0;0.0;0.0;5.0;387.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1079.0;495.0;0.0;0.0
102;Totale lozing;11 Drankenindustrie;2014;37.0;144.0;0.0;0.1;0.0;23.0;0.0;114.0;0.0;0.0;6.0;247.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;884.0;450.0;0.0;0.0
103;Totale lozing;11 Drankenindustrie;2015;50.0;132.0;0.0;0.1;0.0;18.0;0.0;109.0;0.0;0.0;3.0;331.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;961.0;719.0;0.0;0.0
104;Totale lozing;12 Tabaksindustrie;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;Totale lozing;12 Tabaksindustrie;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;Totale lozing;12 Tabaksindustrie;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;Totale lozing;12 Tabaksindustrie;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;Totale lozing;12 Tabaksindustrie;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;Totale lozing;12 Tabaksindustrie;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;Totale lozing;12 Tabaksindustrie;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;Totale lozing;12 Tabaksindustrie;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;Totale lozing;13-15 Textiel-, kleding-, lederindustrie;2008;7.0;692.0;0.0;58.9;0.6;305.0;0.0;1087.0;0.2;14.0;320.0;4875.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9208.0;1274.0;4075.0;0.0;0.0
113;Totale lozing;13-15 Textiel-, kleding-, lederindustrie;2009;12.0;183.0;0.0;1.9;0.5;207.0;0.0;581.0;3.4;8.0;196.0;521.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2923.0;701.0;3205.0;0.0;0.0
114;Totale lozing;13-15 Textiel-, kleding-, lederindustrie;2010;13.0;90.0;0.0;1.9;0.0;55.0;0.0;628.0;0.1;79.0;122.0;408.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;924.0;2030.0;0.0;0.0
115;Totale lozing;13-15 Textiel-, kleding-, lederindustrie;2011;15.0;254.0;0.0;2.8;0.5;361.0;0.0;951.0;0.0;13.0;328.0;855.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4753.0;1024.0;3612.0;0.0;0.0
116;Totale lozing;13-15 Textiel-, kleding-, lederindustrie;2012;14.0;268.0;0.0;2.3;0.0;331.0;0.0;1010.0;0.0;12.0;335.0;881.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5098.0;1003.0;2439.0;0.0;0.0
117;Totale lozing;13-15 Textiel-, kleding-, lederindustrie;2013;13.0;333.0;0.0;2.1;0.0;413.0;0.0;972.0;0.1;14.0;337.0;862.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4922.0;988.0;4596.0;0.0;0.0
118;Totale lozing;13-15 Textiel-, kleding-, lederindustrie;2014;12.0;223.0;0.0;0.0;0.0;197.0;0.0;919.0;0.0;10.0;296.0;793.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4673.0;904.0;839.0;0.0;0.0
119;Totale lozing;13-15 Textiel-, kleding-, lederindustrie;2015;12.0;224.0;0.0;0.0;0.0;186.0;0.0;869.0;0.0;10.0;280.0;750.0;0.0;0.0;0.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4421.0;827.0;794.0;0.0;0.0
120;Totale lozing;16+23 Hout- en bouwmaterialenindustrie;2008;2.0;72.0;43.4;0.0;0.2;13.0;0.0;47.0;0.0;18.0;19.0;319.0;0.0;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;536.0;0.0;625.0;2.0;0.0
121;Totale lozing;16+23 Hout- en bouwmaterialenindustrie;2009;2.0;45.0;5.8;2.0;0.1;23.0;0.0;43.0;0.0;10.0;14.0;215.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;139.0;413.0;1.0;0.0
122;Totale lozing;16+23 Hout- en bouwmaterialenindustrie;2010;2.0;34.0;0.0;0.8;0.5;8.0;0.0;44.0;0.0;18.0;20.0;189.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;182.0;388.0;2.0;0.0
123;Totale lozing;16+23 Hout- en bouwmaterialenindustrie;2011;1.0;20.0;0.0;0.8;0.5;5.0;0.0;46.0;0.0;8.0;17.0;196.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;126.0;120.0;2.0;0.0
124;Totale lozing;16+23 Hout- en bouwmaterialenindustrie;2012;2.0;27.0;0.0;0.6;0.5;6.0;0.0;88.0;0.0;21.0;15.0;193.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114.0;327.0;2.0;0.0
125;Totale lozing;16+23 Hout- en bouwmaterialenindustrie;2013;1.0;26.0;5.0;0.3;0.3;4.0;0.0;24.0;0.0;8.0;9.0;107.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;146.0;296.0;2.0;0.0
126;Totale lozing;16+23 Hout- en bouwmaterialenindustrie;2014;1.0;27.0;13.0;0.4;0.2;3.0;0.0;27.0;0.0;6.0;9.0;87.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136.0;298.0;2.0;0.0
127;Totale lozing;16+23 Hout- en bouwmaterialenindustrie;2015;1.0;25.0;0.0;0.4;0.1;4.0;0.0;22.0;0.0;10.0;12.0;206.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;301.0;2.0;0.0
128;Totale lozing;16 Houtindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
129;Totale lozing;16 Houtindustrie;2009;0.0;0.0;0.0;0.0;0.0;12.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
130;Totale lozing;16 Houtindustrie;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
131;Totale lozing;16 Houtindustrie;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
132;Totale lozing;16 Houtindustrie;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
133;Totale lozing;16 Houtindustrie;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
134;Totale lozing;16 Houtindustrie;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
135;Totale lozing;16 Houtindustrie;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
136;Totale lozing;17-18 Papier- en grafische industrie;2008;37.0;425.0;0.0;48.8;16.1;148.0;0.0;592.0;1.5;72.0;282.0;3176.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;12404.0;3365.0;5355.0;0.0;2.0
137;Totale lozing;17-18 Papier- en grafische industrie;2009;32.0;363.0;0.0;22.1;6.0;94.0;0.0;466.0;0.2;35.0;142.0;1930.0;0.0;0.0;0.0;0.0;15.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;7226.0;8557.0;3608.0;0.0;2.0
138;Totale lozing;17-18 Papier- en grafische industrie;2010;33.0;379.0;0.0;28.3;2.0;77.0;0.0;440.0;0.6;32.0;111.0;1072.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;6737.0;7518.0;4232.0;0.0;2.0
139;Totale lozing;17-18 Papier- en grafische industrie;2011;32.0;372.0;0.0;24.6;1.3;89.0;0.0;446.0;0.8;33.0;133.0;1297.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;6882.0;4096.0;4270.0;0.0;2.0
140;Totale lozing;17-18 Papier- en grafische industrie;2012;37.0;424.0;0.0;26.2;1.1;124.0;0.0;519.0;11.2;32.0;128.0;1201.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;8724.0;3442.0;4523.0;0.0;3.0
141;Totale lozing;17-18 Papier- en grafische industrie;2013;35.0;372.0;0.0;23.7;0.9;125.0;0.0;506.0;0.8;24.0;107.0;1231.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;7981.0;7664.0;4315.0;0.0;2.0
142;Totale lozing;17-18 Papier- en grafische industrie;2014;36.0;431.0;0.0;31.1;2.3;121.0;0.0;524.0;1.0;26.0;108.0;1258.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;9376.0;4826.0;4718.0;0.0;3.0
143;Totale lozing;17-18 Papier- en grafische industrie;2015;34.0;396.0;0.0;37.3;9.2;124.0;0.0;490.0;1.0;38.0;95.0;1168.0;1.0;3.0;0.0;0.1;3.0;2.0;3.0;0.6;0.0;0.6;0.2;0.1;7651.0;5108.0;4169.0;1.0;20.0
144;Totale lozing;19-22 Raffinaderijen en chemie;2008;300.0;4091.0;150.1;737.7;230.5;2238.0;405.0;3120.0;20.3;1004.0;2643.0;13186.0;4857.0;2291.0;108.1;30.5;11869.0;1334.0;1217.0;0.0;0.1;2.1;0.0;0.0;32987.0;3022.0;884220.0;956.0;857.0
145;Totale lozing;19-22 Raffinaderijen en chemie;2009;260.0;2238.0;19.3;396.0;152.4;1715.0;373.0;5745.0;14.1;1942.0;2257.0;12614.0;4683.0;5950.0;0.1;3.5;938.0;514.0;947.0;0.1;1.4;60.7;0.0;0.0;805.0;7992.0;704206.0;224.0;167.0
146;Totale lozing;19-22 Raffinaderijen en chemie;2010;211.0;2416.0;18.0;264.0;10.2;760.0;183.0;1177.0;10.2;306.0;2061.0;9712.0;2411.0;1432.0;4.9;5.8;950.0;533.0;288.0;0.2;3.2;0.1;0.0;0.0;123.0;7406.0;653918.0;183.0;570.0
147;Totale lozing;19-22 Raffinaderijen en chemie;2011;166.0;2444.0;14.7;301.0;8.4;486.0;473.0;1646.0;8.0;270.0;2167.0;11591.0;1261.0;760.0;1.6;3.3;626.0;346.0;493.0;0.1;0.7;0.1;0.0;0.0;64.0;5359.0;478964.0;309.0;532.0
148;Totale lozing;19-22 Raffinaderijen en chemie;2012;190.0;2389.0;11.9;292.7;10.6;647.0;477.0;1091.0;7.8;624.0;1655.0;11009.0;1127.0;742.0;1.8;7.2;502.0;800.0;860.0;0.2;0.2;0.2;0.0;0.1;94.0;5166.0;470869.0;416.0;406.0
149;Totale lozing;19-22 Raffinaderijen en chemie;2013;182.0;2506.0;9.1;287.8;10.0;494.0;485.0;742.0;17.1;378.0;1877.0;10541.0;942.0;731.0;1.1;3.6;477.0;1528.0;963.0;0.1;0.1;0.2;0.0;0.1;110.0;5284.0;431700.0;316.0;950.0
150;Totale lozing;19-22 Raffinaderijen en chemie;2014;218.0;2344.0;9.9;287.2;7.0;561.0;312.0;774.0;4.9;126.0;1282.0;7550.0;1083.0;749.0;1.2;2.9;537.0;684.0;378.0;0.0;0.0;0.0;0.0;0.0;135.0;5385.0;463173.0;155.0;736.0
151;Totale lozing;19-22 Raffinaderijen en chemie;2015;241.0;2392.0;17.5;259.4;23.9;988.0;340.0;757.0;6.1;111.0;1594.0;6544.0;980.0;996.0;1.3;0.9;615.0;109.0;354.0;0.0;0.0;0.0;0.0;0.0;153.0;4834.0;448064.0;200.0;717.0
152;Totale lozing;19 Aardolie-industrie;2008;27.0;401.0;0.0;157.0;5.0;33.0;0.0;152.0;6.8;11.0;763.0;887.0;488.0;34.0;0.0;13.2;777.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;2730.0;184.0;110959.0;37.0;154.0
153;Totale lozing;19 Aardolie-industrie;2009;26.0;365.0;0.0;99.2;32.6;138.0;0.0;267.0;8.0;45.0;751.0;405.0;362.0;113.0;0.0;1.5;333.0;187.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;882.0;110000.0;34.0;60.0
154;Totale lozing;19 Aardolie-industrie;2010;27.0;280.0;0.0;65.0;0.7;160.0;0.0;140.0;6.9;156.0;965.0;765.0;66.0;18.0;0.0;3.8;55.0;105.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;864.0;114200.0;49.0;0.0
155;Totale lozing;19 Aardolie-industrie;2011;26.0;283.0;0.0;105.4;0.2;62.0;0.0;166.0;4.0;88.0;924.0;1124.0;1.0;0.0;0.0;0.8;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;813.0;112893.0;97.0;0.0
156;Totale lozing;19 Aardolie-industrie;2012;24.0;312.0;0.0;112.4;3.7;95.0;0.0;100.0;3.0;64.0;559.0;1046.0;81.0;100.0;0.0;6.1;37.0;243.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;799.0;107315.0;109.0;0.0
157;Totale lozing;19 Aardolie-industrie;2013;30.0;228.0;0.0;135.8;4.1;86.0;0.0;149.0;14.7;86.0;813.0;792.0;62.0;305.0;0.0;2.3;188.0;1407.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;730.0;96257.0;73.0;340.0
158;Totale lozing;19 Aardolie-industrie;2014;29.0;248.0;0.0;112.5;0.6;0.0;0.0;87.0;2.0;8.0;423.0;351.0;23.0;148.0;0.0;1.8;63.0;611.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;576.0;94113.0;62.0;368.0
159;Totale lozing;19 Aardolie-industrie;2015;22.0;214.0;0.0;116.0;0.4;8.0;0.0;73.0;2.2;30.0;807.0;221.0;2.0;12.0;0.0;0.0;4.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;576.0;87106.0;88.0;389.0
160;Totale lozing;20-21 Chemie en farmaceutische industrie;2008;268.0;3624.0;150.1;580.7;225.2;2202.0;405.0;2949.0;13.6;983.0;1877.0;11967.0;4370.0;2253.0;108.1;17.3;10957.0;1214.0;1217.0;0.0;0.1;2.1;0.0;0.0;29423.0;2837.0;773087.0;919.0;703.0
161;Totale lozing;20-21 Chemie en farmaceutische industrie;2009;228.0;1772.0;19.3;296.8;119.7;1577.0;373.0;5475.0;6.1;1895.0;1499.0;11723.0;4320.0;5837.0;0.1;2.0;605.0;328.0;947.0;0.1;1.4;60.7;0.0;0.0;0.0;7110.0;593934.0;189.0;107.0
162;Totale lozing;20-21 Chemie en farmaceutische industrie;2010;183.0;2121.0;18.0;199.0;9.5;599.0;183.0;1037.0;3.3;150.0;1095.0;8877.0;2345.0;1414.0;4.9;2.0;895.0;428.0;288.0;0.2;3.2;0.1;0.0;0.0;0.0;6542.0;539660.0;135.0;570.0
163;Totale lozing;20-21 Chemie en farmaceutische industrie;2011;139.0;2152.0;14.7;195.6;8.2;424.0;473.0;1479.0;4.0;181.0;1243.0;10431.0;1260.0;760.0;1.6;2.5;624.0;346.0;493.0;0.1;0.7;0.1;0.0;0.0;0.0;4546.0;366032.0;212.0;532.0
164;Totale lozing;20-21 Chemie en farmaceutische industrie;2012;164.0;2063.0;11.9;180.3;6.9;551.0;477.0;992.0;4.8;560.0;1095.0;9909.0;1047.0;642.0;1.8;1.1;465.0;557.0;860.0;0.2;0.2;0.2;0.0;0.1;0.0;4066.0;363514.0;307.0;406.0
165;Totale lozing;20-21 Chemie en farmaceutische industrie;2013;151.0;2263.0;9.1;152.0;5.9;408.0;485.0;593.0;2.4;292.0;1063.0;9685.0;880.0;426.0;1.1;1.3;289.0;121.0;963.0;0.1;0.1;0.2;0.0;0.1;0.0;4309.0;335399.0;243.0;610.0
166;Totale lozing;20-21 Chemie en farmaceutische industrie;2014;184.0;2078.0;9.9;174.7;6.4;561.0;312.0;686.0;2.9;118.0;858.0;7121.0;1060.0;601.0;1.2;1.1;473.0;73.0;378.0;0.0;0.0;0.0;0.0;0.0;0.0;4583.0;369011.0;93.0;368.0
167;Totale lozing;20-21 Chemie en farmaceutische industrie;2015;218.0;2158.0;17.5;143.4;23.5;980.0;340.0;684.0;3.9;81.0;787.0;6235.0;978.0;984.0;1.3;0.9;611.0;60.0;354.0;0.0;0.0;0.0;0.0;0.0;0.0;4084.0;360899.0;112.0;328.0
168;Totale lozing;20 Chemische industrie;2008;202.0;2678.0;150.1;580.7;225.2;2199.0;405.0;2759.0;13.6;983.0;1855.0;11081.0;4370.0;2253.0;108.1;17.3;10472.0;1214.0;1217.0;0.0;0.1;2.1;0.0;0.0;23461.0;2306.0;711083.0;919.0;703.0
169;Totale lozing;20 Chemische industrie;2009;191.0;1438.0;19.3;296.8;119.7;1577.0;373.0;5331.0;6.1;1895.0;1484.0;11331.0;4320.0;5837.0;0.1;2.0;290.0;328.0;947.0;0.1;1.4;60.7;0.0;0.0;0.0;6134.0;582649.0;189.0;107.0
170;Totale lozing;20 Chemische industrie;2010;159.0;1873.0;18.0;199.0;9.5;555.0;183.0;901.0;3.3;150.0;1079.0;8303.0;2345.0;1414.0;4.9;2.0;516.0;428.0;288.0;0.2;3.2;0.1;0.0;0.0;0.0;5591.0;529199.0;135.0;570.0
171;Totale lozing;20 Chemische industrie;2011;117.0;1927.0;14.7;190.6;8.1;410.0;473.0;1375.0;3.9;178.0;1222.0;10035.0;1260.0;760.0;1.6;2.5;235.0;345.0;493.0;0.1;0.7;0.1;0.0;0.0;0.0;3728.0;355514.0;212.0;532.0
172;Totale lozing;20 Chemische industrie;2012;113.0;1753.0;11.9;180.3;6.9;528.0;477.0;985.0;4.8;560.0;1083.0;9630.0;1047.0;642.0;1.8;1.1;463.0;557.0;860.0;0.2;0.2;0.2;0.0;0.1;0.0;3644.0;353575.0;307.0;406.0
173;Totale lozing;20 Chemische industrie;2013;110.0;2102.0;9.1;152.0;5.9;396.0;485.0;585.0;2.4;292.0;1052.0;9370.0;880.0;426.0;1.1;1.3;286.0;121.0;963.0;0.1;0.1;0.1;0.0;0.1;0.0;3725.0;333103.0;243.0;610.0
174;Totale lozing;20 Chemische industrie;2014;103.0;1811.0;9.9;174.7;6.4;543.0;312.0;564.0;2.9;118.0;806.0;6329.0;1060.0;601.0;1.2;1.1;177.0;73.0;378.0;0.0;0.0;0.0;0.0;0.0;0.0;3418.0;364281.0;93.0;368.0
175;Totale lozing;20 Chemische industrie;2015;131.0;1967.0;17.5;143.4;23.5;957.0;340.0;588.0;3.8;81.0;758.0;5586.0;978.0;984.0;1.3;0.9;172.0;60.0;354.0;0.0;0.0;0.0;0.0;0.0;0.0;3083.0;356843.0;112.0;328.0
176;Totale lozing;201 Basischemie;2008;178.0;1878.0;149.7;514.4;223.4;2142.0;397.0;2524.0;12.7;928.0;1730.0;10545.0;4370.0;2023.0;108.1;17.2;10472.0;302.0;1217.0;0.0;0.1;0.1;0.0;0.0;15282.0;2306.0;645818.0;267.0;655.0
177;Totale lozing;201 Basischemie;2009;182.0;976.0;19.1;261.5;119.7;1512.0;373.0;5239.0;6.1;1799.0;1456.0;10756.0;4320.0;5821.0;0.1;2.0;290.0;259.0;947.0;0.1;1.4;0.7;0.0;0.0;0.0;4912.0;532571.0;189.0;96.0
178;Totale lozing;201 Basischemie;2010;142.0;1270.0;14.9;134.9;8.1;523.0;183.0;740.0;3.3;114.0;1034.0;8071.0;2345.0;1348.0;0.0;2.0;516.0;161.0;288.0;0.2;3.2;0.1;0.0;0.0;0.0;4120.0;476826.0;135.0;524.0
179;Totale lozing;201 Basischemie;2011;104.0;1227.0;13.3;124.0;7.2;392.0;473.0;1165.0;3.9;144.0;1198.0;8961.0;1260.0;694.0;0.0;2.5;235.0;77.0;493.0;0.1;0.7;0.1;0.0;0.0;0.0;2328.0;269376.0;212.0;507.0
180;Totale lozing;201 Basischemie;2012;99.0;1145.0;9.9;129.3;4.9;506.0;465.0;877.0;3.1;516.0;1057.0;8612.0;1047.0;526.0;0.0;1.1;463.0;95.0;860.0;0.2;0.2;0.2;0.0;0.1;0.0;2511.0;284139.0;307.0;397.0
181;Totale lozing;201 Basischemie;2013;96.0;1299.0;7.9;109.1;3.6;363.0;467.0;523.0;1.6;251.0;1002.0;8400.0;880.0;422.0;0.0;1.3;286.0;104.0;963.0;0.1;0.1;0.1;0.0;0.1;0.0;2890.0;279923.0;243.0;556.0
182;Totale lozing;201 Basischemie;2014;94.0;1304.0;9.7;131.2;4.6;510.0;291.0;487.0;1.8;80.0;767.0;5008.0;1060.0;600.0;0.0;1.1;177.0;67.0;378.0;0.0;0.0;0.0;0.0;0.0;0.0;2641.0;303095.0;93.0;340.0
183;Totale lozing;201 Basischemie;2015;121.0;1377.0;16.8;88.5;22.4;947.0;340.0;530.0;2.8;60.0;734.0;4721.0;978.0;984.0;0.0;0.9;172.0;56.0;354.0;0.0;0.0;0.0;0.0;0.0;0.0;2213.0;292443.0;112.0;320.0
184;Totale lozing;202 Landbouwchemicaliënindustrie;2008;0.0;3.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;1.0;21.0;0.0;230.0;0.0;0.0;0.0;911.0;0.0;0.0;0.0;0.0;0.0;0.0;2989.0;0.0;41648.0;0.0;48.0
185;Totale lozing;202 Landbouwchemicaliënindustrie;2009;0.0;88.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;4.0;10.0;164.0;0.0;17.0;0.0;0.0;0.0;69.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500.0;21674.0;0.0;12.0
186;Totale lozing;202 Landbouwchemicaliënindustrie;2010;0.0;3.0;0.0;0.0;0.0;10.0;0.0;1.0;0.0;1.0;10.0;22.0;0.0;65.0;0.0;0.0;0.0;261.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;484.0;20727.0;0.0;46.0
187;Totale lozing;202 Landbouwchemicaliënindustrie;2011;0.0;51.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;3.0;350.0;0.0;66.0;0.0;0.0;0.0;268.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;407.0;16639.0;0.0;25.0
188;Totale lozing;202 Landbouwchemicaliënindustrie;2012;1.0;55.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;471.0;0.0;116.0;0.0;0.0;0.0;462.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;463.0;20928.0;0.0;9.0
189;Totale lozing;202 Landbouwchemicaliënindustrie;2013;1.0;45.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;7.0;1.0;693.0;0.0;3.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;1223.0;0.0;54.0
