ID;WijkenEnBuurten;TypeVerwarmingsinstallatie;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;Woningen_5
34;Annen;Elektrisch verwarmd zonder gasverbruik;Annen                                   ;Buurt   ;BU16800000;1.0;0.0
35;Annen;Type installaties onbekend;Annen                                   ;Buurt   ;BU16800000;1.0;1.0
36;Verspreide huizen Annen;Individuele cv;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;98.0
37;Verspreide huizen Annen;Blokverwarming;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
38;Verspreide huizen Annen;Stadsverwarming met hoog gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
39;Verspreide huizen Annen;Stadsverwarming met laag gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
40;Verspreide huizen Annen;Stadsverwarming zonder gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
41;Verspreide huizen Annen;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
42;Verspreide huizen Annen;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
43;Verspreide huizen Annen;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
44;Verspreide huizen Annen;Type installaties onbekend;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;2.0
45;Wijk 01 Eext;Individuele cv;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;98.0
46;Wijk 01 Eext;Blokverwarming;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;0.0
47;Wijk 01 Eext;Stadsverwarming met hoog gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;0.0
48;Wijk 01 Eext;Stadsverwarming met laag gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;0.0
49;Wijk 01 Eext;Stadsverwarming zonder gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;0.0
50;Wijk 01 Eext;Elektrisch verwarmd met hoog gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;1.0
51;Wijk 01 Eext;Elektrisch verwarmd met laag gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;0.0
52;Wijk 01 Eext;Elektrisch verwarmd zonder gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;0.0
53;Wijk 01 Eext;Type installaties onbekend;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;1.0
54;Eext;Individuele cv;Eext                                    ;Buurt   ;BU16800100;1.0;99.0
55;Eext;Blokverwarming;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
56;Eext;Stadsverwarming met hoog gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
57;Eext;Stadsverwarming met laag gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
58;Eext;Stadsverwarming zonder gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
59;Eext;Elektrisch verwarmd met hoog gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
60;Eext;Elektrisch verwarmd met laag gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
61;Eext;Elektrisch verwarmd zonder gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
62;Eext;Type installaties onbekend;Eext                                    ;Buurt   ;BU16800100;1.0;1.0
63;Verspreide huizen Eext;Individuele cv;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;94.0
64;Verspreide huizen Eext;Blokverwarming;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;0.0
65;Verspreide huizen Eext;Stadsverwarming met hoog gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;0.0
66;Verspreide huizen Eext;Stadsverwarming met laag gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;0.0
67;Verspreide huizen Eext;Stadsverwarming zonder gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;0.0
68;Verspreide huizen Eext;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;4.0
69;Verspreide huizen Eext;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;0.0
70;Verspreide huizen Eext;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;0.0
71;Verspreide huizen Eext;Type installaties onbekend;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;2.0
72;Wijk 02 Anloo;Individuele cv;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;98.0
73;Wijk 02 Anloo;Blokverwarming;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
74;Wijk 02 Anloo;Stadsverwarming met hoog gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
75;Wijk 02 Anloo;Stadsverwarming met laag gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
76;Wijk 02 Anloo;Stadsverwarming zonder gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
77;Wijk 02 Anloo;Elektrisch verwarmd met hoog gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
78;Wijk 02 Anloo;Elektrisch verwarmd met laag gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;1.0
79;Wijk 02 Anloo;Elektrisch verwarmd zonder gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
80;Wijk 02 Anloo;Type installaties onbekend;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;1.0
81;Anloo;Individuele cv;Anloo                                   ;Buurt   ;BU16800200;1.0;98.0
82;Anloo;Blokverwarming;Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
83;Anloo;Stadsverwarming met hoog gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
84;Anloo;Stadsverwarming met laag gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
85;Anloo;Stadsverwarming zonder gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
86;Anloo;Elektrisch verwarmd met hoog gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
87;Anloo;Elektrisch verwarmd met laag gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;1.0
88;Anloo;Elektrisch verwarmd zonder gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
89;Anloo;Type installaties onbekend;Anloo                                   ;Buurt   ;BU16800200;1.0;1.0
90;Verspreide huizen Anloo;Individuele cv;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
91;Verspreide huizen Anloo;Blokverwarming;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
92;Verspreide huizen Anloo;Stadsverwarming met hoog gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
93;Verspreide huizen Anloo;Stadsverwarming met laag gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
94;Verspreide huizen Anloo;Stadsverwarming zonder gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
95;Verspreide huizen Anloo;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
96;Verspreide huizen Anloo;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
97;Verspreide huizen Anloo;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
98;Verspreide huizen Anloo;Type installaties onbekend;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
99;Wijk 03 Gasteren;Individuele cv;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;98.0
100;Wijk 03 Gasteren;Blokverwarming;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;0.0
101;Wijk 03 Gasteren;Stadsverwarming met hoog gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;0.0
102;Wijk 03 Gasteren;Stadsverwarming met laag gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;0.0
103;Wijk 03 Gasteren;Stadsverwarming zonder gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;0.0
104;Wijk 03 Gasteren;Elektrisch verwarmd met hoog gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;1.0
105;Wijk 03 Gasteren;Elektrisch verwarmd met laag gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;0.0
106;Wijk 03 Gasteren;Elektrisch verwarmd zonder gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;1.0
107;Wijk 03 Gasteren;Type installaties onbekend;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;0.0
108;Gasteren;Individuele cv;Gasteren                                ;Buurt   ;BU16800300;1.0;98.0
109;Gasteren;Blokverwarming;Gasteren                                ;Buurt   ;BU16800300;1.0;0.0
110;Gasteren;Stadsverwarming met hoog gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;0.0
111;Gasteren;Stadsverwarming met laag gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;0.0
112;Gasteren;Stadsverwarming zonder gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;0.0
113;Gasteren;Elektrisch verwarmd met hoog gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;1.0
114;Gasteren;Elektrisch verwarmd met laag gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;0.0
115;Gasteren;Elektrisch verwarmd zonder gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;1.0
116;Gasteren;Type installaties onbekend;Gasteren                                ;Buurt   ;BU16800300;1.0;0.0
117;Verspreide huizen Gasteren;Individuele cv;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;0.0
118;Verspreide huizen Gasteren;Blokverwarming;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;0.0
119;Verspreide huizen Gasteren;Stadsverwarming met hoog gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;0.0
120;Verspreide huizen Gasteren;Stadsverwarming met laag gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;0.0
121;Verspreide huizen Gasteren;Stadsverwarming zonder gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;0.0
122;Verspreide huizen Gasteren;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;0.0
123;Verspreide huizen Gasteren;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;0.0
124;Verspreide huizen Gasteren;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;0.0
125;Verspreide huizen Gasteren;Type installaties onbekend;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;0.0
126;Wijk 04 Anderen;Individuele cv;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;97.0
127;Wijk 04 Anderen;Blokverwarming;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;0.0
128;Wijk 04 Anderen;Stadsverwarming met hoog gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;0.0
129;Wijk 04 Anderen;Stadsverwarming met laag gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;0.0
130;Wijk 04 Anderen;Stadsverwarming zonder gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;0.0
131;Wijk 04 Anderen;Elektrisch verwarmd met hoog gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;1.0
132;Wijk 04 Anderen;Elektrisch verwarmd met laag gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;0.0
133;Wijk 04 Anderen;Elektrisch verwarmd zonder gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;0.0
134;Wijk 04 Anderen;Type installaties onbekend;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;2.0
135;Anderen;Individuele cv;Anderen                                 ;Buurt   ;BU16800400;1.0;99.0
136;Anderen;Blokverwarming;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
137;Anderen;Stadsverwarming met hoog gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
138;Anderen;Stadsverwarming met laag gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
139;Anderen;Stadsverwarming zonder gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
140;Anderen;Elektrisch verwarmd met hoog gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
141;Anderen;Elektrisch verwarmd met laag gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
142;Anderen;Elektrisch verwarmd zonder gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
143;Anderen;Type installaties onbekend;Anderen                                 ;Buurt   ;BU16800400;1.0;1.0
144;Verspreide huizen Anderen;Individuele cv;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;78.0
145;Verspreide huizen Anderen;Blokverwarming;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;0.0
146;Verspreide huizen Anderen;Stadsverwarming met hoog gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;0.0
147;Verspreide huizen Anderen;Stadsverwarming met laag gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;0.0
148;Verspreide huizen Anderen;Stadsverwarming zonder gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;0.0
149;Verspreide huizen Anderen;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;11.0
150;Verspreide huizen Anderen;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;0.0
151;Verspreide huizen Anderen;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;0.0
152;Verspreide huizen Anderen;Type installaties onbekend;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;11.0
153;Wijk 05 Schipborg;Individuele cv;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;95.0
154;Wijk 05 Schipborg;Blokverwarming;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;0.0
155;Wijk 05 Schipborg;Stadsverwarming met hoog gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;0.0
156;Wijk 05 Schipborg;Stadsverwarming met laag gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;0.0
157;Wijk 05 Schipborg;Stadsverwarming zonder gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;0.0
158;Wijk 05 Schipborg;Elektrisch verwarmd met hoog gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;2.0
159;Wijk 05 Schipborg;Elektrisch verwarmd met laag gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;0.0
160;Wijk 05 Schipborg;Elektrisch verwarmd zonder gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;0.0
161;Wijk 05 Schipborg;Type installaties onbekend;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;3.0
162;Schipborg;Individuele cv;Schipborg                               ;Buurt   ;BU16800500;1.0;97.0
163;Schipborg;Blokverwarming;Schipborg                               ;Buurt   ;BU16800500;1.0;0.0
164;Schipborg;Stadsverwarming met hoog gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;0.0
165;Schipborg;Stadsverwarming met laag gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;0.0
166;Schipborg;Stadsverwarming zonder gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;0.0
167;Schipborg;Elektrisch verwarmd met hoog gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;1.0
168;Schipborg;Elektrisch verwarmd met laag gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;0.0
169;Schipborg;Elektrisch verwarmd zonder gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;0.0
170;Schipborg;Type installaties onbekend;Schipborg                               ;Buurt   ;BU16800500;1.0;2.0
171;Verspreide huizen Schipborg;Individuele cv;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;83.0
172;Verspreide huizen Schipborg;Blokverwarming;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
173;Verspreide huizen Schipborg;Stadsverwarming met hoog gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
174;Verspreide huizen Schipborg;Stadsverwarming met laag gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
175;Verspreide huizen Schipborg;Stadsverwarming zonder gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
176;Verspreide huizen Schipborg;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;3.0
177;Verspreide huizen Schipborg;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
178;Verspreide huizen Schipborg;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
179;Verspreide huizen Schipborg;Type installaties onbekend;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;13.0
180;Wijk 06 Eexterveen;Individuele cv;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;98.0
181;Wijk 06 Eexterveen;Blokverwarming;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;0.0
182;Wijk 06 Eexterveen;Stadsverwarming met hoog gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;0.0
183;Wijk 06 Eexterveen;Stadsverwarming met laag gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;0.0
184;Wijk 06 Eexterveen;Stadsverwarming zonder gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;0.0
185;Wijk 06 Eexterveen;Elektrisch verwarmd met hoog gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;1.0
186;Wijk 06 Eexterveen;Elektrisch verwarmd met laag gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;0.0
187;Wijk 06 Eexterveen;Elektrisch verwarmd zonder gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;0.0
188;Wijk 06 Eexterveen;Type installaties onbekend;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;1.0
189;Eexterveen;Individuele cv;Eexterveen                              ;Buurt   ;BU16800600;1.0;98.0
190;Eexterveen;Blokverwarming;Eexterveen                              ;Buurt   ;BU16800600;1.0;0.0
191;Eexterveen;Stadsverwarming met hoog gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;0.0
192;Eexterveen;Stadsverwarming met laag gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;0.0
193;Eexterveen;Stadsverwarming zonder gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;0.0
194;Eexterveen;Elektrisch verwarmd met hoog gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;1.0
195;Eexterveen;Elektrisch verwarmd met laag gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;0.0
196;Eexterveen;Elektrisch verwarmd zonder gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;0.0
197;Eexterveen;Type installaties onbekend;Eexterveen                              ;Buurt   ;BU16800600;1.0;1.0
198;Verspreide huizen Eexterveen;Individuele cv;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;0.0
199;Verspreide huizen Eexterveen;Blokverwarming;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;0.0
200;Verspreide huizen Eexterveen;Stadsverwarming met hoog gasverbruik;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;0.0
201;Verspreide huizen Eexterveen;Stadsverwarming met laag gasverbruik;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;0.0
202;Verspreide huizen Eexterveen;Stadsverwarming zonder gasverbruik;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;0.0
203;Verspreide huizen Eexterveen;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;0.0
204;Verspreide huizen Eexterveen;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;0.0
205;Verspreide huizen Eexterveen;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;0.0
206;Verspreide huizen Eexterveen;Type installaties onbekend;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;0.0
207;Wijk 07 Spijkerboor;Individuele cv;Wijk 07 Spijkerboor                     ;Wijk    ;WK168007  ;1.0;98.0
208;Wijk 07 Spijkerboor;Blokverwarming;Wijk 07 Spijkerboor                     ;Wijk    ;WK168007  ;1.0;0.0
209;Wijk 07 Spijkerboor;Stadsverwarming met hoog gasverbruik;Wijk 07 Spijkerboor                     ;Wijk    ;WK168007  ;1.0;0.0
210;Wijk 07 Spijkerboor;Stadsverwarming met laag gasverbruik;Wijk 07 Spijkerboor                     ;Wijk    ;WK168007  ;1.0;0.0
211;Wijk 07 Spijkerboor;Stadsverwarming zonder gasverbruik;Wijk 07 Spijkerboor                     ;Wijk    ;WK168007  ;1.0;0.0
212;Wijk 07 Spijkerboor;Elektrisch verwarmd met hoog gasverbruik;Wijk 07 Spijkerboor                     ;Wijk    ;WK168007  ;1.0;2.0
213;Wijk 07 Spijkerboor;Elektrisch verwarmd met laag gasverbruik;Wijk 07 Spijkerboor                     ;Wijk    ;WK168007  ;1.0;0.0
214;Wijk 07 Spijkerboor;Elektrisch verwarmd zonder gasverbruik;Wijk 07 Spijkerboor                     ;Wijk    ;WK168007  ;1.0;0.0
215;Wijk 07 Spijkerboor;Type installaties onbekend;Wijk 07 Spijkerboor                     ;Wijk    ;WK168007  ;1.0;0.0
216;Spijkerboor;Individuele cv;Spijkerboor                             ;Buurt   ;BU16800700;1.0;98.0
217;Spijkerboor;Blokverwarming;Spijkerboor                             ;Buurt   ;BU16800700;1.0;0.0
218;Spijkerboor;Stadsverwarming met hoog gasverbruik;Spijkerboor                             ;Buurt   ;BU16800700;1.0;0.0
219;Spijkerboor;Stadsverwarming met laag gasverbruik;Spijkerboor                             ;Buurt   ;BU16800700;1.0;0.0
220;Spijkerboor;Stadsverwarming zonder gasverbruik;Spijkerboor                             ;Buurt   ;BU16800700;1.0;0.0
221;Spijkerboor;Elektrisch verwarmd met hoog gasverbruik;Spijkerboor                             ;Buurt   ;BU16800700;1.0;2.0
