ID;Sectoren;Perioden;TotaalBelastingen_1;BTWBelastingOverToegevoegdeWaarde_2;LoonEnInkomstenbelasting_3;Vennootschapsbelasting_4;Accijnzen_5;VerbruiksbelOpMilieugrondslag_6;Milieuheffingen_7;MotorrijtuigenbelastingInclEurovignet_8;BPMBelPersonenautoSEnMotorrijw_9;Overdrachtsbelasting_10;Onroerendezaakbelasting_11;Dividendbelasting_12;Vermogensheffingen_13;Assurantiebelasting_14;Kansspelbelasting_15;Bankenbelasting_16;Verhuurdersheffing_17;Loonkostenheffing_18;OverigeBelastingen_19;TotaalBelastOpProductieEnInvoer_20;TotaalProductgebondenBelastingen_21;BTWBelastingOverToegevoegdeWaarde_22;TotaalAccijnzen_23;Benzineaccijns_24;AccijnsOpOverigeMineraleOlien_25;Tabakaccijns_26;Alcoholaccijns_27;Bieraccijns_28;WijnaccijnsEAMousserendeDranken_29;OverigeAccijnzen_30;VerbruiksbelOpAlcoholvrijeDranken_31;BelastingenOpMilieugrondslag_32;BPMBelOpPersonenautoSEnMotorrijw_33;Kansspelbelasting_34;Overdrachtsbelasting_35;Assurantiebelasting_36;Kapitaalbelasting_37;Beursbelasting_38;TotaalNietProductgebondenBelastingen_39;Onroerendezaakbelasting_40;MotorrijtuigenbelInclEurovignet_41;TotaalMilieuheffingen_42;Rioolrechten_43;HeffingenOpWaterverontreiniging_44;OmslagheffingWaterschappen_45;OverigeMilieuheffingen_46;Bankenbelasting_47;Verhuurderheffing_48;Loonkostenheffing_49;PBOHeffingen_50;InschrijfgeldenKamerVanKoophandel_51;Toeristenbelasting_52;NietProductgebondenOverig_53;TotaalBelastOpInkomenEnVermogen_54;TotaalBelastingenOpInkomen_55;Vennootschapsbelasting_56;Loonbelasting_57;Inkomstenbelasting_58;Dividendbelasting_59;Kansspelbelasting_60;EenmaligOntvangstIVMLiquidatie_61;TotaalBelastingenOpVermogen_62;Onroerendezaakbelasting_63;Vermogensbelasting_64;Motorrijtuigenbelasting_65;TotaalMilieuheffingen_66;Rioolrechten_67;HeffingenOpWaterverontreiniging_68;OmslagheffingWaterschappen_69;OverigeBelastingenInkomenEnVermogen_70;Vermogensheffingen_71
39;Overheid;2010 1e kwartaal;33646;9566.0;10018.0;3860.0;2638.0;1442.0;989.0;1312.0;627.0;658.0;736.0;638.0;357.0;327.0;102.0;;;123.0;253;17074;15344.0;9566.0;2638.0;980.0;830.0;572.0;96.0;86.0;65.0;9.0;35.0;1442.0;627.0;51.0;658.0;327.0;0.0;;1730;736.0;288.0;403.0;52.0;81.0;174.0;96.0;;;123.0;43.0;50.0;33.0;54.0;16215.0;14567.0;3860.0;10122.0;-104.0;638.0;51.0;;1648.0;0.0;7.0;1024.0;586.0;276.0;203.0;107.0;31.0;357.0
40;Overheid;2010 2e kwartaal;37503;10581.0;13595.0;3196.0;2899.0;910.0;983.0;1307.0;546.0;693.0;754.0;995.0;397.0;186.0;110.0;;;142.0;209;17669;15915.0;10581.0;2899.0;1078.0;913.0;644.0;77.0;108.0;72.0;7.0;45.0;910.0;546.0;55.0;693.0;186.0;0.0;;1754;754.0;289.0;394.0;51.0;80.0;175.0;88.0;;;142.0;42.0;50.0;32.0;51.0;19437.0;17841.0;3196.0;12988.0;607.0;995.0;55.0;;1596.0;0.0;7.0;1018.0;589.0;279.0;202.0;108.0;-18.0;397.0
41;Overheid;2010 3e kwartaal;31211;9774.0;10072.0;2016.0;2739.0;828.0;982.0;1287.0;528.0;685.0;787.0;460.0;431.0;160.0;102.0;;;73.0;287;16500;14804.0;9774.0;2739.0;1004.0;894.0;605.0;69.0;103.0;58.0;6.0;39.0;828.0;528.0;51.0;685.0;160.0;0.0;;1696;787.0;268.0;392.0;52.0;79.0;175.0;86.0;;;73.0;42.0;50.0;34.0;50.0;14280.0;12599.0;2016.0;9895.0;177.0;460.0;51.0;;1681.0;0.0;5.0;1019.0;590.0;280.0;201.0;109.0;67.0;431.0
42;Overheid;2010 4e kwartaal;40848;12537.0;14493.0;3710.0;2844.0;1426.0;957.0;1303.0;395.0;749.0;769.0;307.0;532.0;188.0;128.0;;;271.0;239;20120;18240.0;12537.0;2844.0;1024.0;936.0;616.0;89.0;92.0;79.0;8.0;37.0;1426.0;395.0;64.0;749.0;188.0;0.0;;1880;769.0;286.0;389.0;51.0;79.0;171.0;88.0;;;271.0;42.0;50.0;32.0;41.0;20196.0;18574.0;3710.0;13097.0;1396.0;307.0;64.0;;1622.0;0.0;4.0;1017.0;568.0;261.0;202.0;105.0;33.0;532.0
43;Overheid;2010;143208;42458.0;48178.0;12782.0;11120.0;4606.0;3911.0;5209.0;2096.0;2785.0;3046.0;2400.0;1717.0;861.0;442.0;;;609.0;988;71363;64303.0;42458.0;11120.0;4086.0;3573.0;2437.0;331.0;389.0;274.0;30.0;156.0;4606.0;2096.0;221.0;2785.0;861.0;0.0;;7060;3046.0;1131.0;1578.0;206.0;319.0;695.0;358.0;;;609.0;169.0;200.0;131.0;196.0;70128.0;63581.0;12782.0;46102.0;2076.0;2400.0;221.0;;6547.0;0.0;23.0;4078.0;2333.0;1096.0;808.0;429.0;113.0;1717.0
44;Overheid;2011 1e kwartaal;34427;9349.0;10666.0;4256.0;2724.0;1407.0;1025.0;1304.0;580.0;694.0;792.0;436.0;348.0;331.0;134.0;;;110.0;271;16961;15183.0;9349.0;2724.0;1002.0;914.0;574.0;80.0;85.0;62.0;7.0;35.0;1407.0;580.0;67.0;694.0;331.0;-4.0;;1778;792.0;285.0;421.0;53.0;82.0;179.0;107.0;;;110.0;40.0;51.0;34.0;45.0;17118.0;15425.0;4256.0;10487.0;179.0;436.0;67.0;;1693.0;0.0;-4.0;1019.0;604.0;286.0;204.0;114.0;74.0;348.0
45;Overheid;2011 2e kwartaal;37549;9790.0;14850.0;2685.0;2902.0;869.0;1029.0;1300.0;545.0;614.0;811.0;975.0;427.0;262.0;104.0;;;97.0;289;16885;15082.0;9790.0;2902.0;1014.0;945.0;687.0;75.0;106.0;69.0;6.0;48.0;869.0;545.0;52.0;614.0;262.0;0.0;;1803;811.0;277.0;418.0;54.0;82.0;177.0;105.0;;;97.0;44.0;52.0;35.0;69.0;20237.0;18562.0;2685.0;13557.0;1293.0;975.0;52.0;;1675.0;0.0;-2.0;1023.0;611.0;292.0;206.0;113.0;43.0;427.0
46;Overheid;2011 3e kwartaal;32547;10185.0;10476.0;2770.0;2796.0;810.0;1032.0;1289.0;463.0;279.0;799.0;649.0;350.0;188.0;96.0;;;85.0;280;16579;14809.0;10185.0;2796.0;994.0;888.0;666.0;75.0;101.0;66.0;6.0;40.0;810.0;463.0;48.0;279.0;188.0;0.0;;1770;799.0;276.0;427.0;55.0;83.0;177.0;112.0;;;85.0;44.0;52.0;36.0;51.0;15618.0;13943.0;2770.0;10199.0;277.0;649.0;48.0;;1675.0;0.0;0.0;1013.0;605.0;279.0;212.0;114.0;57.0;350.0
47;Overheid;2011 4e kwartaal;35202;11997.0;10701.0;2698.0;2846.0;1322.0;1017.0;1282.0;390.0;348.0;769.0;530.0;413.0;239.0;141.0;;;249.0;260;19139;17248.0;11997.0;2846.0;1044.0;944.0;600.0;84.0;91.0;75.0;8.0;36.0;1322.0;390.0;71.0;348.0;239.0;-1.0;;1891;769.0;265.0;416.0;58.0;78.0;172.0;108.0;;;249.0;44.0;51.0;43.0;54.0;15650.0;13999.0;2698.0;12983.0;-2282.0;530.0;70.0;;1651.0;0.0;17.0;1017.0;601.0;289.0;203.0;109.0;16.0;413.0
48;Overheid;2011;139725;41321.0;46693.0;12409.0;11268.0;4408.0;4103.0;5175.0;1978.0;1935.0;3171.0;2590.0;1538.0;1020.0;475.0;;;541.0;1100;69564;62322.0;41321.0;11268.0;4054.0;3691.0;2527.0;314.0;383.0;272.0;27.0;159.0;4408.0;1978.0;238.0;1935.0;1020.0;-5.0;;7242;3171.0;1103.0;1682.0;220.0;325.0;705.0;432.0;;;541.0;172.0;206.0;148.0;219.0;68623.0;61929.0;12409.0;47226.0;-533.0;2590.0;237.0;;6694.0;0.0;11.0;4072.0;2421.0;1146.0;825.0;450.0;190.0;1538.0
49;Overheid;2012 1e kwartaal;33758;9066.0;10632.0;4377.0;2790.0;1240.0;1062.0;1291.0;476.0;265.0;805.0;566.0;288.0;408.0;122.0;;;100.0;270;16119;14342.0;9066.0;2790.0;997.0;912.0;639.0;84.0;85.0;66.0;7.0;36.0;1240.0;476.0;61.0;265.0;408.0;0.0;;1777;805.0;287.0;435.0;77.0;83.0;179.0;96.0;;;100.0;42.0;49.0;32.0;27.0;17351.0;15636.0;4377.0;10717.0;-85.0;566.0;61.0;;1715.0;0.0;4.0;1004.0;627.0;294.0;217.0;116.0;80.0;288.0
50;Overheid;2012 2e kwartaal;37455;9882.0;15258.0;2711.0;2878.0;860.0;1046.0;1329.0;451.0;318.0;837.0;908.0;356.0;230.0;114.0;;;14.0;263;16446;14715.0;9882.0;2878.0;1018.0;933.0;681.0;71.0;104.0;66.0;5.0;39.0;860.0;451.0;57.0;318.0;230.0;0.0;;1731;837.0;284.0;433.0;67.0;83.0;180.0;103.0;;;14.0;41.0;45.0;33.0;44.0;20653.0;18934.0;2711.0;13810.0;1448.0;908.0;57.0;;1719.0;0.0;-6.0;1045.0;613.0;281.0;216.0;116.0;67.0;356.0
51;Overheid;2012 3e kwartaal;31344;9966.0;10703.0;2077.0;2713.0;722.0;1066.0;1270.0;256.0;251.0;854.0;460.0;341.0;233.0;100.0;;;40.0;292;15981;14237.0;9966.0;2713.0;929.0;883.0;650.0;77.0;100.0;68.0;6.0;46.0;722.0;256.0;50.0;251.0;233.0;0.0;;1744;854.0;262.0;435.0;74.0;83.0;179.0;99.0;;;40.0;41.0;49.0;30.0;33.0;15022.0;13290.0;2077.0;10434.0;269.0;460.0;50.0;;1732.0;0.0;4.0;1008.0;631.0;298.0;217.0;116.0;89.0;341.0
52;Overheid;2012 4e kwartaal;32782;12522.0;7712.0;2689.0;2908.0;1191.0;987.0;1248.0;317.0;294.0;852.0;547.0;398.0;274.0;123.0;536.0;;11.0;173;19821;17605.0;12522.0;2908.0;984.0;929.0;683.0;116.0;98.0;89.0;9.0;37.0;1191.0;317.0;62.0;294.0;274.0;0.0;;2216;852.0;264.0;398.0;48.0;78.0;167.0;105.0;536.0;;11.0;41.0;49.0;37.0;28.0;12563.0;11009.0;2689.0;10246.0;-2534.0;547.0;61.0;;1554.0;0.0;0.0;984.0;589.0;280.0;201.0;108.0;-19.0;398.0
53;Overheid;2012;135339;41436.0;44305.0;11854.0;11289.0;4013.0;4161.0;5138.0;1500.0;1128.0;3348.0;2481.0;1383.0;1145.0;459.0;536.0;;165.0;998;68367;60899.0;41436.0;11289.0;3928.0;3657.0;2653.0;348.0;387.0;289.0;27.0;158.0;4013.0;1500.0;230.0;1128.0;1145.0;0.0;;7468;3348.0;1097.0;1701.0;266.0;327.0;705.0;403.0;536.0;;165.0;165.0;192.0;132.0;132.0;65589.0;58869.0;11854.0;45207.0;-902.0;2481.0;229.0;;6720.0;0.0;2.0;4041.0;2460.0;1153.0;851.0;456.0;217.0;1383.0
54;Overheid;2013 1e kwartaal;34269;9297.0;10554.0;4187.0;2605.0;1712.0;1014.0;1278.0;305.0;242.0;876.0;508.0;356.0;834.0;100.0;0.0;12.0;185.0;204;16880;15080.0;9297.0;2605.0;941.0;926.0;528.0;57.0;82.0;64.0;7.0;35.0;1712.0;305.0;50.0;242.0;834.0;0.0;;1800;876.0;279.0;359.0;58.0;84.0;187.0;30.0;0.0;12.0;185.0;36.0;0.0;25.0;28.0;17033.0;15299.0;4187.0;10613.0;-59.0;508.0;50.0;;1734.0;0.0;0.0;999.0;655.0;316.0;218.0;121.0;80.0;356.0
55;Overheid;2013 2e kwartaal;37712;10290.0;14884.0;2706.0;2829.0;1054.0;993.0;1322.0;253.0;236.0;851.0;724.0;434.0;573.0;128.0;0.0;13.0;187.0;235;17181;15339.0;10290.0;2829.0;993.0;978.0;588.0;74.0;112.0;78.0;6.0;40.0;1054.0;253.0;64.0;236.0;573.0;0.0;;1842;851.0;280.0;377.0;88.0;85.0;187.0;17.0;0.0;13.0;187.0;36.0;0.0;44.0;54.0;20097.0;18378.0;2706.0;13986.0;898.0;724.0;64.0;;1719.0;0.0;0.0;1042.0;616.0;278.0;218.0;120.0;61.0;434.0
56;Overheid;2013 3e kwartaal;32784;10177.0;10541.0;2762.0;2701.0;843.0;1003.0;1256.0;237.0;269.0;863.0;588.0;496.0;473.0;130.0;0.0;13.0;207.0;225;16639;14806.0;10177.0;2701.0;959.0;930.0;548.0;70.0;112.0;76.0;6.0;41.0;843.0;237.0;65.0;269.0;473.0;0.0;;1833;863.0;265.0;372.0;72.0;85.0;186.0;29.0;0.0;13.0;207.0;37.0;0.0;29.0;47.0;15649.0;13956.0;2762.0;10480.0;61.0;588.0;65.0;;1693.0;0.0;1.0;991.0;631.0;292.0;218.0;121.0;70.0;496.0
57;Overheid;2013 4e kwartaal;33616;12347.0;8230.0;2792.0;2730.0;1378.0;961.0;1248.0;363.0;357.0;853.0;371.0;446.0;463.0;118.0;507.0;10.0;225.0;217;20073;17736.0;12347.0;2730.0;924.0;924.0;559.0;105.0;106.0;103.0;9.0;39.0;1378.0;363.0;59.0;357.0;463.0;0.0;;2337;853.0;271.0;358.0;73.0;81.0;180.0;24.0;507.0;10.0;225.0;32.0;0.0;39.0;42.0;13097.0;11452.0;2792.0;10467.0;-2237.0;371.0;59.0;;1645.0;0.0;0.0;977.0;603.0;277.0;210.0;116.0;65.0;446.0
58;Overheid;2013;138381;42111.0;44209.0;12447.0;10865.0;4987.0;3971.0;5104.0;1158.0;1104.0;3443.0;2191.0;1732.0;2343.0;476.0;507.0;48.0;804.0;881;70773;62961.0;42111.0;10865.0;3817.0;3758.0;2223.0;306.0;412.0;321.0;28.0;155.0;4987.0;1158.0;238.0;1104.0;2343.0;0.0;;7812;3443.0;1095.0;1466.0;291.0;335.0;740.0;100.0;507.0;48.0;804.0;141.0;0.0;137.0;171.0;65876.0;59085.0;12447.0;45546.0;-1337.0;2191.0;238.0;;6791.0;0.0;1.0;4009.0;2505.0;1163.0;864.0;478.0;276.0;1732.0
59;Centrale overheid;1987;49578;14340.0;17792.0;7369.0;4031.0;0.0;161.0;1357.0;1197.0;698.0;;808.0;514.0;286.0;46.0;;;;979;21544;20757.0;14340.0;4031.0;1629.0;549.0;908.0;445.0;250.0;109.0;141.0;;0.0;1197.0;23.0;698.0;286.0;141.0;41.0;787;;313.0;161.0;;49.0;;112.0;;;;236.0;;;77.0;27520.0;25992.0;7369.0;15841.0;1951.0;808.0;23.0;;1528.0;;463.0;1044.0;;;;;21.0;514.0
60;Centrale overheid;1988;51806;14921.0;19314.0;7247.0;4026.0;82.0;123.0;1434.0;1097.0;730.0;;962.0;493.0;318.0;41.0;;;;1018;22180;21397.0;14921.0;4026.0;1616.0;572.0;902.0;454.0;236.0;100.0;146.0;;82.0;1097.0;23.0;730.0;318.0;168.0;32.0;783;;338.0;123.0;;54.0;;69.0;;;;241.0;;;81.0;29133.0;27541.0;7247.0;16315.0;2999.0;962.0;18.0;;1592.0;;476.0;1096.0;;;;;20.0;493.0
61;Centrale overheid;1989;52236;14476.0;20081.0;7115.0;3981.0;163.0;91.0;1533.0;1098.0;776.0;;885.0;510.0;331.0;45.0;;;;1151;21920;21169.0;14476.0;3981.0;1556.0;563.0;908.0;427.0;245.0;100.0;182.0;;163.0;1098.0;27.0;776.0;331.0;272.0;45.0;751;;358.0;91.0;;60.0;;31.0;;;;236.0;;;66.0;29806.0;28099.0;7115.0;17558.0;2523.0;885.0;18.0;;1707.0;;508.0;1175.0;;;;;24.0;510.0
62;Centrale overheid;1990;59424;15234.0;24712.0;7882.0;4483.0;277.0;74.0;1661.0;1206.0;776.0;;1044.0;524.0;340.0;50.0;;;;1161;23419;22603.0;15234.0;4483.0;1710.0;844.0;953.0;404.0;263.0;100.0;209.0;;277.0;1206.0;32.0;776.0;340.0;241.0;14.0;816;;422.0;74.0;;46.0;;28.0;;;;254.0;;;66.0;35481.0;33656.0;7882.0;22257.0;2455.0;1044.0;18.0;;1825.0;;554.0;1239.0;;;;;32.0;524.0
63;Centrale overheid;1991;66136;16472.0;29328.0;8427.0;4455.0;413.0;72.0;1697.0;1284.0;790.0;;957.0;595.0;363.0;46.0;;;;1237;24872;24063.0;16472.0;4455.0;1778.0;862.0;911.0;372.0;241.0;100.0;191.0;;413.0;1284.0;32.0;790.0;363.0;254.0;;809;;425.0;72.0;;46.0;;26.0;;;;254.0;;;58.0;40669.0;38726.0;8427.0;26074.0;3254.0;957.0;14.0;;1943.0;;658.0;1272.0;;;;;13.0;595.0
64;Centrale overheid;1992;66084;16031.0;28779.0;7882.0;5125.0;644.0;86.0;1806.0;1556.0;926.0;;944.0;632.0;377.0;68.0;;;;1228;25850;24908.0;16031.0;5125.0;2044.0;976.0;1121.0;390.0;254.0;113.0;227.0;;644.0;1556.0;36.0;926.0;377.0;213.0;;942;;518.0;86.0;;56.0;;30.0;;;;290.0;;;48.0;39602.0;37637.0;7882.0;25916.0;2863.0;944.0;32.0;;1965.0;;635.0;1288.0;;;;;42.0;632.0
65;Centrale overheid;1993;71977;17362.0;30980.0;8717.0;5957.0;658.0;79.0;2156.0;1457.0;1062.0;;817.0;678.0;422.0;68.0;;;;1564;28401;27390.0;17362.0;5957.0;2459.0;1370.0;1321.0;417.0;245.0;104.0;41.0;186.0;658.0;1457.0;41.0;1062.0;422.0;245.0;;1011;;537.0;79.0;;55.0;;24.0;;;;336.0;;;59.0;42898.0;40541.0;8717.0;27191.0;3789.0;817.0;27.0;;2357.0;;717.0;1619.0;;;;;21.0;678.0
66;Centrale overheid;1994;66503;16780.0;24457.0;9212.0;6353.0;594.0;82.0;2128.0;1661.0;1316.0;;948.0;845.0;458.0;72.0;;;;1597;28688;27648.0;16780.0;6353.0;2618.0;1556.0;1334.0;427.0;268.0;109.0;41.0;191.0;594.0;1661.0;45.0;1316.0;458.0;250.0;;1040;;555.0;82.0;;51.0;;31.0;;;;331.0;;;72.0;36970.0;34644.0;9212.0;21222.0;3235.0;948.0;27.0;;2326.0;;735.0;1573.0;;;;;18.0;845.0
67;Centrale overheid;1995;66889;18046.0;23079.0;9459.0;6477.0;858.0;85.0;2100.0;1813.0;1254.0;;955.0;773.0;442.0;73.0;;;;1475;30309;29299.0;18046.0;6477.0;2708.0;1608.0;1327.0;408.0;278.0;109.0;39.0;181.0;858.0;1813.0;46.0;1254.0;442.0;182.0;;1010;;527.0;85.0;;44.0;;41.0;;;;325.0;;;73.0;35807.0;33520.0;9459.0;20140.0;2939.0;955.0;27.0;;2287.0;;671.0;1573.0;;;;;43.0;773.0
68;Centrale overheid;1996;72493;19840.0;22512.0;12500.0;6363.0;1318.0;58.0;2329.0;1892.0;1649.0;;1059.0;885.0;463.0;92.0;;;;1533;33065;32015.0;19840.0;6363.0;2744.0;1642.0;1418.0;376.0;249.0;-101.0;35.0;185.0;1318.0;1892.0;53.0;1649.0;463.0;252.0;;1050;;562.0;58.0;;39.0;;19.0;;;;352.0;;;78.0;38543.0;36110.0;12500.0;20007.0;2505.0;1059.0;39.0;;2433.0;;648.0;1767.0;;;;;18.0;885.0
69;Centrale overheid;1997;76044;21224.0;20897.0;14673.0;6923.0;1694.0;62.0;1835.0;2061.0;1978.0;;1481.0;946.0;510.0;99.0;;;;1661;35797;34911.0;21224.0;6923.0;2902.0;1848.0;1346.0;400.0;275.0;114.0;38.0;191.0;1694.0;2061.0;56.0;1978.0;510.0;274.0;;886;;421.0;62.0;;40.0;;22.0;;;;333.0;;;70.0;39301.0;37094.0;14673.0;18691.0;2206.0;1481.0;43.0;;2207.0;;764.0;1414.0;;;;;29.0;946.0
70;Centrale overheid;1998;80347;22876.0;21121.0;15300.0;7296.0;1714.0;50.0;1964.0;2425.0;2245.0;;1936.0;1120.0;545.0;110.0;;;12.0;1633;38547;37642.0;22876.0;7296.0;3038.0;2018.0;1348.0;426.0;299.0;129.0;38.0;191.0;1714.0;2425.0;59.0;2245.0;545.0;291.0;;905;;453.0;50.0;;31.0;;19.0;;;12.0;316.0;;;74.0;40680.0;38408.0;15300.0;19845.0;1276.0;1936.0;51.0;;2272.0;;729.0;1511.0;;;;;32.0;1120.0
71;Centrale overheid;1999;87388;25342.0;21836.0;15651.0;7578.0;2294.0;56.0;2133.0;2840.0;2727.0;;3022.0;1291.0;492.0;130.0;;;289.0;1707;43082;41875.0;25342.0;7578.0;3127.0;2041.0;1546.0;396.0;297.0;138.0;33.0;217.0;2294.0;2840.0;69.0;2727.0;492.0;316.0;;1207;;499.0;56.0;;34.0;;22.0;;;289.0;301.0;;;62.0;43015.0;40570.0;15651.0;23020.0;-1184.0;3022.0;61.0;;2445.0;;780.0;1634.0;;;;;31.0;1291.0
72;Centrale overheid;2000;93331;27098.0;23553.0;16736.0;7713.0;2849.0;90.0;2227.0;2875.0;2804.0;;2588.0;1483.0;512.0;126.0;;;331.0;2346;46015;44726.0;27098.0;7713.0;3151.0;2139.0;1590.0;397.0;263.0;139.0;34.0;216.0;2849.0;2875.0;67.0;2804.0;512.0;592.0;;1289;;510.0;90.0;;36.0;;54.0;;;331.0;290.0;;;68.0;45833.0;43256.0;16736.0;24433.0;-880.0;2588.0;59.0;320.0;2577.0;;824.0;1717.0;;;;;36.0;1483.0
73;Centrale overheid;2001;101160;30900.0;24607.0;17580.0;7913.0;3352.0;85.0;2128.0;2939.0;3437.0;;4308.0;1307.0;638.0;151.0;;;518.0;1297;51520;49988.0;30900.0;7913.0;3148.0;2076.0;1817.0;413.0;287.0;140.0;32.0;228.0;3352.0;2939.0;80.0;3437.0;638.0;501.0;;1532;;497.0;85.0;;31.0;;54.0;;;518.0;358.0;;;74.0;48333.0;46566.0;17580.0;27172.0;-2565.0;4308.0;71.0;;1767.0;;91.0;1631.0;;;;;45.0;1307.0
74;Centrale overheid;2002;104769;32333.0;29502.0;15394.0;8446.0;2953.0;78.0;2090.0;2741.0;3589.0;;3490.0;1695.0;660.0;162.0;;;541.0;1095;52889;51361.0;32333.0;8446.0;3420.0;2317.0;1719.0;472.0;306.0;175.0;37.0;161.0;2953.0;2741.0;86.0;3589.0;660.0;392.0;;1528;;490.0;78.0;;32.0;;46.0;;;541.0;334.0;;;85.0;50185.0;48462.0;15394.0;29577.0;-75.0;3490.0;76.0;;1723.0;;49.0;1600.0;;;;;74.0;1695.0
75;Centrale overheid;2003;103201;33639.0;29169.0;13392.0;8586.0;3081.0;69.0;2190.0;2874.0;3449.0;;3128.0;1460.0;746.0;182.0;;;425.0;811;54230;52891.0;33639.0;8586.0;3506.0;2446.0;1750.0;357.0;300.0;188.0;39.0;146.0;3081.0;2874.0;109.0;3449.0;746.0;261.0;;1339;;507.0;69.0;;30.0;;39.0;;;425.0;249.0;;;89.0;47511.0;45762.0;13392.0;28791.0;378.0;3128.0;73.0;;1749.0;;38.0;1683.0;;;;;28.0;1460.0
76;Centrale overheid;2004;106239;35098.0;27355.0;14994.0;9358.0;3278.0;61.0;2359.0;3003.0;3794.0;;3388.0;1512.0;740.0;162.0;;;405.0;732;57089;55748.0;35098.0;9358.0;3901.0;2557.0;1943.0;378.0;346.0;193.0;40.0;148.0;3278.0;3003.0;101.0;3794.0;740.0;228.0;;1341;;544.0;61.0;;32.0;;29.0;;;405.0;244.0;;;87.0;47638.0;45798.0;14994.0;27246.0;109.0;3388.0;61.0;;1840.0;;44.0;1815.0;;;;;-19.0;1512.0
77;Centrale overheid;2005;116221;36216.0;31224.0;17069.0;9327.0;4128.0;81.0;2523.0;3148.0;4252.0;;4262.0;1709.0;743.0;184.0;;;570.0;785;59819;58276.0;36216.0;9327.0;3835.0;2585.0;2000.0;373.0;297.0;200.0;37.0;149.0;4128.0;3148.0;99.0;4252.0;743.0;214.0;;1543;;577.0;81.0;;32.0;;49.0;;;570.0;237.0;;;78.0;54693.0;52640.0;17069.0;27573.0;3651.0;4262.0;85.0;;2053.0;;60.0;1946.0;;;;;47.0;1709.0
78;Centrale overheid;2006 1e kwartaal;28492;8583.0;7235.0;4096.0;2689.0;1202.0;22.0;838.0;1196.0;1043.0;;648.0;360.0;281.0;41.0;;;153.0;105;15478;15075.0;8583.0;2689.0;1050.0;743.0;677.0;79.0;88.0;43.0;9.0;31.0;1202.0;1196.0;21.0;1043.0;281.0;29.0;;403;;145.0;22.0;;9.0;;13.0;;;153.0;48.0;;;35.0;12654.0;11999.0;4096.0;7183.0;52.0;648.0;20.0;;655.0;;-25.0;693.0;;;;;-13.0;360.0
79;Centrale overheid;2006 2e kwartaal;31980;10998.0;9053.0;3414.0;2281.0;1149.0;23.0;508.0;934.0;1140.0;;1513.0;426.0;161.0;57.0;;;133.0;190;17151;16800.0;10998.0;2281.0;946.0;682.0;415.0;87.0;88.0;54.0;9.0;44.0;1149.0;934.0;30.0;1140.0;161.0;63.0;;351;;131.0;23.0;;9.0;;14.0;;;133.0;49.0;;;15.0;14403.0;14007.0;3414.0;9473.0;-420.0;1513.0;27.0;;396.0;;5.0;377.0;;;;;14.0;426.0
80;Centrale overheid;2006 3e kwartaal;27824;8473.0;7033.0;4262.0;2400.0;1014.0;16.0;725.0;703.0;1057.0;;1306.0;318.0;226.0;57.0;;;118.0;116;14327;13960.0;8473.0;2400.0;992.0;698.0;499.0;69.0;82.0;52.0;8.0;43.0;1014.0;703.0;30.0;1057.0;226.0;14.0;;367;;182.0;16.0;;9.0;;7.0;;;118.0;50.0;;;1.0;13179.0;12628.0;4262.0;7122.0;-89.0;1306.0;27.0;;551.0;;6.0;543.0;;;;;2.0;318.0
81;Centrale overheid;2006 4e kwartaal;37001;10911.0;11842.0;6135.0;2490.0;1180.0;32.0;679.0;619.0;1326.0;;759.0;706.0;84.0;41.0;;;107.0;90;17043;16674.0;10911.0;2490.0;994.0;713.0;553.0;86.0;77.0;58.0;9.0;34.0;1180.0;619.0;22.0;1326.0;84.0;8.0;;369;;149.0;32.0;;10.0;;22.0;;;107.0;51.0;;;30.0;19252.0;18755.0;6135.0;7868.0;3974.0;759.0;19.0;;497.0;;8.0;530.0;;;;;-41.0;706.0
82;Centrale overheid;2006;125297;38965.0;35163.0;17907.0;9860.0;4545.0;93.0;2750.0;3452.0;4566.0;;4226.0;1810.0;752.0;196.0;;;511.0;501;63999;62509.0;38965.0;9860.0;3982.0;2836.0;2144.0;321.0;335.0;207.0;35.0;152.0;4545.0;3452.0;103.0;4566.0;752.0;114.0;;1490;;607.0;93.0;;37.0;;56.0;;;511.0;198.0;;;81.0;59488.0;57389.0;17907.0;31646.0;3517.0;4226.0;93.0;;2099.0;;-6.0;2143.0;;;;;-38.0;1810.0
83;Centrale overheid;2007 1e kwartaal;29948;9651.0;8240.0;4058.0;2460.0;1127.0;18.0;677.0;1087.0;1209.0;;482.0;373.0;311.0;61.0;;;95.0;99;16259;15918.0;9651.0;2460.0;995.0;727.0;527.0;82.0;70.0;49.0;10.0;36.0;1127.0;1087.0;29.0;1209.0;311.0;8.0;;341;;156.0;18.0;;7.0;;11.0;;;95.0;46.0;;;26.0;13316.0;12812.0;4058.0;8375.0;-135.0;482.0;32.0;;504.0;;6.0;521.0;;;;;-23.0;373.0
84;Centrale overheid;2007 2e kwartaal;33614;9958.0;10740.0;4296.0;2550.0;872.0;20.0;772.0;980.0;1107.0;;1381.0;457.0;176.0;59.0;;;110.0;136;16108;15726.0;9958.0;2550.0;1034.0;739.0;555.0;74.0;88.0;53.0;7.0;42.0;872.0;980.0;28.0;1107.0;176.0;13.0;;382;;185.0;20.0;;8.0;;12.0;;;110.0;47.0;;;20.0;17049.0;16448.0;4296.0;10759.0;-19.0;1381.0;31.0;;601.0;;7.0;587.0;;;;;7.0;457.0
