ID;BedrijfstakkenBranchesSBI2008;PersoneelDatWerktMetInternet_1;OnlineVergaderen_2;Bedrijfsemails_3;Bedrijfsdocumenten_4;BedrijfsapplicatiesOfSoftware_5;Telewerkers_6;TelewerkKomtVoor_7;ICTPersAangenomenWillenAannemen_8;ICTVacaturesLastigTeVullen_9;TekortAanSollicitanten_10;SollicitantenMissenJuisteICTKennis_11;SollicitantenMissenWerkervaring_12;SollicitantenEisenTeHoogSalaris_13;EigenPersoneel_14;ExterneLeverancier_15;EigenPersoneelEnExterneLeverancier_16;ICTSpecialistenInLoondienst_17;ICTCursusAanICTSpecialisten_18;ICTCursusAanOverigPersoneel_19;InternetVast_20;MinderDan30MbitS_21;k_30Tot100MbitS_22;k_100Tot500MbitS_23;k_500MbitSTot1GbitS_24;TenMinste1GbitS_25;SnelheidVasteVerbindingVoldoende_26;MobielInternetVerstrekt_27;PersoneelDatWerktMetMobielInternet_28;BedrijvenMetWebsite_29;MobieleAppVoorKlanten_30;WebsiteAppHeeftPlatformfunctie_31;OnlineAdvertenties_32;Zoektermen_33;ProfielVolgen_34;GeografischeLocatie_35;Anders_36;ClouddienstenGebruikt_37;EMail_38;OfficeSoftware_39;OpslagDatabases_40;BestandenOpslaan_41;BoekhoudingSoftware_42;ERPSoftware_43;KlantbeheerSoftware_44;Veiligheidssoftware_45;Rekenkracht_46;Rekenplatform_47;BestandenOfDatabasesOpslag_48;AIGebruikt_49;TextMining_50;Spraakherkenning_51;NaturalLanguageGeneration_52;AfbeeldingHerkenning_53;MachineLearning_54;RobotOndersteundeProcesautomatisering_55;ServiceRobotsOfAutonomeVoertuigen_56;VoorMarketingOfVerkoop_57;ProductieOfServiceprocessen_58;AdministratieveProcessenBestuurtaken_59;Logistiek_60;ICTBeveiliging_61;BoekhoudingControleFinancieelBeheer_62;OnderzoekOntwikkelingOfInnovatie_63;EigenWerknemersOntwikkeld_64;CommercieelZelfAangepast_65;OpenSourceZelfAangepast_66;CommercieelGebruikt_67;ExternOntwikkeld_68;VerwerkIndividuenGegevensMetAI_69;ControleerMogelijkeAIVertekening_70;HeeftAIOverwogen_71;KostenZijnTeHoog_72;GebrekAanRelevanteErvaringInBedrijf_73;IncompatibiliteitBestaandeICTSysteem_74;MoeilijkhedenBeschikbaarheidGegevens_75;BezorgdheidSchendingGegevensbescherm_76;OnduidelijkheidOverJuridischeGevolgen_77;EthischeOverwegingen_78;NietNuttigVoorOnderneming_79;GebruiktEenOfMeerAITechnologieen_80;GebruiktTweeOfMeerAITechnologieen_81;GebruiktDrieOfMeerAITechnologieen_82;GebruiktVierOfMeerAITechnologieen_83;AntiVirussoftware_84;BeleidVoorSterkeWachtwoorden_85;BiometrischeMethoden_86;AuthenticatieViaSoftOfHardwaretoken_87;EncryptieVanData_88;GegevensOpAndereFysiekeLocatie_89;NetworkAccessControl_90;VPNInternetgebruikBuitenHetBedrijf_91;LogbestandenVoorAnalyseIncidenten_92;MethodesVoorBeoordelenICTVeiligheid_93;Risicoanalyses_94;ICTBeveiligingsmonitoringsysteem_95;VrijwilligeTraining_96;VerplichteTraining_97;MetContract_98;ICTVeiligheidsdocumentenAanwezig_99;MinderDan12MaandenGeleden_100;TussenDe12En24MaandenGeleden_101;MeerDan24MaandenGeleden_102;UitbesteedAanExternBedrijf_103;EigenPersoneel_104;EigenPersoneelEnExternBedrijf_105;NietVanToepassing_106;IncidentMetInterneOorzaakGehad_107;IncidentDoorAanvalVanBuitenGehad_108;UitvalICTDienstDoorVeiligheidsinc_109;VernietigingDataDoorVeiligheidsinc_110;OnthullingDoorInternIncident_111;UitvalICTDienstDoorAanvalBuitenaf_112;VernietigingDataAanvalVanBuitenaf_113;OnthullingGegevensDoorICTInbraak_114;KostenIncidentInternGehad_115;KostenIncidentAanvalBuitenafGehad_116;UitvalICTDienstDoorVeiligheidsinc_117;VernietigingDataDoorVeiligheidsinc_118;OnthullingDoorInternIncident_119;UitvalICTDienstDoorAanvalBuitenaf_120;VernietigingDataAanvalBuitenaf_121;OnthullingDoorICTInbraak_122;RansomwareAanvalGehad_123;ICTSystemenZijnGeblokkeerd_124;BedrijfsinformatieIsGestolen_125;LosgeldBetaald_126;ICTSystemen_127;Bedrijfsgegevens_128;AndereKostenRansomwareAanvalGehad_129;Politie_130;Cybersecurity_131;VerzekeringICTVeiligheidsincidenten_132;GezochtNaarMeldingenCyberdreigingen_133;BekendMetDTC_134;DTCWebsiteAlsBronGebruikt_135;VerkoopViaWebsiteOfApp_136;Bedrijven_137;Overheden_138;NederlandseConsumenten_139;BuitenlandseConsumenten_140;KlantenInNederland_141;KlantenInAndereEULanden_142;KlantenInLandenBuitenDeEU_143;FysiekeGoederen_144;DigitaleGoederenOfDiensten_145;NietDigitaleDiensten_146;FysiekeGoederen_147;DigitaleGoederenOfDiensten_148;NietDigitaleDiensten_149;Verkoopwaarde1VanDeTotaleOmzet_150;Verkoopwaarde1VanDeTotaleOmzet_151;Verkoopwaarde2VanDeTotaleOmzet_152;Verkoopwaarde5VanDeTotaleOmzet_153;Verkoopwaarde10VanDeTotaleOmzet_154;Verkoopwaarde25VanDeTotaleOmzet_155;Verkoopwaarde50VanDeTotaleOmzet_156;ViaWebsiteOfAppsVanEigenBedrijf_157;PercentageOmzetViaOnlinePlatforms_158;VerkoopViaECommerce_159;Verkoopwaarde1VanDeTotaleOmzet_160;Verkoopwaarde1VanDeTotaleOmzet_161;Verkoopwaarde2VanDeTotaleOmzet_162;Verkoopwaarde5VanDeTotaleOmzet_163;Verkoopwaarde10VanDeTotaleOmzet_164;Verkoopwaarde25VanDeTotaleOmzet_165;Verkoopwaarde50VanDeTotaleOmzet_166;ViaEen_167;ViaTwee_168;ViaDrieOfMeer_169;MeerDan75VanOmzetUitEenPlatform_170;BetaaldAanPlatforms_171;VerkoopViaEDI_172;FysiekeGoederen_173;DigitaleGoederenOfDiensten_174;NietDigitaleDiensten_175;FysiekeGoederen_176;DigitaleGoederenOfDiensten_177;NietDigitaleDiensten_178;Verkoopwaarde1VanDeTotaleOmzet_179;Verkoopwaarde1VanDeTotaleOmzet_180;Verkoopwaarde2VanDeTotaleOmzet_181;Verkoopwaarde5VanDeTotaleOmzet_182;Verkoopwaarde10VanDeTotaleOmzet_183;Verkoopwaarde25VanDeTotaleOmzet_184;Verkoopwaarde50VanDeTotaleOmzet_185
10;M Specialistische zakelijke diensten;97;91.0;94.0;93.0;89.0;85;95.0;21.0;12.0;11.0;10.0;9.0;9.0;65.0;89.0;55.0;37.0;26.0;32.0;100;1;11.0;37.0;30.0;20.0;96;90.0;68;95.0;10.0;16.0;38.0;30.0;18.0;19.0;21.0;86.0;80.0;76.0;72.0;75.0;72.0;38.0;57.0;72.0;33.0;31.0;80.0;40.0;24.0;13.0;22.0;8.0;12.0;11.0;3;10.0;9.0;14.0;2.0;8.0;12.0;12.0;7.0;11.0;10.0;25.0;10.0;2.0;1.0;14.0;2.0;11.0;3.0;5.0;7.0;5.0;3.0;1.0;40.0;26.0;14.0;7.0;97;90.0;43.0;89.0;67.0;94.0;88.0;66.0;76.0;62.0;66.0;74.0;56.0;33.0;47.0;62.0;50.0;9.0;3;37.0;17.0;36.0;9.0;28.0;9.0;24.0;4;7;6.0;1;4;6;2;5.0;1.0;1.0;1.0;0.0;1.0;1;1;1;16.0;4.0;4.0;24.0;13.0;57.0;47.0;20.0;26.0;11.0;11.0;60.0;5.0;28.0;7.0;80.0;13.0;7.0;49.0;25.0;27.0;32.0;14.0;11.0;2.0;8.0;7.0;6.0;5.0;3.0;2.0;88.0;12.0;12.0;3.0;9.0;9.0;7.0;6.0;4.0;3.0;1.0;1.0;1.0;1.0;;3.0;44.0;28.0;28.0;49.0;6.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0
11;N Verhuur en overige zakelijke diensten;82;56.0;77.0;73.0;70.0;65;81.0;10.0;6.0;5.0;5.0;4.0;4.0;45.0;85.0;34.0;21.0;13.0;17.0;98;2;21.0;34.0;28.0;13.0;93;87.0;54;87.0;13.0;21.0;43.0;33.0;20.0;23.0;23.0;68.0;63.0;57.0;59.0;59.0;56.0;31.0;46.0;57.0;24.0;22.0;63.0;23.0;15.0;5.0;11.0;3.0;4.0;6.0;1;9.0;3.0;6.0;1.0;3.0;5.0;3.0;3.0;4.0;4.0;12.0;7.0;2.0;1.0;7.0;2.0;5.0;3.0;3.0;3.0;3.0;1.0;1.0;23.0;13.0;6.0;2.0;94;81.0;33.0;79.0;51.0;85.0;71.0;47.0;57.0;45.0;47.0;58.0;28.0;16.0;30.0;35.0;28.0;6.0;2;47.0;12.0;17.0;24.0;19.0;7.0;18.0;1;3;4.0;1;3;2;2;2.0;0.0;0.0;1.0;0.0;1.0;1;1;1;11.0;10.0;10.0;39.0;3.0;74.0;28.0;12.0;17.0;7.0;14.0;44.0;5.0;46.0;5.0;92.0;6.0;2.0;44.0;9.0;47.0;11.0;6.0;13.0;2.0;10.0;9.0;8.0;7.0;5.0;4.0;88.0;12.0;16.0;4.0;12.0;11.0;9.0;8.0;6.0;5.0;2.0;1.0;1.0;1.0;;3.0;34.0;9.0;57.0;21.0;2.0;49.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0
12;Q Gezondheids- en welzijnszorg;95;70.0;84.0;81.0;79.0;74;88.0;12.0;8.0;7.0;7.0;6.0;4.0;50.0;92.0;44.0;27.0;14.0;27.0;99;1;18.0;32.0;29.0;18.0;97;77.0;43;95.0;23.0;15.0;28.0;19.0;8.0;13.0;12.0;75.0;69.0;65.0;62.0;67.0;63.0;26.0;51.0;63.0;24.0;18.0;70.0;18.0;7.0;8.0;9.0;4.0;3.0;3.0;0;2.0;2.0;6.0;1.0;4.0;2.0;4.0;2.0;2.0;2.0;10.0;5.0;1.0;0.0;11.0;4.0;9.0;3.0;4.0;6.0;6.0;4.0;1.0;18.0;9.0;4.0;1.0;95;84.0;32.0;88.0;72.0;88.0;78.0;49.0;67.0;55.0;63.0;62.0;49.0;24.0;38.0;61.0;47.0;10.0;3;47.0;10.0;26.0;18.0;25.0;6.0;20.0;3;10;3.0;1;3;6;1;5.0;1.0;1.0;1.0;0.0;1.0;0;0;0;5.0;0.0;5.0;11.0;17.0;30.0;34.0;15.0;26.0;13.0;9.0;19.0;14.0;65.0;2.0;98.0;2.0;1.0;36.0;14.0;50.0;;0.0;0.0;2.0;5.0;5.0;3.0;2.0;2.0;2.0;82.0;18.0;12.0;5.0;8.0;7.0;6.0;5.0;4.0;4.0;;0.0;;1.0;;4.0;24.0;14.0;61.0;4.0;0.0;1.0;1.0;3.0;3.0;3.0;2.0;2.0;2.0
13;10-12 Voedings-, genotmiddelenindustrie;57;47.0;74.0;65.0;67.0;36;78.0;14.0;8.0;7.0;6.0;4.0;4.0;55.0;88.0;46.0;26.0;17.0;24.0;99;2;25.0;39.0;22.0;11.0;94;74.0;29;94.0;8.0;10.0;20.0;11.0;7.0;9.0;11.0;61.0;54.0;50.0;43.0;48.0;43.0;22.0;25.0;46.0;18.0;14.0;53.0;16.0;6.0;1.0;8.0;2.0;4.0;5.0;3;4.0;3.0;6.0;2.0;2.0;3.0;2.0;1.0;2.0;1.0;8.0;;1.0;0.0;8.0;2.0;;4.0;3.0;3.0;4.0;2.0;1.0;16.0;8.0;3.0;1.0;98;77.0;22.0;68.0;41.0;89.0;69.0;62.0;58.0;48.0;49.0;60.0;35.0;23.0;21.0;35.0;30.0;4.0;1;39.0;12.0;24.0;26.0;24.0;7.0;23.0;3;1;4.0;1;3;6;1;6.0;0.0;0.0;0.0;;1.0;0;0;0;0.0;0.0;0.0;;0.0;0.0;33.0;15.0;25.0;9.0;42.0;;1.0;;2.0;;2.0;1.0;;0.0;2.0;;3.0;3.0;11.0;;;;;10.0;9.0;;9.0;62.0;9.0;53.0;50.0;39.0;35.0;30.0;26.0;;0.0;1.0;;;27.0;98.0;0.0;2.0;26.0;2.0;0.0;2.0;26.0;25.0;24.0;22.0;20.0;17.0
14;13-15 Textiel-, kleding-, lederindustrie;62;;88.0;;;35;90.0;10.0;4.0;3.0;4.0;2.0;1.0;;98.0;;24.0;;17.0;100;0;;;;11.0;100;;28;98.0;11.0;;;;;;;;;;;;;;;;;;;18.0;9.0;0.0;5.0;1.0;5.0;1.0;1;;2.0;;0.0;1.0;1.0;1.0;1.0;;1.0;;;0.0;0.0;11.0;;;;;;;;0.0;18.0;3.0;2.0;0.0;98;89.0;;;;89.0;;;;;;;;;;;;7.0;0;;12.0;27.0;14.0;18.0;10.0;18.0;4;3;5.0;2;5;3;5;;0.0;0.0;0.0;0.0;;2;2;0;0.0;0.0;0.0;;0.0;;;10.0;14.0;3.0;;;1.0;;;;;;;1.0;6.0;;2.0;;5.0;;;;;;;;;;11.0;;;;;;;;;;;;14.0;;0.0;;;2.0;0.0;;;;;;2.0;0.0
15;16-18 Hout-, papier-, grafische industr.;64;59.0;81.0;73.0;70.0;34;82.0;9.0;4.0;4.0;4.0;3.0;3.0;52.0;94.0;48.0;23.0;12.0;18.0;99;6;20.0;40.0;19.0;15.0;96;90.0;29;89.0;1.0;9.0;37.0;;;;16.0;66.0;59.0;56.0;50.0;55.0;49.0;32.0;38.0;53.0;20.0;24.0;59.0;19.0;14.0;4.0;11.0;5.0;3.0;3.0;1;;5.0;2.0;1.0;2.0;4.0;3.0;3.0;3.0;;;4.0;0.0;0.0;10.0;2.0;;;;3.0;3.0;2.0;0.0;19.0;12.0;5.0;3.0;97;84.0;33.0;84.0;47.0;89.0;78.0;71.0;72.0;53.0;53.0;62.0;39.0;17.0;27.0;39.0;23.0;13.0;3;45.0;15.0;20.0;19.0;25.0;5.0;24.0;3;2;4.0;0;1;3;1;3.0;0.0;0.0;;;0.0;1;1;1;0.0;0.0;0.0;;;;27.0;13.0;17.0;8.0;26.0;;;;;;;2.0;;1.0;0.0;;1.0;1.0;1.0;;;;;8.0;7.0;;11.0;33.0;4.0;29.0;26.0;21.0;18.0;11.0;9.0;;;;;;14.0;;1.0;4.0;17.0;2.0;0.0;4.0;;;;6.0;2.0;1.0
16;19-21 Raffinaderijen en chemie;86;93.0;93.0;92.0;90.0;66;93.0;23.0;13.0;10.0;12.0;10.0;6.0;75.0;84.0;59.0;53.0;36.0;40.0;100;1;18.0;34.0;27.0;20.0;99;95.0;50;96.0;9.0;10.0;32.0;;8.0;13.0;17.0;75.0;68.0;62.0;58.0;68.0;44.0;39.0;39.0;60.0;30.0;27.0;71.0;26.0;13.0;10.0;15.0;3.0;12.0;8.0;4;6.0;6.0;10.0;3.0;12.0;5.0;10.0;4.0;10.0;6.0;16.0;10.0;0.0;;11.0;2.0;;4.0;;;5.0;3.0;2.0;26.0;18.0;11.0;5.0;100;92.0;39.0;91.0;72.0;94.0;92.0;88.0;87.0;74.0;74.0;85.0;65.0;58.0;49.0;68.0;60.0;7.0;1;30.0;25.0;38.0;8.0;22.0;8.0;19.0;1;5;1.0;2;6;3;1;3.0;0.0;;;1.0;1.0;2;2;1;0.0;0.0;0.0;;20.0;;41.0;31.0;34.0;18.0;19.0;;2.0;;6.0;;;8.0;;1.0;1.0;;;;3.0;;;;7.0;4.0;4.0;;;29.0;5.0;24.0;24.0;22.0;19.0;15.0;10.0;;;1.0;;;18.0;;0.0;3.0;;2.0;0.0;4.0;;;;;;7.0
17;22-23 Kunststof- en bouwmateriaalindustr;66;71.0;89.0;86.0;83.0;39;90.0;12.0;7.0;7.0;5.0;4.0;3.0;53.0;94.0;49.0;30.0;16.0;21.0;99;3;15.0;47.0;15.0;19.0;94;95.0;34;97.0;4.0;6.0;38.0;33.0;14.0;20.0;18.0;78.0;67.0;63.0;56.0;57.0;49.0;34.0;33.0;59.0;19.0;16.0;64.0;21.0;8.0;2.0;6.0;3.0;6.0;3.0;6;3.0;5.0;3.0;3.0;4.0;4.0;1.0;1.0;2.0;2.0;11.0;7.0;1.0;;11.0;2.0;;5.0;5.0;;;3.0;1.0;21.0;8.0;3.0;1.0;99;87.0;29.0;79.0;52.0;92.0;85.0;76.0;71.0;60.0;54.0;72.0;37.0;28.0;36.0;42.0;33.0;8.0;1;48.0;12.0;28.0;12.0;26.0;7.0;25.0;3;3;4.0;2;5;4;2;4.0;0.0;0.0;0.0;;;1;1;0;0.0;0.0;0.0;;;;34.0;14.0;23.0;9.0;20.0;;1.0;;5.0;;13.0;1.0;;0.0;2.0;;2.0;1.0;6.0;;10.0;7.0;4.0;3.0;2.0;;12.0;28.0;6.0;23.0;20.0;18.0;11.0;7.0;4.0;;;1.0;0.0;;14.0;;0.0;0.0;25.0;3.0;0.0;1.0;;;;7.0;4.0;1.0
18;24-25 Basismetaal, metaalprod.-industrie;67;55.0;82.0;80.0;76.0;37;86.0;7.0;5.0;4.0;4.0;3.0;2.0;48.0;93.0;43.0;26.0;12.0;21.0;99;2;23.0;37.0;24.0;14.0;95;87.0;28;97.0;3.0;8.0;28.0;23.0;11.0;11.0;13.0;65.0;54.0;48.0;48.0;49.0;45.0;26.0;23.0;50.0;17.0;15.0;55.0;9.0;3.0;1.0;4.0;3.0;3.0;2.0;4;2.0;3.0;2.0;1.0;2.0;3.0;2.0;1.0;2.0;1.0;4.0;4.0;0.0;0.0;9.0;3.0;;4.0;3.0;1.0;3.0;1.0;1.0;9.0;5.0;3.0;2.0;98;83.0;21.0;73.0;39.0;93.0;80.0;70.0;71.0;56.0;54.0;67.0;26.0;12.0;24.0;31.0;23.0;5.0;2;53.0;10.0;23.0;13.0;21.0;4.0;20.0;3;2;3.0;0;2;5;2;4.0;1.0;;1.0;0.0;;1;1;1;0.0;0.0;0.0;;5.0;;29.0;10.0;18.0;7.0;15.0;;1.0;15.0;4.0;;14.0;2.0;;0.0;4.0;;2.0;3.0;3.0;;;6.0;6.0;6.0;2.0;;10.0;22.0;3.0;18.0;16.0;13.0;11.0;10.0;5.0;1.0;0.0;;0.0;;10.0;;0.0;5.0;29.0;2.0;2.0;0.0;;;7.0;6.0;5.0;2.0
19;26-27 Elektrische en elektron. Industrie;85;88.0;94.0;89.0;87.0;65;95.0;17.0;12.0;11.0;8.0;5.0;5.0;77.0;89.0;66.0;45.0;28.0;26.0;100;2;19.0;37.0;27.0;15.0;94;94.0;58;95.0;9.0;10.0;40.0;;18.0;18.0;18.0;74.0;65.0;62.0;51.0;56.0;43.0;35.0;36.0;58.0;27.0;28.0;59.0;26.0;14.0;9.0;10.0;9.0;12.0;10.0;5;7.0;;;3.0;8.0;3.0;11.0;7.0;9.0;8.0;;10.0;0.0;;13.0;2.0;;3.0;3.0;5.0;;3.0;2.0;26.0;18.0;10.0;7.0;99;86.0;29.0;90.0;64.0;93.0;87.0;82.0;69.0;61.0;64.0;69.0;48.0;38.0;49.0;61.0;47.0;13.0;1;29.0;23.0;40.0;8.0;29.0;9.0;25.0;2;5;4.0;1;5;4;1;4.0;0.0;0.0;0.0;0.0;1.0;1;1;1;0.0;0.0;0.0;;0.0;;35.0;23.0;26.0;10.0;20.0;;10.0;12.0;6.0;;;11.0;;2.0;1.0;;2.0;1.0;6.0;;;;;6.0;5.0;;13.0;27.0;7.0;20.0;17.0;17.0;14.0;9.0;7.0;;;1.0;;;11.0;;2.0;7.0;;7.0;4.0;2.0;;;;;4.0;2.0
20;28 Machine-industrie;83;80.0;91.0;87.0;86.0;64;91.0;18.0;13.0;12.0;12.0;10.0;6.0;69.0;88.0;60.0;43.0;26.0;31.0;99;2;17.0;31.0;23.0;26.0;93;91.0;52;96.0;6.0;6.0;33.0;26.0;17.0;16.0;16.0;74.0;65.0;57.0;56.0;59.0;46.0;29.0;40.0;59.0;16.0;22.0;66.0;27.0;12.0;3.0;9.0;7.0;9.0;8.0;8;8.0;9.0;6.0;4.0;5.0;5.0;10.0;7.0;6.0;10.0;9.0;10.0;0.0;0.0;10.0;2.0;;;;5.0;;2.0;0.0;27.0;15.0;8.0;4.0;97;84.0;28.0;80.0;53.0;93.0;86.0;79.0;75.0;61.0;63.0;71.0;47.0;27.0;34.0;50.0;38.0;10.0;2;36.0;20.0;34.0;9.0;28.0;10.0;27.0;2;3;2.0;2;7;10;1;;0.0;0.0;0.0;0.0;1.0;0;0;0;0.0;0.0;0.0;;0.0;0.0;28.0;24.0;27.0;12.0;14.0;;0.0;2.0;2.0;;;6.0;;0.0;0.0;;2.0;1.0;4.0;;;5.0;2.0;0.0;0.0;;8.0;16.0;3.0;13.0;10.0;7.0;4.0;1.0;1.0;0.0;0.0;;;;7.0;;0.0;2.0;34.0;2.0;1.0;3.0;4.0;2.0;2.0;2.0;1.0;1.0
21;29-30 Transportmiddelenindustrie;66;70.0;81.0;77.0;76.0;47;82.0;15.0;8.0;8.0;7.0;6.0;4.0;48.0;93.0;43.0;31.0;15.0;25.0;97;2;15.0;37.0;22.0;21.0;92;88.0;34;97.0;7.0;11.0;41.0;;;;;69.0;63.0;58.0;52.0;55.0;41.0;29.0;29.0;52.0;22.0;21.0;59.0;14.0;9.0;1.0;7.0;4.0;7.0;5.0;5;;;3.0;3.0;3.0;;4.0;2.0;2.0;4.0;;;0.0;0.0;4.0;0.0;;;0.0;0.0;;1.0;;14.0;10.0;8.0;6.0;96;90.0;30.0;82.0;52.0;95.0;83.0;77.0;66.0;61.0;58.0;71.0;34.0;21.0;35.0;45.0;35.0;6.0;4;48.0;12.0;24.0;17.0;23.0;8.0;23.0;1;0;6.0;2;5;5;2;5.0;0.0;0.0;2.0;0.0;1.0;1;1;1;0.0;0.0;0.0;;28.0;28.0;29.0;20.0;32.0;;19.0;;4.0;;;;;2.0;;;3.0;;4.0;2.0;;;;;;4.0;4.0;;;24.0;7.0;17.0;13.0;12.0;11.0;8.0;7.0;0.0;;0.0;;;7.0;;0.0;0.0;;;1.0;0.0;;;;;;
22;31-33 Overige industrie en reparatie;60;57.0;89.0;82.0;76.0;42;91.0;10.0;6.0;5.0;5.0;5.0;4.0;48.0;90.0;41.0;26.0;14.0;19.0;99;3;19.0;38.0;21.0;18.0;95;87.0;38;90.0;5.0;9.0;31.0;20.0;13.0;15.0;17.0;69.0;61.0;51.0;56.0;57.0;52.0;31.0;35.0;53.0;20.0;16.0;63.0;19.0;10.0;4.0;8.0;4.0;4.0;5.0;3;5.0;2.0;5.0;1.0;2.0;4.0;5.0;3.0;3.0;3.0;10.0;6.0;0.0;;10.0;2.0;6.0;4.0;5.0;4.0;3.0;2.0;0.0;19.0;10.0;5.0;2.0;98;80.0;22.0;74.0;41.0;90.0;76.0;67.0;60.0;50.0;53.0;60.0;29.0;16.0;28.0;36.0;27.0;7.0;2;47.0;14.0;19.0;20.0;17.0;7.0;16.0;1;4;4.0;1;4;3;2;3.0;0.0;1.0;0.0;1.0;2.0;1;1;1;0.0;0.0;0.0;;13.0;44.0;25.0;14.0;22.0;7.0;16.0;;6.0;20.0;1.0;;8.0;5.0;;3.0;5.0;;2.0;1.0;4.0;11.0;8.0;6.0;5.0;3.0;3.0;84.0;16.0;19.0;5.0;13.0;10.0;8.0;7.0;5.0;3.0;1.0;1.0;2.0;;;5.0;90.0;3.0;7.0;6.0;1.0;0.0;1.0;4.0;3.0;2.0;2.0;2.0;0.0
23;41-42 B&U en wegenbouw;86;61.0;83.0;74.0;66.0;64;85.0;8.0;6.0;5.0;5.0;4.0;3.0;34.0;92.0;30.0;20.0;11.0;16.0;98;1;20.0;28.0;30.0;18.0;95;94.0;70;93.0;4.0;7.0;26.0;;8.0;11.0;10.0;71.0;62.0;56.0;55.0;58.0;46.0;30.0;31.0;54.0;20.0;16.0;61.0;8.0;6.0;2.0;4.0;1.0;1.0;1.0;0;2.0;1.0;3.0;0.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;0.0;0.0;8.0;2.0;;3.0;3.0;3.0;3.0;2.0;3.0;8.0;4.0;2.0;1.0;98;79.0;29.0;78.0;43.0;90.0;78.0;58.0;65.0;57.0;53.0;64.0;31.0;15.0;21.0;36.0;29.0;6.0;2;57.0;6.0;18.0;19.0;25.0;8.0;23.0;4;1;3.0;3;2;8;3;7.0;1.0;0.0;;1.0;1.0;2;2;1;0.0;0.0;0.0;;;;22.0;11.0;22.0;7.0;8.0;;;;1.0;;1.0;0.0;;14.0;;;;;2.0;;;;;2.0;2.0;;7.0;9.0;3.0;7.0;4.0;4.0;4.0;3.0;2.0;0.0;0.0;;;;1.0;;;;;;;0.0;;;;;;
24;43 Gespecialiseerde bouw;83;47.0;80.0;71.0;68.0;56;84.0;6.0;4.0;4.0;2.0;2.0;3.0;29.0;94.0;27.0;12.0;6.0;17.0;97;1;23.0;33.0;28.0;11.0;93;93.0;62;93.0;3.0;6.0;26.0;18.0;10.0;10.0;12.0;66.0;56.0;48.0;51.0;55.0;46.0;23.0;28.0;48.0;18.0;13.0;61.0;9.0;6.0;3.0;4.0;1.0;1.0;2.0;0;2.0;1.0;3.0;0.0;3.0;2.0;1.0;1.0;1.0;2.0;4.0;3.0;0.0;;6.0;1.0;4.0;3.0;1.0;2.0;1.0;1.0;1.0;9.0;4.0;3.0;1.0;96;78.0;23.0;72.0;31.0;88.0;74.0;59.0;57.0;52.0;47.0;58.0;21.0;7.0;22.0;29.0;19.0;6.0;3;61.0;4.0;14.0;20.0;19.0;7.0;17.0;4;1;4.0;1;3;5;1;5.0;2.0;0.0;0.0;0.0;1.0;0;0;0;0.0;0.0;0.0;;;;22.0;7.0;17.0;5.0;9.0;;0.0;;5.0;;5.0;0.0;;1.0;25.0;;1.0;;2.0;;;;3.0;3.0;3.0;;17.0;11.0;4.0;7.0;5.0;5.0;4.0;3.0;3.0;1.0;1.0;1.0;1.0;;2.0;37.0;0.0;;4.0;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
25;45 Autohandel en -reparatie;85;37.0;71.0;66.0;59.0;37;75.0;8.0;6.0;6.0;5.0;2.0;3.0;48.0;91.0;39.0;19.0;11.0;14.0;100;4;17.0;39.0;24.0;15.0;88;89.0;35;92.0;16.0;26.0;62.0;52.0;29.0;37.0;26.0;70.0;65.0;58.0;59.0;62.0;58.0;36.0;44.0;60.0;29.0;28.0;66.0;14.0;6.0;2.0;7.0;5.0;4.0;3.0;1;6.0;1.0;3.0;0.0;3.0;2.0;2.0;3.0;5.0;1.0;6.0;5.0;0.0;0.0;8.0;1.0;;2.0;2.0;3.0;3.0;2.0;0.0;14.0;6.0;4.0;3.0;97;82.0;26.0;80.0;45.0;90.0;75.0;63.0;59.0;52.0;52.0;67.0;31.0;16.0;23.0;38.0;26.0;8.0;4;53.0;10.0;20.0;17.0;16.0;6.0;15.0;2;1;6.0;2;1;2;4;2.0;1.0;;;;;3;3;3;0.0;0.0;0.0;;;;30.0;10.0;25.0;6.0;36.0;;1.0;;;;;1.0;;0.0;14.0;;0.0;;6.0;;;;;;;;13.0;39.0;8.0;31.0;27.0;25.0;23.0;20.0;16.0;;1.0;;;;7.0;;0.0;14.0;;;;1.0;;;;;3.0;3.0
