ID;Indelingen;Perioden;AantalBeursNvS_1;TotaalVermogen_2;TotaleVasteActiva_3;ImmaterieleVasteActiva_4;MaterieleActivaTbvBedrijfsuitoefening_5;MaterActNietTbvBedrijfsuitoefening_6;Deelnemingen_7;OverigeFinancieleVasteActiva_8;TotaleVlottendeActiva_9;Voorraden_10;KortlopendeVorderingen_11;LiquideMiddelen_12;Effecten_13;TotaalEigenVermogen_14;GewoonGestortEnOpgevraagdKapitaal_15;OverigGestortEnOpgevraagdKapitaal_16;Agioreserve_17;Herwaarderingsreserve_18;IngehoudenWinstEnOverigeReserves_19;TotaalVreemdVermogenLang_20;BelangVanDerden_21;TotaleVoorzieningen_22;Pensioenvoorzieningen_23;Belastingvoorzieningen_24;OverigeVoorzieningen_25;TotaalLanglopendeSchulden_26;AchtergesteldeLeningen_27;ConverteerbareObligatieleningen_28;OverigeObligatieleningen_29;Deelnemingen_30;Kredietinstellingen_31;OverigeLanglopendeSchulden_32;TotaalKortlopendeSchulden_33;AflossingsverplOpLanglopendeSchulden_34;Kredietinstellingen_35;Leveranciers_36;OverigeNietRentedragendeKortlSchuld_37;TotaleVermogen_38;TotaleVasteActiva_39;ImmaterieleVasteActiva_40;MaterieleActivaTbvBedrijfsuitoefening_41;MaterActNietTbvBedrijfsuitoefening_42;Deelnemingen_43;OverigeFinancieleVasteActiva_44;TotaleVlottendeActiva_45;Voorraden_46;KortlopendeVorderingen_47;LiquideMiddelen_48;Effecten_49;TotaalEigenVermogen_50;GewoonGestortEnOpgevraagdKapitaal_51;OverigGestortEnOpgevraagdKapitaal_52;Agioreserve_53;Herwaarderingsreserve_54;IngehoudenWinstEnOverigeReserves_55;TotaalVreemdVermogenLang_56;BelangVanDerden_57;TotaleVoorzieningen_58;Pensioenvoorzieningen_59;Belastingvoorzieningen_60;OverigeVoorzieningen_61;LanglopendeSchulden_62;AchtergesteldeLeningen_63;ConverteerbareObligatieleningen_64;OverigeObligatieleningen_65;Deelnemingen_66;Kredietinstellingen_67;OverigeLanglopendeSchulden_68;TotaleKortlopendeSchulden_69;AflossingsverplOpLanglopendeSchulden_70;Kredietinstellingen_71;Leveranciers_72;OverigeNietRentedragendeKortlSchuld_73;NettoOmzetEnOverigeBedrijfsopbrengst_74;KostenVanDeOmzet_75;Afschrijvingen_76;Personeelskosten_77;Bedrijfsresultaat_78;TotaleFinancieleResultaten_79;ResultaatDeelnemingen_80;Rentebaten_81;Rentelasten_82;OverigeFinancieleResultaten_83;BuitengewoneBaten_84;BuitengewoneLasten_85;ResultaatVoorBelastingen_86;Belastingen_87;ResultaatNaBelastingen_88;AandeelVanDerden_89;Nettoresultaat_90;TotaleDividend_91;ContantDividend_92;KeuzeDividend_93;OverigeUitkeringen_94;Reserveringen_95;NettoOmzetEnOverigeBedrijfsopbrengst_96;KostenVanDeOmzet_97;Afschrijvingen_98;Personeelskosten_99;Bedrijfsresultaat_100;TotaleFinancieleResultaten_101;ResultaatDeelnemingen_102;Rentebaten_103;Rentelasten_104;OverigeFinancieleResultaten_105;BuitengewoneBaten_106;BuitengewoneLasten_107;ResultaatVoorBelastingen_108;Belastingen_109;ResultaatNaBelastingen_110;AandeelVanDerden_111;Nettoresultaat_112;TotaleDividend_113;ContantDividend_114;KeuzeDividend_115;OverigeUitkeringen_116;Reserveringen_117;Verslagjaar_118;VorigJaar_119;KostenvoetRentedragendVreemdVermogen_120;RentabiliteitEigenVermogen_121;RentabiliteitTotaleVermogen_122;Solvabiliteit_123;OmzetPerWerknemer_124
10;Alle niet-financiële beurs-nv's;1987;122.0;117156.1;63556.6;154.2;56461.7;147.8;5439.3;1353.6;53598.4;18118.9;24577.0;10902.5;;44242.8;5400.2;335.3;3717.2;4585.4;30204.7;36858.0;2324.9;17635.4;4095.9;8297.6;5241.9;16897.7;1936.7;333.7;5342.6;2.3;;9282.4;36055.6;2205.6;5426.9;9795.1;18628.0;123715.3;67335.1;161.8;56984.1;165.0;8557.2;1467.0;56380.3;18345.6;23686.2;14348.5;;46218.7;5207.6;320.6;3227.1;4474.9;32988.5;77497.9;2111.7;17925.5;3836.9;9158.2;4930.4;17208.0;1549.6;329.3;5135.8;4.4;;10188.9;40252.7;5141.3;4356.7;9436.6;21318.1;138554.5;-94504.3;-7126.5;-27422.2;9501.7;-437.3;1281.1;1121.2;-2813.1;123.3;182.1;-331.9;9064.9;-3931.3;5133.6;136.2;4997.3;-2679.0;-2637.5;-41.5;-13.6;2304.9;137549.0;-93067.6;-6890.4;-27326.8;10264.6;-137.3;1572.7;1264.1;-2849.3;86.1;22.0;-232.9;10126.8;-4544.9;5582.0;178.7;5403.1;-2565.8;-2539.8;-26.0;-12.0;2825.0;1068.2;1042.7;10.9;11.0;9.9;37.6;129.7
11;Alle niet-financiële beurs-nv's;1988;117.0;129991.5;71280.3;256.2;62354.7;149.5;6869.1;1650.8;58711.1;19815.0;27696.0;11200.1;;50675.0;5605.1;349.5;4062.1;5444.0;35214.3;39156.8;2386.5;17431.6;4418.0;7783.6;5230.0;19338.7;2487.3;296.0;6524.9;4.0;;10026.5;40159.9;3223.2;5146.3;11339.2;20451.2;116042.4;62893.8;141.8;55887.3;153.6;5467.2;1243.9;53147.7;18049.1;24409.9;10688.7;;44711.3;5391.5;339.8;3728.5;4803.4;30448.1;71331.1;2331.5;16543.6;4115.0;7242.6;5186.0;16700.8;1935.2;285.7;5355.0;1.5;;9123.4;35755.2;2217.4;5387.8;9970.1;18179.9;147614.0;-100761.1;-7132.1;-28716.1;11005.2;-57.9;1361.2;1330.3;-3092.8;113.4;334.5;-104.5;10947.4;-4193.1;6754.2;170.7;6583.4;-3099.7;-2980.3;-119.4;-15.9;3467.8;138424.4;-94312.4;-7083.2;-27661.2;9368.1;-189.7;1295.4;1130.7;-2738.3;116.2;276.2;-269.9;9178.8;-4060.3;5118.5;130.7;4987.9;-2706.6;-2674.9;-31.7;-12.8;2268.5;1090.7;1073.6;11.8;13.8;11.4;38.8;135.3
12;Alle niet-financiële beurs-nv's;1989;118.0;143893.2;78598.9;982.6;66686.0;174.3;8430.1;2325.9;65295.0;22519.0;32574.3;10201.7;;54573.0;6338.2;358.3;5380.0;5468.7;37027.8;42735.9;2537.6;19344.6;4743.7;8305.2;6295.7;20853.7;2763.9;340.2;7151.9;4.2;;10593.5;46584.4;3794.9;6740.2;13763.9;22285.4;136804.7;74328.3;410.9;64396.5;151.5;7258.1;2111.3;62476.7;21152.7;29510.0;11814.0;;53078.7;6013.2;349.1;4469.4;5121.7;37125.3;83726.8;2454.8;18569.9;4486.4;7991.8;6091.7;20078.4;2474.3;336.8;7034.9;3.8;;10228.6;42623.7;3346.7;5187.7;12044.6;22044.7;175202.7;-121424.8;-7925.9;-31710.9;14141.2;811.9;1548.3;1810.1;-3435.3;210.9;763.1;-85.2;14953.2;-5498.5;9454.6;216.2;9238.2;-3645.7;-3348.7;-297.0;-16.7;5576.1;156129.0;-106697.1;-7484.4;-30144.1;11803.7;-108.5;1410.7;1448.6;-3225.6;101.5;329.3;-173.0;11695.3;-4463.8;7231.3;172.6;7058.5;-3190.7;-2930.5;-260.2;-15.9;3851.9;1156.9;1141.1;11.4;17.2;13.1;38.4;151.4
13;Alle niet-financiële beurs-nv's;1990;113.0;149522.2;79624.4;1752.4;62819.9;4350.3;8236.5;2465.3;69897.3;23219.3;35286.7;11391.3;;52235.7;6476.0;343.4;5623.2;5503.7;34289.4;47092.3;1858.1;21296.4;5163.6;8034.0;8098.8;23937.8;2976.8;928.5;6975.1;10.3;;13047.1;50194.3;2928.4;8671.6;15041.2;23553.1;144409.2;78199.7;1156.0;62158.5;4235.8;8323.6;2325.8;66210.2;22254.7;33787.7;10167.8;;54407.0;6325.2;357.5;5274.4;5433.6;37016.3;90002.3;1969.0;19387.2;4859.9;8336.5;6190.8;21213.6;2685.7;931.0;7253.8;11.7;;10331.4;47432.5;3015.7;8283.4;13699.7;22433.7;182667.6;-127623.9;-8038.4;-33097.3;13907.9;-3578.8;785.8;1743.7;-3907.6;141.9;198.8;-2541.4;10329.3;-5034.4;5295.2;193.7;5101.5;-3399.6;-3119.6;-280.0;-17.9;1684.0;175416.3;-121664.6;-7934.4;-32463.0;13354.5;978.3;1005.7;1789.7;-3332.3;450.1;1126.0;-60.9;14332.6;-4844.0;9488.6;199.0;9289.3;-3642.2;-3204.0;-438.2;-17.7;5629.7;1227.1;1209.3;11.3;9.6;9.7;36.3;148.9
14;Alle niet-financiële beurs-nv's;1991;114.0;152413.5;83974.9;2120.5;65745.6;5198.0;8486.6;2424.2;68437.7;22299.0;34403.5;9227.9;2507.3;53930.6;6666.0;323.1;6044.6;5269.8;35627.1;47300.9;1830.5;20817.5;5351.5;7870.6;7595.4;24652.9;2857.0;809.7;7175.6;5.9;7818.3;5986.4;51181.8;3538.9;8052.0;14695.6;24895.3;148457.6;79379.2;1739.5;62588.2;4344.4;8277.4;2429.7;69078.0;23279.3;34402.6;9107.1;2289.0;52146.8;6471.7;343.4;5522.9;5365.6;34443.2;96310.7;1849.1;21436.8;5036.5;8044.6;8355.7;22798.2;2844.4;992.2;6761.8;4.4;7039.8;5155.6;50226.6;3634.4;7849.0;14938.2;23805.0;189539.0;-133508.1;-8826.1;-35076.0;12129.4;-1117.8;694.9;1660.7;-3874.1;352.3;1065.5;-1017.1;11004.3;-4059.8;6944.1;164.1;6780.3;-3572.0;-3258.1;-313.9;-21.1;3187.0;183065.2;-128112.0;-8045.9;-32892.6;14014.9;-3775.0;788.6;1525.3;-3686.1;41.8;622.7;-3067.3;10239.9;-5041.2;5198.6;194.2;5004.3;-3403.6;-3091.1;-312.5;-17.8;1583.2;1221.6;1223.8;10.8;12.8;9.9;35.3;155.2
15;Alle niet-financiële beurs-nv's;1992;110.0;150903.5;83728.7;2370.9;70201.0;152.7;8715.1;2289.0;67173.6;21791.5;33492.7;9650.4;2239.0;53933.7;6734.0;288.5;5998.9;322.5;40589.8;45908.5;1911.9;20930.5;6384.3;7100.6;7445.6;23066.1;2594.4;510.3;6908.2;5.9;6994.0;6053.3;51061.3;4292.5;7581.2;14348.0;24839.6;148216.0;81731.7;2127.8;68572.8;222.4;8396.3;2412.4;66483.6;21346.8;33435.8;9193.5;2507.5;52821.0;6548.8;294.7;5658.9;485.3;39833.3;95395.5;1790.2;20320.2;5317.5;7635.8;7366.9;23580.3;2644.9;567.9;6931.6;5.9;7110.5;6319.5;49704.8;3524.0;6997.6;14297.5;24885.7;185098.1;-130046.9;-8836.3;-35725.7;10489.5;-1724.8;675.9;1875.8;-3483.7;287.3;453.7;-1533.8;8763.9;-2881.2;5882.6;194.5;5688.2;-3494.4;-3304.1;-190.3;-15.8;2177.9;187013.1;-131614.6;-8546.4;-34595.0;12257.6;-901.7;750.9;1690.9;-3763.6;140.5;946.4;-666.8;11356.5;-4055.5;7301.0;165.3;7136.0;-3583.6;-3307.6;-276.0;-16.7;3535.7;1202.7;1205.1;10.0;10.7;8.2;35.7;153.9
16;Alle niet-financiële beurs-nv's;1993;109.0;159003.0;88828.7;4134.4;73942.0;189.0;8190.6;2372.7;70174.9;21078.6;35619.9;9504.2;3972.2;59933.2;7366.9;331.7;7951.3;286.7;43996.6;47764.2;2396.6;21254.1;6962.2;6747.8;7544.1;24113.5;2618.6;135.4;7068.7;;6713.0;7577.8;51305.7;4471.1;5540.4;14881.0;26413.2;152698.9;84806.2;3109.6;70699.0;149.9;8526.3;2321.4;67892.9;21943.2;33964.7;9751.5;2233.5;54724.5;6688.8;289.1;6214.3;331.2;41201.1;97975.2;1952.5;20641.5;6411.0;6936.7;7293.8;23725.8;2653.3;496.2;6820.2;5.9;7207.2;6543.0;51655.4;4309.6;7896.0;14567.0;24882.8;192997.0;-137162.5;-9084.5;-35909.4;10839.9;-950.5;578.8;1343.7;-3211.8;107.3;1222.4;-990.9;9889.8;-3209.5;6680.4;196.7;6483.6;-3651.9;-3336.0;-315.9;-17.7;2813.8;187392.9;-131667.9;-8920.0;-36132.4;10672.8;-1857.5;601.7;1874.3;-3496.5;294.7;403.9;-1535.6;8815.4;-2904.7;5910.4;195.9;5714.5;-3493.8;-3257.9;-235.9;-22.1;2198.4;1201.3;1219.4;9.1;11.3;8.4;36.8;160.7
17;Alle niet-financiële beurs-nv's;1994;140.0;177865.5;98811.8;4632.8;82602.4;294.8;8048.8;3233.0;79052.5;22671.3;40090.3;13077.5;3213.4;68688.2;9833.9;395.5;12498.1;326.7;45634.0;51511.3;2374.3;22724.1;8064.7;5912.1;8747.3;26412.9;3784.8;291.3;7558.0;;5508.7;9270.1;57666.1;4444.2;5664.0;17155.5;30402.4;174766.0;100158.0;4227.8;84320.6;296.3;8410.9;2902.4;74609.0;22062.2;38426.4;10992.5;3127.9;66728.2;9737.5;339.9;11902.2;294.5;44454.1;108038.0;2071.6;23248.2;7672.8;6879.9;8695.5;27032.0;3101.7;197.6;7426.1;;6812.4;9494.2;55686.2;5561.6;5857.8;15831.6;28435.2;216577.9;-148894.9;-11213.5;-40632.2;15837.5;-821.2;878.5;1717.8;-3190.7;-57.6;461.7;-630.9;15016.1;-4066.4;10950.1;334.9;10615.1;-4857.7;-3823.1;-1034.6;-20.9;5736.8;207331.7;-144039.3;-10831.7;-40039.1;12420.9;-1130.8;613.5;1451.3;-3603.9;85.7;1432.4;-1109.8;11290.9;-3614.0;7676.5;176.2;7500.4;-4183.2;-3818.7;-364.5;-19.3;3297.8;1345.6;1330.6;8.5;15.7;10.3;38.4;161.0
18;Alle niet-financiële beurs-nv's;1995;137.0;184633.6;102102.7;5073.5;83999.3;249.4;9302.3;3478.2;82529.9;23640.8;42237.6;13543.6;3107.9;71960.8;9799.7;496.3;12832.2;291.6;48541.0;52062.9;3193.0;23450.9;8550.6;6192.1;8708.2;25419.0;3000.2;369.2;7093.9;;5986.0;8969.7;60610.2;4212.3;6599.5;18306.7;31491.7;176593.6;98840.8;4547.7;82607.9;284.0;8115.7;3285.5;77752.9;21696.0;39786.7;12725.6;3544.6;68970.4;9568.5;561.1;12219.3;328.9;46292.6;107624.3;2366.3;22833.3;8192.7;5969.8;8670.8;25581.1;3149.8;192.5;6743.7;;5921.8;9573.3;56843.6;4390.4;5186.3;17012.1;30254.8;228991.1;-157468.1;-11242.6;-42218.4;18062.7;-664.2;953.7;1380.5;-2970.4;107.8;935.9;-1071.7;17397.9;-5204.8;12193.2;404.2;11789.0;-5448.6;-4426.4;-1022.2;-22.7;6318.0;218729.2;-150330.0;-11236.9;-40961.8;16200.8;-559.8;895.4;1734.7;-3094.9;-79.1;534.3;-550.2;15640.8;-4333.6;11307.4;330.9;10976.5;-4881.1;-4034.4;-846.7;-27.7;6067.9;1516.3;1444.7;8.3;16.7;11.3;39.0;151.0
19;Alle niet-financiële beurs-nv's;1996;140.0;211113.0;117356.9;9335.1;93335.1;237.6;10911.1;3538.0;93756.0;25981.9;50478.6;14218.2;3077.3;79014.6;9311.9;648.4;15706.6;396.0;52951.7;59776.4;3559.8;26113.8;8986.3;7142.0;9985.5;30102.8;3305.0;361.0;8741.6;;8864.1;8831.1;72322.0;4587.1;8713.1;22330.8;36691.0;186293.4;102911.0;5135.8;84729.3;249.8;9300.3;3495.8;83381.6;23929.5;42742.3;13902.2;2807.6;72324.4;9849.7;545.6;12962.3;353.6;48613.2;113969.2;3242.5;23825.9;8644.3;6281.6;8900.0;25748.8;3004.7;367.6;6941.0;;7346.5;8089.0;61152.0;4286.7;6776.3;18474.4;31614.6;261735.5;-182120.2;-11929.5;-47262.1;20423.7;-1844.7;1053.4;1308.3;-3126.8;-63.2;686.4;-1702.8;18579.1;-6504.4;12074.9;348.0;11727.1;-6017.7;-4708.0;-1309.7;-22.6;5686.7;230128.9;-158023.8;-11162.0;-42853.4;18090.7;-644.9;946.0;1356.0;-3027.4;106.1;1117.3;-1142.9;17445.1;-5213.6;12230.4;397.4;11833.1;-5461.0;-4448.8;-1012.2;-21.3;6351.2;1604.2;1494.3;7.8;15.5;10.9;38.1;163.2
20;Alle niet-financiële beurs-nv's;1997;146.0;236232.5;130919.7;11084.0;97612.9;233.9;14946.1;7042.8;105317.0;28568.2;56257.3;16499.0;3992.5;94001.1;9628.3;649.6;16982.7;383.2;66357.3;62841.9;3662.4;27849.9;8827.8;7963.2;11058.9;31329.6;3693.5;552.8;8237.3;7.8;10006.5;8831.7;79389.5;4277.4;8981.5;25580.9;40549.7;213021.7;120405.2;9690.3;93925.9;229.6;11069.5;5489.9;92617.4;26326.2;48880.7;14285.6;3124.9;79448.2;9381.2;649.5;16112.3;372.1;52933.1;133574.2;3614.1;26171.3;9038.2;7152.2;9980.9;30407.3;3340.6;633.3;8462.8;5.3;9455.8;8509.5;73381.5;4740.4;8653.7;22864.8;37122.6;310084.4;-218803.9;-13341.9;-53184.9;24754.1;3146.0;1337.9;1595.0;-3703.7;-266.7;6150.7;-1967.2;27899.0;-8542.3;19357.2;261.2;19095.9;-7291.8;-5484.8;-1807.0;-26.5;11777.8;264672.1;-184928.9;-12035.8;-46924.4;20782.8;-1873.6;983.4;1325.3;-3222.5;-37.2;763.5;-1686.1;18908.6;-6608.5;12300.6;357.4;11943.3;-6029.2;-4692.1;-1337.1;-22.6;5891.4;1671.6;1521.7;8.3;22.0;14.1;38.6;185.5
21;Alle niet-financiële beurs-nv's;1998;149.0;241998.0;138282.8;14573.5;96648.0;167.9;17122.4;9771.0;103715.0;27324.0;50920.2;20717.8;4753.0;87349.3;8121.9;635.3;23538.4;288.2;54765.5;67660.3;2912.8;25843.4;8263.1;6931.0;10649.3;38904.1;5465.1;703.4;10792.2;1.8;11620.2;10321.4;86988.5;5561.9;10964.1;24731.7;45730.8;228774.7;130336.8;9585.8;95046.1;209.0;16105.7;9390.2;98438.8;26942.2;51285.0;15629.8;4581.8;91397.1;9797.1;651.6;18236.4;336.3;62375.7;137378.5;3097.7;26958.0;8244.4;7824.7;10888.9;31367.4;3658.5;462.1;8275.7;1.8;9314.4;9654.9;75955.4;4106.1;8627.0;24539.5;38682.8;300321.1;-208136.0;-15294.7;-58246.1;18644.2;3360.9;-148.5;1414.4;-3590.1;-35.4;7209.5;-1489.0;21942.7;-5271.5;16564.1;55.2;16494.0;-11822.1;-10031.1;-1791.0;-28.0;4644.3;300627.0;-209596.4;-13192.4;-53924.7;23914.2;3575.2;1648.8;1560.8;-3659.1;-273.2;6106.2;-1808.3;27489.5;-8435.6;18881.9;150.8;18718.0;-7051.6;-5597.7;-1453.9;-26.5;11640.0;1853.9;1717.5;7.2;18.5;10.8;38.0;162.0
22;Alle niet-financiële beurs-nv's;1999;155.0;288605.6;168208.3;32777.0;104793.4;142.6;18788.4;11706.9;120397.4;30141.6;63323.0;22425.1;4507.7;102959.0;6725.2;447.8;30401.3;1005.1;64379.6;83286.4;3493.4;26977.6;9089.7;7587.7;10300.2;52815.4;6494.3;2150.9;17713.7;344.9;13910.5;12201.1;102360.2;7734.7;13556.7;32108.3;48960.5;235758.9;135449.5;14627.6;93611.8;155.0;15320.3;11734.8;100309.5;25563.1;49030.4;21393.8;4322.2;85095.6;7729.0;469.3;23542.2;269.1;53086.0;150663.3;2842.3;24783.7;8361.6;6591.9;9830.2;38593.0;5271.0;694.7;10857.3;613.0;11532.2;9624.8;84444.3;5358.2;10615.0;23959.4;44511.7;326812.5;-224056.5;-15855.5;-62817.4;24083.1;-1365.0;1633.5;1303.9;-4084.6;113.2;1918.5;-2249.5;22718.0;-7058.8;15659.2;-383.2;15276.0;-7802.2;-5909.0;-1893.2;-35.7;7438.1;289265.6;-200429.9;-15011.7;-56262.1;17561.9;4011.3;-103.2;1376.3;-3533.8;-18.5;7643.7;-1353.2;21573.2;-5245.6;16327.5;-71.4;16256.1;11672.3;9892.5;1779.8;28.7;4091.4;1916.0;1755.8;6.3;16.2;10.2;35.9;170.6
23;Alle niet-financiële beurs-nv's;2000;143.0;412013.5;259517.2;94011.2;115874.4;81.8;31041.5;18508.3;144936.3;35654.2;79333.5;27791.1;2157.5;131539.2;6928.0;1891.2;42777.4;137.0;79805.6;144454.3;6662.7;30486.1;10194.1;9268.0;11024.0;107305.5;8961.2;11241.9;39179.5;;21565.1;26357.8;136019.9;22314.4;13578.9;39428.6;60698.0;287732.2;167045.9;33029.4;103452.3;142.1;18833.0;11589.1;120686.4;29866.1;62723.7;23684.8;4411.8;103352.8;6842.4;446.5;31180.3;126.8;64756.8;184379.5;3484.8;26804.1;9084.1;7494.0;10226.0;53262.8;6599.5;2176.8;18441.8;;14274.7;11770.0;100827.8;7577.4;13833.9;31821.0;47595.5;425624.8;-298345.2;-21038.9;-72322.3;33918.4;6023.2;2451.5;2251.5;-7610.9;2049.3;9652.6;-2770.8;39941.7;-12023.8;27917.9;-278.8;27639.0;-8682.5;-6609.2;-2073.3;-39.5;18917.1;323262.3;-221667.8;-15638.1;-61866.4;24089.9;-1378.3;1638.7;1316.4;-4057.1;115.8;1928.6;-2320.7;22711.6;-6978.4;15733.2;-383.4;15349.7;7716.2;5787.2;1929.0;35.7;7597.8;2061.1;1889.3;6.9;23.5;13.7;33.9;206.5
24;Alle niet-financiële beurs-nv's;2001;127.0;398939.7;259270.2;87615.7;121258.1;89.0;28221.4;22086.0;139669.5;34538.1;74993.8;29309.5;828.1;128636.0;6966.5;2057.0;53846.6;189.3;65576.6;131538.9;4858.2;34220.3;11997.8;10671.5;11551.0;92460.4;9143.5;5568.8;43032.9;;15471.8;19243.4;138764.8;30201.1;12085.3;37035.4;59443.0;402119.9;258943.7;94184.1;113689.2;80.2;31788.0;19202.2;143176.0;35367.0;77888.8;27779.7;2140.5;131246.5;6632.4;1929.7;43523.6;169.3;78991.5;270873.4;6649.5;31156.1;11276.9;9321.2;10558.0;98582.5;8863.3;3671.1;38591.2;;21321.7;26135.2;134485.3;22254.0;13083.8;38887.1;60260.4;439676.7;-314837.8;-23999.5;-77295.6;23543.7;-16675.9;85.4;2333.0;-9475.4;-268.8;12915.6;-22265.7;6867.8;-8368.9;-1501.1;1557.5;56.4;-8228.0;-6999.1;-1228.9;-2.4;-8174.0;420854.8;-295297.0;-20975.3;-71157.0;33425.5;5798.8;2448.2;2208.5;-7510.9;2030.3;9326.5;-2703.8;39224.2;-11969.6;27254.6;-279.5;26975.1;8644.5;6577.5;2067.0;1.5;18329.1;2074.2;2032.0;7.0;0.0;4.1;32.4;212.0
25;Alle niet-financiële beurs-nv's;2002;126.0;352542.4;226279.8;68887.8;117923.4;140.0;20365.5;18963.1;126262.5;32327.6;72115.4;18474.6;3344.9;107399.3;6520.6;567.9;55803.2;81.9;44425.7;124577.1;3853.1;37617.5;14871.5;12449.5;10296.5;83106.5;9802.0;3235.5;41301.4;55.0;10874.2;17838.4;120566.0;16636.0;14032.4;34495.0;55402.6;380767.9;247642.9;83687.7;113007.1;84.2;28039.2;22824.7;133124.9;33032.1;71518.6;27873.0;701.2;130174.0;6372.4;571.6;52768.6;77.2;70384.2;250594.0;4080.4;33460.7;12313.1;10368.5;10779.1;91331.1;10455.1;4175.8;44952.8;193.0;12323.8;19230.6;121721.8;21048.6;10764.4;33677.4;56231.4;434966.4;-311017.6;-22816.0;-75758.1;25374.8;-21781.6;736.9;1590.8;-7376.3;-6.8;3474.8;-20201.0;3593.2;-8580.5;-4987.3;-477.6;-5464.9;-7694.9;-6845.9;-849.0;-1.8;-13161.6;411680.4;-292514.5;-21914.1;-73977.0;23274.8;-12916.7;518.1;2318.0;-8353.0;-32.2;12763.7;-20131.3;10358.1;-8042.4;2315.8;1138.9;3454.7;8204.9;6989.9;1215.0;2.4;-4752.6;1942.7;1971.0;6.1;-4.6;3.0;32.4;223.9
26;Alle niet-financiële beurs-nv's;2003;117.0;322737.5;206510.8;59813.6;108257.7;74.5;17254.5;21110.5;116226.9;29604.3;62532.4;22427.0;1663.2;106771.9;6488.2;604.3;57959.6;70.8;41649.0;111164.2;3610.2;35913.9;13089.9;13202.7;9621.3;71640.1;6746.1;2531.4;35399.0;;11537.4;15426.2;104801.5;13870.7;10888.7;30714.8;49327.3;347589.9;224884.5;69185.7;116349.2;69.1;20155.1;19125.4;122705.3;32236.1;70071.4;17107.4;3290.4;106176.5;6323.2;576.0;56082.7;80.0;43114.6;241413.3;3845.7;36473.1;14229.9;12195.9;10047.3;83156.1;9720.7;3235.5;41562.4;55.0;11143.1;17439.4;117938.4;15962.8;12823.8;34331.4;54820.4;404756.7;-285561.8;-23321.2;-72708.4;23165.3;-2472.3;1758.6;1822.2;-5949.8;-182.7;277.9;-198.5;20692.9;-6035.1;14657.8;-468.3;14189.5;-8125.7;-7437.9;-687.8;-2.9;6060.9;423104.6;-302618.4;-24659.0;-74856.9;20970.2;-17268.8;-2154.8;1566.8;-7331.6;71.1;834.1;-10254.4;3701.4;-8679.1;-4977.7;-491.6;-5469.3;7650.9;6796.7;854.2;2.0;-13122.2;1887.4;1914.8;5.6;13.3;7.9;31.8;214.4
27;Totale delfstoffenwinning;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;
28;Totale delfstoffenwinning;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;
29;Totale delfstoffenwinning;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;
30;Totale delfstoffenwinning;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;
31;Totale delfstoffenwinning;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;
32;Totale delfstoffenwinning;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;
33;Totale delfstoffenwinning;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;
34;Totale delfstoffenwinning;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Totale delfstoffenwinning;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Totale delfstoffenwinning;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
