ID;Bestemming;Perioden;InvesteringenWerkelijkePrijzen_1;InvesteringenPrijsniveau2015_2;InvesteringenVolumemutatie_3;InvesteringenPrijsindexcijfers_4
421;13-15 Textiel-, kleding-, lederindustrie;1996;123.0;127.0;-0.8;97.0
422;13-15 Textiel-, kleding-, lederindustrie;1997;124.0;128.0;0.8;97.0
423;13-15 Textiel-, kleding-, lederindustrie;1998;149.0;159.0;24.2;93.9
424;13-15 Textiel-, kleding-, lederindustrie;1999;165.0;180.0;13.4;91.6
425;13-15 Textiel-, kleding-, lederindustrie;2000;148.0;162.0;-10.3;91.6
426;13-15 Textiel-, kleding-, lederindustrie;2001;133.0;146.0;-9.5;91.0
427;13-15 Textiel-, kleding-, lederindustrie;2002;118.0;131.0;-10.5;90.2
428;13-15 Textiel-, kleding-, lederindustrie;2003;104.0;118.0;-10.2;88.5
429;13-15 Textiel-, kleding-, lederindustrie;2004;115.0;130.0;10.6;88.5
430;13-15 Textiel-, kleding-, lederindustrie;2005;114.0;127.0;-2.6;90.1
431;13-15 Textiel-, kleding-, lederindustrie;2006;96.0;107.0;-15.8;90.1
432;13-15 Textiel-, kleding-, lederindustrie;2007;122.0;134.0;26.0;90.8
433;13-15 Textiel-, kleding-, lederindustrie;2008;150.0;163.0;21.3;92.0
434;13-15 Textiel-, kleding-, lederindustrie;2009;73.0;77.0;-52.7;94.6
435;13-15 Textiel-, kleding-, lederindustrie;2010;77.0;79.0;2.7;97.2
436;13-15 Textiel-, kleding-, lederindustrie;2011;80.0;83.0;5.2;96.0
437;13-15 Textiel-, kleding-, lederindustrie;2012;80.0;82.0;-1.3;97.2
438;13-15 Textiel-, kleding-, lederindustrie;2013;94.0;96.0;16.3;98.2
439;13-15 Textiel-, kleding-, lederindustrie;2014;110.0;111.0;16.0;99.1
440;13-15 Textiel-, kleding-, lederindustrie;2015;113.0;113.0;1.8;100.0
441;13-15 Textiel-, kleding-, lederindustrie;2016;107.0;109.0;-3.5;98.2
442;13-15 Textiel-, kleding-, lederindustrie;2017;126.0;128.0;17.8;98.2
443;13-15 Textiel-, kleding-, lederindustrie;2018;142.0;144.0;11.9;98.9
444;13-15 Textiel-, kleding-, lederindustrie;2019;180.0;178.0;23.9;101.1
445;13-15 Textiel-, kleding-, lederindustrie;2020;139.0;135.0;-23.9;102.6
446;13-15 Textiel-, kleding-, lederindustrie;2021;143.0;140.0;3.6;101.9
447;13-15 Textiel-, kleding-, lederindustrie;2022;;;;
448;16-18 Hout-, papier-, grafische industr.;1995;908.0;909.0;;99.9
449;16-18 Hout-, papier-, grafische industr.;1996;947.0;971.0;6.8;97.5
450;16-18 Hout-, papier-, grafische industr.;1997;1013.0;1043.0;7.4;97.1
451;16-18 Hout-, papier-, grafische industr.;1998;1186.0;1224.0;17.4;96.9
452;16-18 Hout-, papier-, grafische industr.;1999;1011.0;1058.0;-13.6;95.6
453;16-18 Hout-, papier-, grafische industr.;2000;953.0;979.0;-7.4;97.3
454;16-18 Hout-, papier-, grafische industr.;2001;924.0;942.0;-3.8;98.1
455;16-18 Hout-, papier-, grafische industr.;2002;887.0;911.0;-3.4;97.4
456;16-18 Hout-, papier-, grafische industr.;2003;616.0;651.0;-28.5;94.6
457;16-18 Hout-, papier-, grafische industr.;2004;753.0;792.0;21.6;95.1
458;16-18 Hout-, papier-, grafische industr.;2005;830.0;873.0;10.4;95.0
459;16-18 Hout-, papier-, grafische industr.;2006;655.0;691.0;-20.8;94.7
460;16-18 Hout-, papier-, grafische industr.;2007;710.0;745.0;7.8;95.3
461;16-18 Hout-, papier-, grafische industr.;2008;687.0;707.0;-5.1;97.1
462;16-18 Hout-, papier-, grafische industr.;2009;499.0;511.0;-27.8;97.7
463;16-18 Hout-, papier-, grafische industr.;2010;389.0;397.0;-22.2;97.9
464;16-18 Hout-, papier-, grafische industr.;2011;466.0;475.0;19.5;98.2
465;16-18 Hout-, papier-, grafische industr.;2012;429.0;436.0;-8.2;98.4
466;16-18 Hout-, papier-, grafische industr.;2013;445.0;448.0;2.8;99.3
467;16-18 Hout-, papier-, grafische industr.;2014;429.0;432.0;-3.6;99.3
468;16-18 Hout-, papier-, grafische industr.;2015;415.0;415.0;-4.0;100.0
469;16-18 Hout-, papier-, grafische industr.;2016;625.0;623.0;50.1;100.3
470;16-18 Hout-, papier-, grafische industr.;2017;653.0;652.0;4.6;100.2
471;16-18 Hout-, papier-, grafische industr.;2018;551.0;537.0;-17.6;102.6
472;16-18 Hout-, papier-, grafische industr.;2019;618.0;589.0;9.6;105.0
473;16-18 Hout-, papier-, grafische industr.;2020;626.0;588.0;-0.2;106.5
474;16-18 Hout-, papier-, grafische industr.;2021;698.0;642.0;9.3;108.7
475;16-18 Hout-, papier-, grafische industr.;2022;;;;
476;16 Houtindustrie;1995;78.0;78.0;;99.4
477;16 Houtindustrie;1996;89.0;91.0;15.4;98.3
478;16 Houtindustrie;1997;97.0;101.0;11.2;96.3
479;16 Houtindustrie;1998;119.0;124.0;22.7;96.3
480;16 Houtindustrie;1999;124.0;132.0;6.7;94.0
481;16 Houtindustrie;2000;91.0;97.0;-26.6;94.0
482;16 Houtindustrie;2001;119.0;127.0;30.8;94.0
483;16 Houtindustrie;2002;92.0;99.0;-21.8;93.0
484;16 Houtindustrie;2003;76.0;82.0;-17.4;93.0
485;16 Houtindustrie;2004;78.0;84.0;2.6;93.0
486;16 Houtindustrie;2005;105.0;113.0;34.6;93.0
487;16 Houtindustrie;2006;94.0;102.0;-9.5;92.1
488;16 Houtindustrie;2007;159.0;172.0;68.1;92.6
489;16 Houtindustrie;2008;119.0;127.0;-25.8;93.4
490;16 Houtindustrie;2009;85.0;89.0;-30.3;95.7
491;16 Houtindustrie;2010;71.0;70.0;-21.2;101.4
492;16 Houtindustrie;2011;87.0;86.0;22.5;101.4
493;16 Houtindustrie;2012;72.0;72.0;-16.1;100.0
494;16 Houtindustrie;2013;75.0;75.0;4.2;100.0
495;16 Houtindustrie;2014;72.0;72.0;-4.0;100.0
496;16 Houtindustrie;2015;74.0;74.0;2.8;100.0
497;16 Houtindustrie;2016;109.0;109.0;47.3;100.0
498;16 Houtindustrie;2017;187.0;186.0;70.6;100.5
499;16 Houtindustrie;2018;141.0;135.0;-27.3;104.2
500;16 Houtindustrie;2019;167.0;157.0;16.3;106.1
501;16 Houtindustrie;2020;167.0;155.0;-1.8;108.1
502;16 Houtindustrie;2021;203.0;185.0;19.8;109.7
503;16 Houtindustrie;2022;;;;
504;17 Papierindustrie;1995;350.0;353.0;;99.2
505;17 Papierindustrie;1996;415.0;429.0;21.4;96.8
506;17 Papierindustrie;1997;420.0;431.0;0.5;97.5
507;17 Papierindustrie;1998;489.0;507.0;17.6;96.5
508;17 Papierindustrie;1999;431.0;454.0;-10.4;95.0
509;17 Papierindustrie;2000;427.0;444.0;-2.1;96.1
510;17 Papierindustrie;2001;424.0;437.0;-1.6;97.0
511;17 Papierindustrie;2002;448.0;462.0;5.7;97.0
512;17 Papierindustrie;2003;266.0;278.0;-39.7;95.6
513;17 Papierindustrie;2004;391.0;408.0;46.6;95.8
514;17 Papierindustrie;2005;425.0;443.0;8.7;95.8
515;17 Papierindustrie;2006;284.0;295.0;-33.4;96.2
516;17 Papierindustrie;2007;251.0;261.0;-11.6;96.2
517;17 Papierindustrie;2008;213.0;217.0;-16.7;98.0
518;17 Papierindustrie;2009;189.0;192.0;-11.7;98.5
519;17 Papierindustrie;2010;158.0;160.0;-16.4;98.5
520;17 Papierindustrie;2011;179.0;183.0;13.9;98.0
521;17 Papierindustrie;2012;185.0;188.0;2.8;98.5
522;17 Papierindustrie;2013;204.0;205.0;9.2;99.5
523;17 Papierindustrie;2014;173.0;174.0;-15.2;99.5
524;17 Papierindustrie;2015;198.0;198.0;13.9;100.0
525;17 Papierindustrie;2016;362.0;358.0;80.8;101.1
526;17 Papierindustrie;2017;309.0;307.0;-14.4;100.8
527;17 Papierindustrie;2018;238.0;232.0;-24.3;102.5
528;17 Papierindustrie;2019;293.0;279.0;20.2;105.0
529;17 Papierindustrie;2020;312.0;294.0;5.5;106.0
530;17 Papierindustrie;2021;312.0;289.0;-1.9;108.1
531;17 Papierindustrie;2022;;;;
532;18 Grafische industrie;1995;480.0;473.0;;101.4
533;18 Grafische industrie;1996;443.0;449.0;-5.2;98.7
534;18 Grafische industrie;1997;496.0;508.0;13.1;97.7
535;18 Grafische industrie;1998;578.0;589.0;16.1;98.1
536;18 Grafische industrie;1999;456.0;469.0;-20.4;97.2
537;18 Grafische industrie;2000;435.0;435.0;-7.2;100.0
538;18 Grafische industrie;2001;381.0;378.0;-13.1;100.8
539;18 Grafische industrie;2002;347.0;349.0;-7.6;99.3
540;18 Grafische industrie;2003;274.0;290.0;-17.0;94.5
541;18 Grafische industrie;2004;284.0;297.0;2.6;95.5
542;18 Grafische industrie;2005;300.0;315.0;6.0;95.2
543;18 Grafische industrie;2006;277.0;293.0;-7.0;94.5
544;18 Grafische industrie;2007;300.0;314.0;7.2;95.5
545;18 Grafische industrie;2008;355.0;363.0;15.7;97.7
546;18 Grafische industrie;2009;225.0;230.0;-36.6;97.7
547;18 Grafische industrie;2010;160.0;167.0;-27.6;95.9
548;18 Grafische industrie;2011;200.0;207.0;23.8;96.8
549;18 Grafische industrie;2012;172.0;177.0;-14.5;97.4
550;18 Grafische industrie;2013;166.0;168.0;-4.7;98.6
551;18 Grafische industrie;2014;184.0;187.0;10.8;98.6
552;18 Grafische industrie;2015;143.0;143.0;-23.4;100.0
553;18 Grafische industrie;2016;154.0;156.0;9.1;98.7
554;18 Grafische industrie;2017;157.0;160.0;2.6;98.1
555;18 Grafische industrie;2018;172.0;171.0;7.0;100.4
556;18 Grafische industrie;2019;158.0;153.0;-10.5;103.0
557;18 Grafische industrie;2020;147.0;140.0;-8.9;105.2
558;18 Grafische industrie;2021;183.0;169.0;21.1;108.1
559;18 Grafische industrie;2022;;;;
560;19 Aardolie-industrie;1995;446.0;571.0;;78.0
561;19 Aardolie-industrie;1996;399.0;510.0;-10.8;78.2
562;19 Aardolie-industrie;1997;462.0;579.0;13.5;79.8
563;19 Aardolie-industrie;1998;445.0;553.0;-4.5;80.5
564;19 Aardolie-industrie;1999;397.0;487.0;-11.9;81.6
565;19 Aardolie-industrie;2000;407.0;490.0;0.8;83.0
566;19 Aardolie-industrie;2001;412.0;489.0;-0.2;84.2
567;19 Aardolie-industrie;2002;371.0;432.0;-11.7;85.8
568;19 Aardolie-industrie;2003;373.0;429.0;-0.8;87.0
569;19 Aardolie-industrie;2004;391.0;447.0;4.3;87.4
570;19 Aardolie-industrie;2005;423.0;476.0;6.4;88.9
571;19 Aardolie-industrie;2006;509.0;562.0;18.2;90.5
572;19 Aardolie-industrie;2007;439.0;478.0;-14.9;91.8
573;19 Aardolie-industrie;2008;614.0;657.0;37.4;93.4
574;19 Aardolie-industrie;2009;534.0;572.0;-13.0;93.4
575;19 Aardolie-industrie;2010;529.0;567.0;-0.7;93.3
576;19 Aardolie-industrie;2011;651.0;691.0;21.7;94.3
577;19 Aardolie-industrie;2012;838.0;865.0;25.2;96.9
578;19 Aardolie-industrie;2013;586.0;596.0;-31.0;98.3
579;19 Aardolie-industrie;2014;858.0;866.0;45.2;99.1
580;19 Aardolie-industrie;2015;655.0;655.0;-24.4;100.0
581;19 Aardolie-industrie;2016;778.0;777.0;18.6;100.1
582;19 Aardolie-industrie;2017;734.0;731.0;-5.9;100.4
583;19 Aardolie-industrie;2018;1068.0;1046.0;43.1;102.1
584;19 Aardolie-industrie;2019;863.0;825.0;-21.1;104.5
585;19 Aardolie-industrie;2020;732.0;692.0;-16.2;105.8
586;19 Aardolie-industrie;2021;490.0;455.0;-34.2;107.6
587;19 Aardolie-industrie;2022;;;;
588;20-21 Chemie en farmaceutische industrie;1995;1931.0;2740.0;;70.5
589;20-21 Chemie en farmaceutische industrie;1996;2129.0;2960.0;8.0;71.9
590;20-21 Chemie en farmaceutische industrie;1997;2348.0;3229.0;9.1;72.7
591;20-21 Chemie en farmaceutische industrie;1998;2344.0;3177.0;-1.6;73.8
592;20-21 Chemie en farmaceutische industrie;1999;2543.0;3429.0;7.9;74.2
593;20-21 Chemie en farmaceutische industrie;2000;2400.0;3142.0;-8.4;76.4
594;20-21 Chemie en farmaceutische industrie;2001;2069.0;2642.0;-15.9;78.3
595;20-21 Chemie en farmaceutische industrie;2002;2803.0;3481.0;31.8;80.5
596;20-21 Chemie en farmaceutische industrie;2003;2873.0;3536.0;1.6;81.3
597;20-21 Chemie en farmaceutische industrie;2004;2466.0;3005.0;-15.0;82.1
598;20-21 Chemie en farmaceutische industrie;2005;2443.0;2919.0;-2.9;83.7
599;20-21 Chemie en farmaceutische industrie;2006;2974.0;3461.0;18.6;85.9
600;20-21 Chemie en farmaceutische industrie;2007;2854.0;3236.0;-6.5;88.2
601;20-21 Chemie en farmaceutische industrie;2008;3292.0;3619.0;11.8;91.0
602;20-21 Chemie en farmaceutische industrie;2009;3107.0;3315.0;-8.4;93.7
603;20-21 Chemie en farmaceutische industrie;2010;2688.0;2839.0;-14.4;94.7
604;20-21 Chemie en farmaceutische industrie;2011;3350.0;3502.0;23.3;95.7
605;20-21 Chemie en farmaceutische industrie;2012;3401.0;3492.0;-0.3;97.4
606;20-21 Chemie en farmaceutische industrie;2013;2590.0;2652.0;-24.1;97.7
607;20-21 Chemie en farmaceutische industrie;2014;2500.0;2547.0;-4.0;98.2
608;20-21 Chemie en farmaceutische industrie;2015;2778.0;2778.0;9.1;100.0
609;20-21 Chemie en farmaceutische industrie;2016;3325.0;3308.0;19.1;100.5
610;20-21 Chemie en farmaceutische industrie;2017;3440.0;3384.0;2.3;101.7
611;20-21 Chemie en farmaceutische industrie;2018;4010.0;3854.0;13.9;104.1
612;20-21 Chemie en farmaceutische industrie;2019;3853.0;3617.0;-6.1;106.5
613;20-21 Chemie en farmaceutische industrie;2020;3477.0;3210.0;-11.3;108.3
614;20-21 Chemie en farmaceutische industrie;2021;2690.0;2423.0;-24.5;111.0
615;20-21 Chemie en farmaceutische industrie;2022;;;;
616;20 Chemische industrie;1995;1384.0;1978.0;;70.0
617;20 Chemische industrie;1996;1574.0;2201.0;11.3;71.5
618;20 Chemische industrie;1997;1782.0;2464.0;11.9;72.3
619;20 Chemische industrie;1998;1738.0;2363.0;-4.1;73.5
620;20 Chemische industrie;1999;1822.0;2469.0;4.5;73.8
621;20 Chemische industrie;2000;1712.0;2253.0;-8.8;76.0
622;20 Chemische industrie;2001;1412.0;1810.0;-19.6;78.0
623;20 Chemische industrie;2002;2115.0;2641.0;45.9;80.1
624;20 Chemische industrie;2003;2181.0;2711.0;2.6;80.4
625;20 Chemische industrie;2004;1816.0;2233.0;-17.7;81.3
626;20 Chemische industrie;2005;1781.0;2145.0;-3.9;83.0
627;20 Chemische industrie;2006;2252.0;2645.0;23.3;85.1
628;20 Chemische industrie;2007;2185.0;2495.0;-5.7;87.6
629;20 Chemische industrie;2008;2557.0;2828.0;13.4;90.4
630;20 Chemische industrie;2009;2277.0;2446.0;-13.5;93.1
631;20 Chemische industrie;2010;1883.0;1997.0;-18.4;94.3
632;20 Chemische industrie;2011;2586.0;2712.0;35.8;95.3
633;20 Chemische industrie;2012;2693.0;2769.0;2.1;97.3
634;20 Chemische industrie;2013;2293.0;2349.0;-15.2;97.6
635;20 Chemische industrie;2014;2154.0;2191.0;-6.7;98.3
636;20 Chemische industrie;2015;2441.0;2441.0;11.4;100.0
637;20 Chemische industrie;2016;2878.0;2865.0;17.4;100.5
638;20 Chemische industrie;2017;3035.0;2984.0;4.2;101.7
639;20 Chemische industrie;2018;3261.0;3126.0;4.7;104.3
640;20 Chemische industrie;2019;3163.0;2963.0;-5.2;106.7
641;20 Chemische industrie;2020;2723.0;2512.0;-15.2;108.4
642;20 Chemische industrie;2021;1982.0;1791.0;-28.7;110.7
643;20 Chemische industrie;2022;;;;
644;21 Farmaceutische industrie;1995;547.0;756.0;;72.3
645;21 Farmaceutische industrie;1996;555.0;755.0;-0.2;73.5
646;21 Farmaceutische industrie;1997;566.0;763.0;1.1;74.2
647;21 Farmaceutische industrie;1998;606.0;810.0;6.2;74.8
648;21 Farmaceutische industrie;1999;721.0;955.0;17.8;75.5
649;21 Farmaceutische industrie;2000;688.0;884.0;-7.4;77.8
650;21 Farmaceutische industrie;2001;657.0;825.0;-6.7;79.6
651;21 Farmaceutische industrie;2002;688.0;837.0;1.4;82.2
652;21 Farmaceutische industrie;2003;692.0;822.0;-1.7;84.2
653;21 Farmaceutische industrie;2004;650.0;767.0;-6.6;84.7
654;21 Farmaceutische industrie;2005;662.0;767.0;0.0;86.3
655;21 Farmaceutische industrie;2006;722.0;813.0;5.9;88.9
656;21 Farmaceutische industrie;2007;669.0;739.0;-9.0;90.5
657;21 Farmaceutische industrie;2008;735.0;789.0;6.7;93.1
658;21 Farmaceutische industrie;2009;830.0;864.0;9.5;96.0
659;21 Farmaceutische industrie;2010;805.0;835.0;-3.4;96.4
660;21 Farmaceutische industrie;2011;764.0;785.0;-6.0;97.3
661;21 Farmaceutische industrie;2012;708.0;721.0;-8.2;98.3
662;21 Farmaceutische industrie;2013;297.0;304.0;-57.8;97.6
663;21 Farmaceutische industrie;2014;346.0;357.0;17.2;97.0
664;21 Farmaceutische industrie;2015;337.0;337.0;-5.5;100.0
665;21 Farmaceutische industrie;2016;447.0;443.0;31.5;100.9
666;21 Farmaceutische industrie;2017;405.0;399.0;-9.8;101.4
667;21 Farmaceutische industrie;2018;749.0;729.0;82.5;102.8
668;21 Farmaceutische industrie;2019;690.0;655.0;-10.1;105.4
669;21 Farmaceutische industrie;2020;754.0;699.0;6.8;107.8
670;21 Farmaceutische industrie;2021;708.0;634.0;-9.3;111.6
671;21 Farmaceutische industrie;2022;;;;
672;22-23 Kunststof- en bouwmateriaalindustr;1995;561.0;625.0;;89.8
673;22-23 Kunststof- en bouwmateriaalindustr;1996;611.0;697.0;11.6;87.6
674;22-23 Kunststof- en bouwmateriaalindustr;1997;578.0;659.0;-5.4;87.6
675;22-23 Kunststof- en bouwmateriaalindustr;1998;657.0;753.0;14.2;87.2
676;22-23 Kunststof- en bouwmateriaalindustr;1999;676.0;776.0;3.0;87.1
677;22-23 Kunststof- en bouwmateriaalindustr;2000;659.0;745.0;-4.0;88.5
678;22-23 Kunststof- en bouwmateriaalindustr;2001;705.0;781.0;4.9;90.3
679;22-23 Kunststof- en bouwmateriaalindustr;2002;676.0;741.0;-5.1;91.2
680;22-23 Kunststof- en bouwmateriaalindustr;2003;595.0;655.0;-11.7;90.9
681;22-23 Kunststof- en bouwmateriaalindustr;2004;586.0;640.0;-2.2;91.5
682;22-23 Kunststof- en bouwmateriaalindustr;2005;613.0;668.0;4.3;91.8
683;22-23 Kunststof- en bouwmateriaalindustr;2006;659.0;711.0;6.5;92.7
684;22-23 Kunststof- en bouwmateriaalindustr;2007;785.0;840.0;18.1;93.5
685;22-23 Kunststof- en bouwmateriaalindustr;2008;761.0;797.0;-5.1;95.5
686;22-23 Kunststof- en bouwmateriaalindustr;2009;640.0;663.0;-16.8;96.6
687;22-23 Kunststof- en bouwmateriaalindustr;2010;569.0;578.0;-12.8;98.5
688;22-23 Kunststof- en bouwmateriaalindustr;2011;695.0;694.0;20.0;100.2
689;22-23 Kunststof- en bouwmateriaalindustr;2012;582.0;580.0;-16.4;100.4
690;22-23 Kunststof- en bouwmateriaalindustr;2013;641.0;638.0;10.0;100.5
691;22-23 Kunststof- en bouwmateriaalindustr;2014;620.0;618.0;-3.1;100.4
692;22-23 Kunststof- en bouwmateriaalindustr;2015;560.0;560.0;-9.4;100.0
693;22-23 Kunststof- en bouwmateriaalindustr;2016;628.0;628.0;12.1;100.0
694;22-23 Kunststof- en bouwmateriaalindustr;2017;717.0;719.0;14.5;99.7
695;22-23 Kunststof- en bouwmateriaalindustr;2018;768.0;761.0;5.9;100.9
696;22-23 Kunststof- en bouwmateriaalindustr;2019;884.0;857.0;12.6;103.1
697;22-23 Kunststof- en bouwmateriaalindustr;2020;935.0;895.0;4.4;104.5
698;22-23 Kunststof- en bouwmateriaalindustr;2021;935.0;885.0;-1.2;105.7
699;22-23 Kunststof- en bouwmateriaalindustr;2022;;;;
700;22 Rubber- en kunststofproductindustrie;1995;324.0;369.0;;87.8
701;22 Rubber- en kunststofproductindustrie;1996;387.0;459.0;24.4;84.3
702;22 Rubber- en kunststofproductindustrie;1997;335.0;396.0;-13.7;84.5
703;22 Rubber- en kunststofproductindustrie;1998;385.0;454.0;14.6;84.7
704;22 Rubber- en kunststofproductindustrie;1999;405.0;476.0;4.7;85.2
705;22 Rubber- en kunststofproductindustrie;2000;388.0;449.0;-5.7;86.5
706;22 Rubber- en kunststofproductindustrie;2001;399.0;453.0;1.0;88.0
707;22 Rubber- en kunststofproductindustrie;2002;379.0;428.0;-5.5;88.5
708;22 Rubber- en kunststofproductindustrie;2003;374.0;423.0;-1.3;88.5
709;22 Rubber- en kunststofproductindustrie;2004;374.0;416.0;-1.6;90.0
710;22 Rubber- en kunststofproductindustrie;2005;402.0;445.0;7.0;90.4
711;22 Rubber- en kunststofproductindustrie;2006;363.0;399.0;-10.2;90.9
712;22 Rubber- en kunststofproductindustrie;2007;468.0;509.0;27.5;91.9
713;22 Rubber- en kunststofproductindustrie;2008;379.0;402.0;-21.2;94.4
714;22 Rubber- en kunststofproductindustrie;2009;344.0;357.0;-11.1;96.3
715;22 Rubber- en kunststofproductindustrie;2010;309.0;313.0;-12.2;98.6
716;22 Rubber- en kunststofproductindustrie;2011;424.0;422.0;34.6;100.5
717;22 Rubber- en kunststofproductindustrie;2012;369.0;366.0;-13.2;100.7
718;22 Rubber- en kunststofproductindustrie;2013;392.0;387.0;5.7;101.3
719;22 Rubber- en kunststofproductindustrie;2014;383.0;377.0;-2.6;101.5
720;22 Rubber- en kunststofproductindustrie;2015;329.0;329.0;-12.8;100.0
721;22 Rubber- en kunststofproductindustrie;2016;401.0;400.0;21.6;100.3
722;22 Rubber- en kunststofproductindustrie;2017;437.0;438.0;9.5;99.8
723;22 Rubber- en kunststofproductindustrie;2018;461.0;458.0;4.6;100.7
724;22 Rubber- en kunststofproductindustrie;2019;469.0;453.0;-1.1;103.5
725;22 Rubber- en kunststofproductindustrie;2020;557.0;529.0;16.8;105.2
726;22 Rubber- en kunststofproductindustrie;2021;580.0;546.0;3.2;106.2
727;22 Rubber- en kunststofproductindustrie;2022;;;;
728;23 Bouwmaterialenindustrie;1995;237.0;256.0;;92.5
729;23 Bouwmaterialenindustrie;1996;224.0;241.0;-5.9;92.9
730;23 Bouwmaterialenindustrie;1997;243.0;263.0;8.9;92.5
731;23 Bouwmaterialenindustrie;1998;272.0;298.0;13.6;91.2
732;23 Bouwmaterialenindustrie;1999;271.0;301.0;0.7;90.2
733;23 Bouwmaterialenindustrie;2000;271.0;296.0;-1.5;91.5
734;23 Bouwmaterialenindustrie;2001;306.0;327.0;10.3;93.7
735;23 Bouwmaterialenindustrie;2002;297.0;312.0;-4.6;95.3
736;23 Bouwmaterialenindustrie;2003;221.0;234.0;-24.9;94.4
737;23 Bouwmaterialenindustrie;2004;212.0;227.0;-3.2;93.5
738;23 Bouwmaterialenindustrie;2005;211.0;226.0;-0.5;93.5
739;23 Bouwmaterialenindustrie;2006;296.0;312.0;38.4;94.8
740;23 Bouwmaterialenindustrie;2007;317.0;332.0;6.4;95.4
741;23 Bouwmaterialenindustrie;2008;382.0;394.0;18.6;96.9
742;23 Bouwmaterialenindustrie;2009;296.0;305.0;-22.5;96.9
743;23 Bouwmaterialenindustrie;2010;260.0;264.0;-13.5;98.5
744;23 Bouwmaterialenindustrie;2011;271.0;271.0;2.7;99.9
745;23 Bouwmaterialenindustrie;2012;213.0;213.0;-21.4;99.9
746;23 Bouwmaterialenindustrie;2013;249.0;250.0;17.4;99.5
747;23 Bouwmaterialenindustrie;2014;237.0;240.0;-4.0;98.7
748;23 Bouwmaterialenindustrie;2015;231.0;231.0;-3.8;100.0
749;23 Bouwmaterialenindustrie;2016;227.0;228.0;-1.3;99.6
750;23 Bouwmaterialenindustrie;2017;280.0;281.0;23.3;99.6
751;23 Bouwmaterialenindustrie;2018;307.0;303.0;7.9;101.2
752;23 Bouwmaterialenindustrie;2019;415.0;404.0;33.2;102.7
753;23 Bouwmaterialenindustrie;2020;378.0;365.0;-9.6;103.5
754;23 Bouwmaterialenindustrie;2021;355.0;337.0;-7.7;105.3
755;23 Bouwmaterialenindustrie;2022;;;;
756;24-25 Basismetaal, metaalprod.-industrie;1995;634.0;684.0;;92.7
757;24-25 Basismetaal, metaalprod.-industrie;1996;722.0;788.0;15.3;91.6
758;24-25 Basismetaal, metaalprod.-industrie;1997;821.0;901.0;14.3;91.2
759;24-25 Basismetaal, metaalprod.-industrie;1998;990.0;1100.0;22.2;90.0
760;24-25 Basismetaal, metaalprod.-industrie;1999;994.0;1115.0;1.3;89.2
761;24-25 Basismetaal, metaalprod.-industrie;2000;1274.0;1416.0;27.1;89.9
762;24-25 Basismetaal, metaalprod.-industrie;2001;899.0;989.0;-30.1;90.9
763;24-25 Basismetaal, metaalprod.-industrie;2002;812.0;895.0;-9.6;90.7
764;24-25 Basismetaal, metaalprod.-industrie;2003;800.0;884.0;-1.2;90.5
765;24-25 Basismetaal, metaalprod.-industrie;2004;708.0;781.0;-11.6;90.6
766;24-25 Basismetaal, metaalprod.-industrie;2005;758.0;835.0;6.9;90.8
767;24-25 Basismetaal, metaalprod.-industrie;2006;958.0;1042.0;24.8;91.9
768;24-25 Basismetaal, metaalprod.-industrie;2007;1258.0;1356.0;30.1;92.8
769;24-25 Basismetaal, metaalprod.-industrie;2008;1176.0;1241.0;-8.4;94.7
770;24-25 Basismetaal, metaalprod.-industrie;2009;1184.0;1239.0;-0.2;95.5
771;24-25 Basismetaal, metaalprod.-industrie;2010;804.0;835.0;-32.6;96.3
772;24-25 Basismetaal, metaalprod.-industrie;2011;833.0;865.0;3.6;96.3
773;24-25 Basismetaal, metaalprod.-industrie;2012;884.0;907.0;4.8;97.5
774;24-25 Basismetaal, metaalprod.-industrie;2013;892.0;911.0;0.5;97.9
775;24-25 Basismetaal, metaalprod.-industrie;2014;971.0;983.0;8.0;98.7
776;24-25 Basismetaal, metaalprod.-industrie;2015;1023.0;1023.0;4.0;100.0
777;24-25 Basismetaal, metaalprod.-industrie;2016;1121.0;1118.0;9.3;100.3
778;24-25 Basismetaal, metaalprod.-industrie;2017;1270.0;1261.0;12.8;100.7
779;24-25 Basismetaal, metaalprod.-industrie;2018;1375.0;1335.0;5.9;103.0
780;24-25 Basismetaal, metaalprod.-industrie;2019;1433.0;1359.0;1.8;105.4
781;24-25 Basismetaal, metaalprod.-industrie;2020;1346.0;1257.0;-7.5;107.1
782;24-25 Basismetaal, metaalprod.-industrie;2021;1537.0;1403.0;11.6;109.6
783;24-25 Basismetaal, metaalprod.-industrie;2022;;;;
784;24 Basismetaalindustrie;1995;181.0;198.0;;91.5
785;24 Basismetaalindustrie;1996;227.0;250.0;26.5;90.7
786;24 Basismetaalindustrie;1997;261.0;289.0;15.4;90.3
787;24 Basismetaalindustrie;1998;327.0;370.0;28.0;88.4
788;24 Basismetaalindustrie;1999;291.0;332.0;-10.1;87.5
789;24 Basismetaalindustrie;2000;562.0;637.0;91.8;88.2
790;24 Basismetaalindustrie;2001;264.0;295.0;-53.7;89.5
