ID;Landen;Perioden;BbpTotaal_1;BbpPerHoofdVanDeBevolking_2;ExportVanGoederenEnDiensten_3;ExportVanHightechgoederen_4;DirecteBuitenlandseInvesteringen_5;ToegevoegdeWaardeInDeDienstensector_6;Bevolkingsomvang_7
1015;Pakistan;2005;109600.0;720.0;16.0;1.0;2201.0;51.0;155.8
1016;Pakistan;2006;127500.0;790.0;15.0;1.0;4273.0;53.0;159.1
1017;Pakistan;2007;143171.0;860.0;14.0;1.0;5590.0;53.0;162.6
1018;Pakistan;2008;163892.0;940.0;13.0;2.0;5438.0;53.0;166.1
1019;Pakistan;2009;161990.0;1000.0;13.0;;2387.0;54.0;169.7
1020;Peru;1990;26294.0;720.0;16.0;;41.0;64.0;21.8
1021;Peru;1991;34544.0;1090.0;13.0;;-7.0;64.0;22.2
1022;Peru;1992;36084.0;1370.0;13.0;2.0;-79.0;64.0;22.7
1023;Peru;1993;34835.0;1530.0;12.0;2.0;761.0;62.0;23.1
1024;Peru;1994;44910.0;1780.0;12.0;3.0;3289.0;60.0;23.5
1025;Peru;1995;53674.0;1990.0;13.0;2.0;2557.0;60.0;23.9
1026;Peru;1996;55876.0;2190.0;13.0;4.0;3471.0;61.0;24.4
1027;Peru;1997;59223.0;2340.0;14.0;3.0;2139.0;61.0;24.8
1028;Peru;1998;56752.0;2220.0;13.0;3.0;1644.0;61.0;25.2
1029;Peru;1999;51510.0;2100.0;15.0;3.0;1940.0;62.0;25.6
1030;Peru;2000;53290.0;2050.0;16.0;4.0;810.0;62.0;26.0
1031;Peru;2001;53936.0;1970.0;16.0;3.0;1144.0;62.0;26.4
1032;Peru;2002;56772.0;2030.0;16.0;2.0;2156.0;62.0;26.8
1033;Peru;2003;61347.0;2160.0;18.0;2.0;1335.0;62.0;27.1
1034;Peru;2004;69725.0;2380.0;21.0;2.0;1599.0;60.0;27.5
1035;Peru;2005;79385.0;2650.0;25.0;3.0;2579.0;58.0;27.8
1036;Peru;2006;92304.0;2920.0;29.0;2.0;3467.0;56.0;28.2
1037;Peru;2007;107492.0;3340.0;29.0;2.0;5491.0;56.0;28.5
1038;Peru;2008;129109.0;3990.0;27.0;2.0;6924.0;57.0;28.8
1039;Peru;2009;130325.0;4200.0;24.0;;4760.0;59.0;29.2
1040;Singapore;1990;36842.0;12050.0;;40.0;5575.0;65.0;3.0
1041;Singapore;1991;43165.0;13360.0;;40.0;4887.0;64.0;3.1
1042;Singapore;1992;49716.0;15540.0;;45.0;2204.0;64.0;3.2
1043;Singapore;1993;58158.0;17590.0;;47.0;4686.0;64.0;3.3
1044;Singapore;1994;70679.0;20690.0;;50.0;8550.0;65.0;3.4
1045;Singapore;1995;84291.0;23570.0;;54.0;11535.0;65.0;3.5
1046;Singapore;1996;92552.0;25390.0;;55.0;9682.0;65.0;3.7
1047;Singapore;1997;95867.0;27550.0;;57.0;13753.0;65.0;3.8
1048;Singapore;1998;82399.0;23870.0;;59.0;7314.0;65.0;3.9
1049;Singapore;1999;82611.0;23240.0;;61.0;16578.0;66.0;4.0
1050;Singapore;2000;92717.0;23350.0;;63.0;16484.0;64.0;4.0
1051;Singapore;2001;85655.0;21500.0;191.0;61.0;15087.0;67.0;4.1
1052;Singapore;2002;88332.0;21320.0;193.0;60.0;6402.0;67.0;4.2
1053;Singapore;2003;93206.0;22650.0;212.0;56.0;11941.0;68.0;4.1
1054;Singapore;2004;109664.0;25180.0;224.0;57.0;21026.0;67.0;4.2
1055;Singapore;2005;125418.0;28340.0;228.0;57.0;15460.0;69.0;4.3
1056;Singapore;2006;145072.0;31380.0;234.0;58.0;29056.0;69.0;4.4
1057;Singapore;2007;176766.0;34640.0;217.0;46.0;35777.0;71.0;4.6
1058;Singapore;2008;193332.0;37650.0;221.0;51.0;10912.0;74.0;4.8
1059;Singapore;2009;182232.0;37220.0;;;16809.0;;5.0
1060;Sri Lanka;1990;8033.0;470.0;30.0;1.0;43.0;48.0;17.1
1061;Sri Lanka;1991;9000.0;500.0;29.0;1.0;48.0;48.0;17.3
1062;Sri Lanka;1992;9703.0;560.0;32.0;1.0;123.0;49.0;17.5
1063;Sri Lanka;1993;10339.0;600.0;34.0;1.0;194.0;50.0;17.7
1064;Sri Lanka;1994;11718.0;640.0;34.0;1.0;166.0;50.0;17.9
1065;Sri Lanka;1995;13030.0;700.0;36.0;;56.0;50.0;18.1
1066;Sri Lanka;1996;13898.0;750.0;35.0;;120.0;51.0;18.2
1067;Sri Lanka;1997;15092.0;800.0;37.0;;430.0;51.0;18.4
1068;Sri Lanka;1998;15795.0;820.0;36.0;;193.0;51.0;18.5
1069;Sri Lanka;1999;15656.0;840.0;35.0;3.0;176.0;52.0;18.6
1070;Sri Lanka;2000;16331.0;880.0;39.0;;173.0;53.0;18.7
1071;Sri Lanka;2001;15746.0;830.0;37.0;2.0;172.0;53.0;18.8
1072;Sri Lanka;2002;17103.0;860.0;35.0;1.0;197.0;58.0;18.9
1073;Sri Lanka;2003;18882.0;950.0;35.0;1.0;229.0;58.0;19.2
1074;Sri Lanka;2004;20663.0;1070.0;35.0;1.0;233.0;59.0;19.5
1075;Sri Lanka;2005;24406.0;1200.0;32.0;2.0;272.0;58.0;19.7
1076;Sri Lanka;2006;28267.0;1350.0;30.0;1.0;480.0;58.0;19.9
1077;Sri Lanka;2007;32351.0;1540.0;29.0;2.0;603.0;58.0;20.0
1078;Sri Lanka;2008;40715.0;1780.0;25.0;2.0;752.0;57.0;20.2
1079;Sri Lanka;2009;41979.0;1990.0;21.0;;404.0;58.0;20.3
1080;Thailand;1990;85343.0;1490.0;34.0;21.0;2444.0;50.0;56.7
1081;Thailand;1991;98235.0;1660.0;36.0;21.0;2014.0;49.0;57.4
1082;Thailand;1992;111453.0;1870.0;37.0;22.0;2113.0;50.0;58.2
1083;Thailand;1993;125011.0;2100.0;38.0;20.0;1804.0;51.0;58.9
1084;Thailand;1994;144308.0;2350.0;39.0;24.0;1366.0;50.0;59.6
1085;Thailand;1995;168019.0;2690.0;42.0;24.0;2068.0;50.0;60.1
1086;Thailand;1996;181948.0;2920.0;39.0;29.0;2336.0;50.0;60.6
1087;Thailand;1997;150891.0;2700.0;48.0;31.0;3895.0;50.0;61.0
1088;Thailand;1998;111860.0;2050.0;59.0;34.0;7315.0;50.0;61.4
1089;Thailand;1999;122630.0;1950.0;58.0;32.0;6103.0;50.0;61.8
1090;Thailand;2000;122725.0;1960.0;67.0;33.0;3366.0;49.0;62.3
1091;Thailand;2001;115536.0;1900.0;66.0;31.0;5067.0;49.0;63.0
1092;Thailand;2002;126877.0;1900.0;64.0;31.0;3342.0;48.0;63.7
1093;Thailand;2003;142640.0;2060.0;66.0;30.0;5232.0;46.0;64.5
1094;Thailand;2004;161340.0;2360.0;71.0;28.0;5860.0;46.0;65.3
1095;Thailand;2005;176352.0;2580.0;74.0;27.0;8055.0;46.0;65.9
1096;Thailand;2006;207228.0;2860.0;74.0;27.0;9453.0;45.0;66.5
1097;Thailand;2007;247111.0;3240.0;73.0;26.0;11324.0;45.0;67.0
1098;Thailand;2008;272429.0;3670.0;76.0;25.0;8531.0;44.0;67.4
1099;Thailand;2009;263772.0;3760.0;68.0;;4976.0;45.0;67.8
1100;Venezuela;1990;47028.0;2440.0;39.0;4.0;451.0;34.0;19.8
1101;Venezuela;1991;51734.0;2490.0;31.0;1.0;1916.0;38.0;20.2
1102;Venezuela;1992;58470.0;2640.0;26.0;2.0;629.0;40.0;20.7
1103;Venezuela;1993;58108.0;2700.0;27.0;2.0;372.0;43.0;21.1
1104;Venezuela;1994;56530.0;2640.0;31.0;2.0;813.0;51.0;21.6
1105;Venezuela;1995;74889.0;2930.0;27.0;3.0;985.0;53.0;22.0
1106;Venezuela;1996;68259.0;2980.0;37.0;2.0;2183.0;46.0;22.5
1107;Venezuela;1997;85837.0;3370.0;29.0;2.0;6202.0;44.0;23.0
1108;Venezuela;1998;91339.0;3360.0;21.0;2.0;4985.0;50.0;23.4
1109;Venezuela;1999;97974.0;3550.0;23.0;3.0;2890.0;50.0;23.9
1110;Venezuela;2000;117148.0;4100.0;30.0;3.0;4701.0;46.0;24.3
1111;Venezuela;2001;122910.0;4580.0;23.0;3.0;3683.0;49.0;24.8
1112;Venezuela;2002;92890.0;3970.0;30.0;3.0;782.0;46.0;25.2
1113;Venezuela;2003;83622.0;3470.0;34.0;4.0;2040.0;44.0;25.7
1114;Venezuela;2004;112577.0;4080.0;36.0;2.0;1483.0;40.0;26.1
1115;Venezuela;2005;145677.0;4950.0;40.0;2.0;2602.0;38.0;26.6
1116;Venezuela;2006;183683.0;6100.0;36.0;2.0;-508.0;;27.0
1117;Venezuela;2007;226791.0;7510.0;31.0;;1008.0;;27.5
1118;Venezuela;2008;311479.0;9170.0;31.0;3.0;350.0;;27.9
1119;Venezuela;2009;326133.0;10090.0;18.0;;-3105.0;;28.4
1120;Verenigde Staten;1990;5754800.0;23250.0;10.0;33.0;48490.0;70.0;249.6
1121;Verenigde Staten;1991;5943200.0;23430.0;10.0;33.0;23180.0;71.0;253.0
1122;Verenigde Staten;1992;6291500.0;24750.0;10.0;33.0;19810.0;72.0;256.5
1123;Verenigde Staten;1993;6614300.0;25530.0;10.0;32.0;51380.0;73.0;259.9
1124;Verenigde Staten;1994;7030500.0;26810.0;10.0;31.0;46130.0;72.0;263.1
1125;Verenigde Staten;1995;7359300.0;28130.0;11.0;31.0;57800.0;72.0;266.3
1126;Verenigde Staten;1996;7783900.0;29290.0;11.0;31.0;86520.0;72.0;269.4
1127;Verenigde Staten;1997;8278900.0;30260.0;12.0;32.0;105590.0;73.0;272.7
1128;Verenigde Staten;1998;8741000.0;31000.0;11.0;33.0;179030.0;75.0;275.9
1129;Verenigde Staten;1999;9301000.0;32650.0;11.0;34.0;289443.0;75.0;279.0
1130;Verenigde Staten;2000;9898800.0;34890.0;11.0;34.0;321274.0;75.0;282.2
1131;Verenigde Staten;2001;10233900.0;35480.0;10.0;33.0;167020.0;77.0;285.1
1132;Verenigde Staten;2002;10590200.0;35940.0;9.0;32.0;84370.0;77.0;287.8
1133;Verenigde Staten;2003;11089200.0;38320.0;9.0;31.0;63750.0;77.0;290.3
1134;Verenigde Staten;2004;11812300.0;41980.0;10.0;30.0;145966.0;77.0;293.0
1135;Verenigde Staten;2005;12579700.0;44620.0;10.0;30.0;112638.0;77.0;295.8
1136;Verenigde Staten;2006;13336200.0;46240.0;11.0;30.0;243151.0;77.0;298.6
1137;Verenigde Staten;2007;14061800.0;46700.0;12.0;29.0;271211.0;77.0;301.6
1138;Verenigde Staten;2008;14369100.0;47580.0;13.0;27.0;328334.0;77.0;304.4
1139;Verenigde Staten;2009;14119000.0;46360.0;11.0;;134710.0;;307.0
1140;Vietnam;1990;6472.0;130.0;36.0;;180.0;39.0;66.2
1141;Vietnam;1991;9613.0;110.0;31.0;;375.0;36.0;67.6
1142;Vietnam;1992;9867.0;130.0;35.0;;474.0;39.0;69.0
1143;Vietnam;1993;13181.0;170.0;29.0;;926.0;41.0;70.3
1144;Vietnam;1994;16286.0;200.0;34.0;;1945.0;44.0;71.7
1145;Vietnam;1995;20736.0;250.0;33.0;;1780.0;44.0;73.0
1146;Vietnam;1996;24657.0;300.0;41.0;;2395.0;43.0;74.3
1147;Vietnam;1997;26844.0;340.0;43.0;2.0;2220.0;42.0;75.5
1148;Vietnam;1998;27210.0;350.0;45.0;2.0;1671.0;42.0;76.5
1149;Vietnam;1999;28684.0;360.0;50.0;1.0;1412.0;40.0;77.5
1150;Vietnam;2000;31173.0;390.0;55.0;11.0;1298.0;39.0;77.6
1151;Vietnam;2001;32685.0;410.0;55.0;8.0;1300.0;39.0;78.7
1152;Vietnam;2002;35058.0;430.0;57.0;6.0;1400.0;38.0;79.7
1153;Vietnam;2003;38867.0;470.0;59.0;6.0;1450.0;38.0;80.9
1154;Vietnam;2004;45404.0;540.0;66.0;4.0;1610.0;38.0;82.0
1155;Vietnam;2005;52427.0;620.0;69.0;5.0;1954.0;38.0;83.1
1156;Vietnam;2006;59716.0;690.0;74.0;6.0;2400.0;38.0;84.1
1157;Vietnam;2007;68435.0;760.0;77.0;9.0;6700.0;38.0;85.2
1158;Vietnam;2008;81270.0;860.0;78.0;;9579.0;38.0;86.2
1159;Vietnam;2009;90091.0;930.0;68.0;;7600.0;39.0;87.3
1160;Zuid-Afrika;1990;112014.0;3390.0;24.0;;-76.0;55.0;35.2
1161;Zuid-Afrika;1991;120225.0;3320.0;22.0;;254.0;57.0;35.9
1162;Zuid-Afrika;1992;130513.0;3320.0;21.0;7.0;3.0;60.0;36.7
1163;Zuid-Afrika;1993;130406.0;3460.0;22.0;5.0;11.0;60.0;37.5
1164;Zuid-Afrika;1994;135778.0;3610.0;22.0;5.0;374.0;60.0;38.3
1165;Zuid-Afrika;1995;151113.0;3740.0;23.0;6.0;1248.0;61.0;39.1
1166;Zuid-Afrika;1996;143732.0;3760.0;25.0;6.0;816.0;62.0;40.0
1167;Zuid-Afrika;1997;148814.0;3680.0;25.0;7.0;3811.0;63.0;40.9
1168;Zuid-Afrika;1998;134296.0;3280.0;26.0;9.0;550.0;64.0;41.9
1169;Zuid-Afrika;1999;133184.0;3150.0;25.0;8.0;1503.0;65.0;42.9
1170;Zuid-Afrika;2000;132878.0;3050.0;28.0;7.0;969.0;65.0;44.0
1171;Zuid-Afrika;2001;118479.0;2830.0;30.0;6.0;7270.0;64.0;44.9
1172;Zuid-Afrika;2002;111101.0;2620.0;33.0;5.0;1480.0;63.0;45.5
1173;Zuid-Afrika;2003;168219.0;2860.0;28.0;5.0;783.0;65.0;46.1
1174;Zuid-Afrika;2004;219093.0;3620.0;26.0;6.0;701.0;66.0;46.7
1175;Zuid-Afrika;2005;247064.0;4850.0;27.0;7.0;6522.0;66.0;47.2
1176;Zuid-Afrika;2006;261007.0;5480.0;30.0;6.0;-184.0;66.0;47.7
1177;Zuid-Afrika;2007;286302.0;5760.0;31.0;6.0;5737.0;65.0;48.3
1178;Zuid-Afrika;2008;276451.0;5870.0;35.0;5.0;9645.0;64.0;48.8
1179;Zuid-Afrika;2009;285366.0;5760.0;27.0;;5628.0;66.0;49.3
1180;Zuid-Korea;1990;263777.0;6000.0;28.0;18.0;789.0;49.0;42.9
1181;Zuid-Korea;1991;308185.0;6980.0;26.0;19.0;1180.0;49.0;43.3
1182;Zuid-Korea;1992;329886.0;7700.0;27.0;20.0;728.0;51.0;43.7
1183;Zuid-Korea;1993;362136.0;8330.0;27.0;20.0;588.0;51.0;44.1
1184;Zuid-Korea;1994;423434.0;9270.0;27.0;23.0;809.0;52.0;44.5
1185;Zuid-Korea;1995;517118.0;10770.0;29.0;26.0;1776.0;52.0;45.1
1186;Zuid-Korea;1996;557644.0;12070.0;28.0;24.0;2325.0;53.0;45.5
1187;Zuid-Korea;1997;516283.0;12190.0;32.0;26.0;2844.0;53.0;46.0
1188;Zuid-Korea;1998;345432.0;9200.0;46.0;27.0;5412.0;54.0;46.3
1189;Zuid-Korea;1999;445399.0;9220.0;39.0;32.0;9333.0;55.0;46.6
1190;Zuid-Korea;2000;533384.0;9910.0;39.0;35.0;9283.0;57.0;47.0
1191;Zuid-Korea;2001;504586.0;10890.0;36.0;30.0;3528.0;59.0;47.4
1192;Zuid-Korea;2002;575929.0;11830.0;33.0;31.0;2392.0;60.0;47.6
1193;Zuid-Korea;2003;643762.0;12680.0;35.0;32.0;3526.0;60.0;47.9
1194;Zuid-Korea;2004;721975.0;14830.0;41.0;33.0;9246.0;58.0;48.0
1195;Zuid-Korea;2005;844863.0;16900.0;39.0;32.0;6309.0;59.0;48.1
1196;Zuid-Korea;2006;951773.0;18950.0;40.0;32.0;3586.0;60.0;48.3
1197;Zuid-Korea;2007;1049236.0;21210.0;42.0;33.0;1784.0;60.0;48.5
1198;Zuid-Korea;2008;931402.0;21570.0;53.0;;3311.0;61.0;48.6
1199;Zuid-Korea;2009;832512.0;19830.0;50.0;;1506.0;61.0;48.7
