ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;Vestigingen_1
82;A-U Alle economische activiteiten;Noord-Nederland (LD);2013;
83;A-U Alle economische activiteiten;Noord-Nederland (LD);2014;
84;A-U Alle economische activiteiten;Noord-Nederland (LD);2015;151375.0
85;A-U Alle economische activiteiten;Noord-Nederland (LD);2016;157240.0
86;A-U Alle economische activiteiten;Noord-Nederland (LD);2017;161040.0
87;A-U Alle economische activiteiten;Noord-Nederland (LD);2018;166660.0
88;A-U Alle economische activiteiten;Noord-Nederland (LD);2019;172450.0
89;A-U Alle economische activiteiten;Noord-Nederland (LD);2020;178720.0
90;A-U Alle economische activiteiten;Noord-Nederland (LD);2021;183835.0
91;A-U Alle economische activiteiten;Noord-Nederland (LD);2022;196835.0
92;A-U Alle economische activiteiten;Noord-Nederland (LD);2023;202405.0
93;A-U Alle economische activiteiten;Noord-Nederland (LD);2024;213170.0
94;A-U Alle economische activiteiten;Noord-Nederland (LD);2025;216400.0
95;A-U Alle economische activiteiten;Oost-Nederland (LD);2007;
96;A-U Alle economische activiteiten;Oost-Nederland (LD);2008;
97;A-U Alle economische activiteiten;Oost-Nederland (LD);2009;
98;A-U Alle economische activiteiten;Oost-Nederland (LD);2010;
99;A-U Alle economische activiteiten;Oost-Nederland (LD);2011;
100;A-U Alle economische activiteiten;Oost-Nederland (LD);2012;
101;A-U Alle economische activiteiten;Oost-Nederland (LD);2013;
102;A-U Alle economische activiteiten;Oost-Nederland (LD);2014;
103;A-U Alle economische activiteiten;Oost-Nederland (LD);2015;329610.0
104;A-U Alle economische activiteiten;Oost-Nederland (LD);2016;343135.0
105;A-U Alle economische activiteiten;Oost-Nederland (LD);2017;353595.0
106;A-U Alle economische activiteiten;Oost-Nederland (LD);2018;368195.0
107;A-U Alle economische activiteiten;Oost-Nederland (LD);2019;384140.0
108;A-U Alle economische activiteiten;Oost-Nederland (LD);2020;401565.0
109;A-U Alle economische activiteiten;Oost-Nederland (LD);2021;415070.0
110;A-U Alle economische activiteiten;Oost-Nederland (LD);2022;447710.0
111;A-U Alle economische activiteiten;Oost-Nederland (LD);2023;463180.0
112;A-U Alle economische activiteiten;Oost-Nederland (LD);2024;490945.0
113;A-U Alle economische activiteiten;Oost-Nederland (LD);2025;500150.0
114;A-U Alle economische activiteiten;West-Nederland (LD);2007;
115;A-U Alle economische activiteiten;West-Nederland (LD);2008;
116;A-U Alle economische activiteiten;West-Nederland (LD);2009;
117;A-U Alle economische activiteiten;West-Nederland (LD);2010;
118;A-U Alle economische activiteiten;West-Nederland (LD);2011;
119;A-U Alle economische activiteiten;West-Nederland (LD);2012;
120;A-U Alle economische activiteiten;West-Nederland (LD);2013;
121;A-U Alle economische activiteiten;West-Nederland (LD);2014;
122;A-U Alle economische activiteiten;West-Nederland (LD);2015;820410.0
123;A-U Alle economische activiteiten;West-Nederland (LD);2016;859335.0
124;A-U Alle economische activiteiten;West-Nederland (LD);2017;889550.0
125;A-U Alle economische activiteiten;West-Nederland (LD);2018;937365.0
126;A-U Alle economische activiteiten;West-Nederland (LD);2019;990205.0
127;A-U Alle economische activiteiten;West-Nederland (LD);2020;1050065.0
128;A-U Alle economische activiteiten;West-Nederland (LD);2021;1089565.0
129;A-U Alle economische activiteiten;West-Nederland (LD);2022;1181845.0
130;A-U Alle economische activiteiten;West-Nederland (LD);2023;1231320.0
131;A-U Alle economische activiteiten;West-Nederland (LD);2024;1316190.0
132;A-U Alle economische activiteiten;West-Nederland (LD);2025;1338730.0
133;A-U Alle economische activiteiten;Zuid-Nederland (LD);2007;
134;A-U Alle economische activiteiten;Zuid-Nederland (LD);2008;
135;A-U Alle economische activiteiten;Zuid-Nederland (LD);2009;
136;A-U Alle economische activiteiten;Zuid-Nederland (LD);2010;
137;A-U Alle economische activiteiten;Zuid-Nederland (LD);2011;
138;A-U Alle economische activiteiten;Zuid-Nederland (LD);2012;
139;A-U Alle economische activiteiten;Zuid-Nederland (LD);2013;
140;A-U Alle economische activiteiten;Zuid-Nederland (LD);2014;
141;A-U Alle economische activiteiten;Zuid-Nederland (LD);2015;335950.0
142;A-U Alle economische activiteiten;Zuid-Nederland (LD);2016;347795.0
143;A-U Alle economische activiteiten;Zuid-Nederland (LD);2017;357460.0
144;A-U Alle economische activiteiten;Zuid-Nederland (LD);2018;371755.0
145;A-U Alle economische activiteiten;Zuid-Nederland (LD);2019;386445.0
146;A-U Alle economische activiteiten;Zuid-Nederland (LD);2020;403035.0
147;A-U Alle economische activiteiten;Zuid-Nederland (LD);2021;416070.0
148;A-U Alle economische activiteiten;Zuid-Nederland (LD);2022;448850.0
149;A-U Alle economische activiteiten;Zuid-Nederland (LD);2023;461695.0
150;A-U Alle economische activiteiten;Zuid-Nederland (LD);2024;487495.0
151;A-U Alle economische activiteiten;Zuid-Nederland (LD);2025;496260.0
152;A-U Alle economische activiteiten;Buitenland (LD);2007;
153;A-U Alle economische activiteiten;Buitenland (LD);2008;
154;A-U Alle economische activiteiten;Buitenland (LD);2009;
155;A-U Alle economische activiteiten;Buitenland (LD);2010;
156;A-U Alle economische activiteiten;Buitenland (LD);2011;
157;A-U Alle economische activiteiten;Buitenland (LD);2012;
158;A-U Alle economische activiteiten;Buitenland (LD);2013;
159;A-U Alle economische activiteiten;Buitenland (LD);2014;
160;A-U Alle economische activiteiten;Buitenland (LD);2015;0.0
161;A-U Alle economische activiteiten;Buitenland (LD);2016;0.0
162;A-U Alle economische activiteiten;Buitenland (LD);2017;0.0
163;A-U Alle economische activiteiten;Buitenland (LD);2018;0.0
164;A-U Alle economische activiteiten;Buitenland (LD);2019;0.0
165;A-U Alle economische activiteiten;Buitenland (LD);2020;0.0
166;A-U Alle economische activiteiten;Buitenland (LD);2021;0.0
167;A-U Alle economische activiteiten;Buitenland (LD);2022;0.0
168;A-U Alle economische activiteiten;Buitenland (LD);2023;0.0
169;A-U Alle economische activiteiten;Buitenland (LD);2024;0.0
170;A-U Alle economische activiteiten;Buitenland (LD);2025;0.0
171;A-U Alle economische activiteiten;Niet in te delen (LD);2007;
172;A-U Alle economische activiteiten;Niet in te delen (LD);2008;
173;A-U Alle economische activiteiten;Niet in te delen (LD);2009;
174;A-U Alle economische activiteiten;Niet in te delen (LD);2010;
175;A-U Alle economische activiteiten;Niet in te delen (LD);2011;
176;A-U Alle economische activiteiten;Niet in te delen (LD);2012;
177;A-U Alle economische activiteiten;Niet in te delen (LD);2013;
178;A-U Alle economische activiteiten;Niet in te delen (LD);2014;
179;A-U Alle economische activiteiten;Niet in te delen (LD);2015;15.0
180;A-U Alle economische activiteiten;Niet in te delen (LD);2016;10.0
181;A-U Alle economische activiteiten;Niet in te delen (LD);2017;5.0
182;A-U Alle economische activiteiten;Niet in te delen (LD);2018;5.0
183;A-U Alle economische activiteiten;Niet in te delen (LD);2019;4025.0
184;A-U Alle economische activiteiten;Niet in te delen (LD);2020;4255.0
185;A-U Alle economische activiteiten;Niet in te delen (LD);2021;4270.0
186;A-U Alle economische activiteiten;Niet in te delen (LD);2022;4740.0
187;A-U Alle economische activiteiten;Niet in te delen (LD);2023;4695.0
188;A-U Alle economische activiteiten;Niet in te delen (LD);2024;4785.0
189;A-U Alle economische activiteiten;Niet in te delen (LD);2025;4460.0
190;A-U Alle economische activiteiten;Groningen (PV);2007;
191;A-U Alle economische activiteiten;Groningen (PV);2008;
192;A-U Alle economische activiteiten;Groningen (PV);2009;
193;A-U Alle economische activiteiten;Groningen (PV);2010;
194;A-U Alle economische activiteiten;Groningen (PV);2011;
195;A-U Alle economische activiteiten;Groningen (PV);2012;
196;A-U Alle economische activiteiten;Groningen (PV);2013;
197;A-U Alle economische activiteiten;Groningen (PV);2014;
198;A-U Alle economische activiteiten;Groningen (PV);2015;48415.0
199;A-U Alle economische activiteiten;Groningen (PV);2016;50365.0
200;A-U Alle economische activiteiten;Groningen (PV);2017;51675.0
201;A-U Alle economische activiteiten;Groningen (PV);2018;53475.0
202;A-U Alle economische activiteiten;Groningen (PV);2019;55360.0
203;A-U Alle economische activiteiten;Groningen (PV);2020;57490.0
204;A-U Alle economische activiteiten;Groningen (PV);2021;59420.0
205;A-U Alle economische activiteiten;Groningen (PV);2022;63610.0
206;A-U Alle economische activiteiten;Groningen (PV);2023;65470.0
207;A-U Alle economische activiteiten;Groningen (PV);2024;69435.0
208;A-U Alle economische activiteiten;Groningen (PV);2025;70460.0
209;A-U Alle economische activiteiten;Fryslân (PV);2007;
210;A-U Alle economische activiteiten;Fryslân (PV);2008;
211;A-U Alle economische activiteiten;Fryslân (PV);2009;
212;A-U Alle economische activiteiten;Fryslân (PV);2010;
213;A-U Alle economische activiteiten;Fryslân (PV);2011;
214;A-U Alle economische activiteiten;Fryslân (PV);2012;
215;A-U Alle economische activiteiten;Fryslân (PV);2013;
216;A-U Alle economische activiteiten;Fryslân (PV);2014;
217;A-U Alle economische activiteiten;Fryslân (PV);2015;60460.0
218;A-U Alle economische activiteiten;Fryslân (PV);2016;62740.0
219;A-U Alle economische activiteiten;Fryslân (PV);2017;64145.0
220;A-U Alle economische activiteiten;Fryslân (PV);2018;66360.0
221;A-U Alle economische activiteiten;Fryslân (PV);2019;68655.0
222;A-U Alle economische activiteiten;Fryslân (PV);2020;71070.0
223;A-U Alle economische activiteiten;Fryslân (PV);2021;73075.0
224;A-U Alle economische activiteiten;Fryslân (PV);2022;78395.0
225;A-U Alle economische activiteiten;Fryslân (PV);2023;80905.0
226;A-U Alle economische activiteiten;Fryslân (PV);2024;85025.0
227;A-U Alle economische activiteiten;Fryslân (PV);2025;86280.0
228;A-U Alle economische activiteiten;Drenthe (PV);2007;
229;A-U Alle economische activiteiten;Drenthe (PV);2008;
230;A-U Alle economische activiteiten;Drenthe (PV);2009;
231;A-U Alle economische activiteiten;Drenthe (PV);2010;
232;A-U Alle economische activiteiten;Drenthe (PV);2011;
233;A-U Alle economische activiteiten;Drenthe (PV);2012;
234;A-U Alle economische activiteiten;Drenthe (PV);2013;
235;A-U Alle economische activiteiten;Drenthe (PV);2014;
236;A-U Alle economische activiteiten;Drenthe (PV);2015;42495.0
237;A-U Alle economische activiteiten;Drenthe (PV);2016;44135.0
238;A-U Alle economische activiteiten;Drenthe (PV);2017;45220.0
239;A-U Alle economische activiteiten;Drenthe (PV);2018;46815.0
240;A-U Alle economische activiteiten;Drenthe (PV);2019;48430.0
241;A-U Alle economische activiteiten;Drenthe (PV);2020;50160.0
242;A-U Alle economische activiteiten;Drenthe (PV);2021;51340.0
243;A-U Alle economische activiteiten;Drenthe (PV);2022;54830.0
244;A-U Alle economische activiteiten;Drenthe (PV);2023;56030.0
245;A-U Alle economische activiteiten;Drenthe (PV);2024;58710.0
246;A-U Alle economische activiteiten;Drenthe (PV);2025;59660.0
247;A-U Alle economische activiteiten;Overijssel (PV);2007;
248;A-U Alle economische activiteiten;Overijssel (PV);2008;
249;A-U Alle economische activiteiten;Overijssel (PV);2009;
250;A-U Alle economische activiteiten;Overijssel (PV);2010;
251;A-U Alle economische activiteiten;Overijssel (PV);2011;
252;A-U Alle economische activiteiten;Overijssel (PV);2012;
253;A-U Alle economische activiteiten;Overijssel (PV);2013;
254;A-U Alle economische activiteiten;Overijssel (PV);2014;
255;A-U Alle economische activiteiten;Overijssel (PV);2015;99325.0
256;A-U Alle economische activiteiten;Overijssel (PV);2016;103415.0
257;A-U Alle economische activiteiten;Overijssel (PV);2017;106255.0
258;A-U Alle economische activiteiten;Overijssel (PV);2018;110335.0
259;A-U Alle economische activiteiten;Overijssel (PV);2019;114530.0
260;A-U Alle economische activiteiten;Overijssel (PV);2020;118725.0
261;A-U Alle economische activiteiten;Overijssel (PV);2021;122170.0
262;A-U Alle economische activiteiten;Overijssel (PV);2022;131095.0
263;A-U Alle economische activiteiten;Overijssel (PV);2023;135180.0
264;A-U Alle economische activiteiten;Overijssel (PV);2024;142470.0
265;A-U Alle economische activiteiten;Overijssel (PV);2025;145115.0
266;A-U Alle economische activiteiten;Flevoland (PV);2007;
267;A-U Alle economische activiteiten;Flevoland (PV);2008;
268;A-U Alle economische activiteiten;Flevoland (PV);2009;
269;A-U Alle economische activiteiten;Flevoland (PV);2010;
270;A-U Alle economische activiteiten;Flevoland (PV);2011;
271;A-U Alle economische activiteiten;Flevoland (PV);2012;
272;A-U Alle economische activiteiten;Flevoland (PV);2013;
273;A-U Alle economische activiteiten;Flevoland (PV);2014;
274;A-U Alle economische activiteiten;Flevoland (PV);2015;37165.0
275;A-U Alle economische activiteiten;Flevoland (PV);2016;38670.0
276;A-U Alle economische activiteiten;Flevoland (PV);2017;39845.0
277;A-U Alle economische activiteiten;Flevoland (PV);2018;41820.0
278;A-U Alle economische activiteiten;Flevoland (PV);2019;44020.0
279;A-U Alle economische activiteiten;Flevoland (PV);2020;46955.0
280;A-U Alle economische activiteiten;Flevoland (PV);2021;49240.0
281;A-U Alle economische activiteiten;Flevoland (PV);2022;53915.0
282;A-U Alle economische activiteiten;Flevoland (PV);2023;56745.0
283;A-U Alle economische activiteiten;Flevoland (PV);2024;61290.0
284;A-U Alle economische activiteiten;Flevoland (PV);2025;62990.0
285;A-U Alle economische activiteiten;Gelderland (PV);2007;
286;A-U Alle economische activiteiten;Gelderland (PV);2008;
287;A-U Alle economische activiteiten;Gelderland (PV);2009;
288;A-U Alle economische activiteiten;Gelderland (PV);2010;
289;A-U Alle economische activiteiten;Gelderland (PV);2011;
290;A-U Alle economische activiteiten;Gelderland (PV);2012;
291;A-U Alle economische activiteiten;Gelderland (PV);2013;
292;A-U Alle economische activiteiten;Gelderland (PV);2014;
293;A-U Alle economische activiteiten;Gelderland (PV);2015;193120.0
294;A-U Alle economische activiteiten;Gelderland (PV);2016;201055.0
295;A-U Alle economische activiteiten;Gelderland (PV);2017;207495.0
296;A-U Alle economische activiteiten;Gelderland (PV);2018;216040.0
297;A-U Alle economische activiteiten;Gelderland (PV);2019;225590.0
298;A-U Alle economische activiteiten;Gelderland (PV);2020;235885.0
299;A-U Alle economische activiteiten;Gelderland (PV);2021;243665.0
300;A-U Alle economische activiteiten;Gelderland (PV);2022;262700.0
301;A-U Alle economische activiteiten;Gelderland (PV);2023;271255.0
302;A-U Alle economische activiteiten;Gelderland (PV);2024;287185.0
303;A-U Alle economische activiteiten;Gelderland (PV);2025;292045.0
304;A-U Alle economische activiteiten;Utrecht (PV);2007;
305;A-U Alle economische activiteiten;Utrecht (PV);2008;
306;A-U Alle economische activiteiten;Utrecht (PV);2009;
307;A-U Alle economische activiteiten;Utrecht (PV);2010;
308;A-U Alle economische activiteiten;Utrecht (PV);2011;
309;A-U Alle economische activiteiten;Utrecht (PV);2012;
310;A-U Alle economische activiteiten;Utrecht (PV);2013;
311;A-U Alle economische activiteiten;Utrecht (PV);2014;
312;A-U Alle economische activiteiten;Utrecht (PV);2015;136440.0
313;A-U Alle economische activiteiten;Utrecht (PV);2016;142805.0
314;A-U Alle economische activiteiten;Utrecht (PV);2017;147490.0
315;A-U Alle economische activiteiten;Utrecht (PV);2018;154610.0
316;A-U Alle economische activiteiten;Utrecht (PV);2019;166225.0
317;A-U Alle economische activiteiten;Utrecht (PV);2020;175510.0
318;A-U Alle economische activiteiten;Utrecht (PV);2021;180460.0
319;A-U Alle economische activiteiten;Utrecht (PV);2022;194320.0
320;A-U Alle economische activiteiten;Utrecht (PV);2023;202020.0
321;A-U Alle economische activiteiten;Utrecht (PV);2024;214545.0
322;A-U Alle economische activiteiten;Utrecht (PV);2025;217950.0
323;A-U Alle economische activiteiten;Noord-Holland (PV);2007;
324;A-U Alle economische activiteiten;Noord-Holland (PV);2008;
325;A-U Alle economische activiteiten;Noord-Holland (PV);2009;
326;A-U Alle economische activiteiten;Noord-Holland (PV);2010;
327;A-U Alle economische activiteiten;Noord-Holland (PV);2011;
328;A-U Alle economische activiteiten;Noord-Holland (PV);2012;
329;A-U Alle economische activiteiten;Noord-Holland (PV);2013;
330;A-U Alle economische activiteiten;Noord-Holland (PV);2014;
331;A-U Alle economische activiteiten;Noord-Holland (PV);2015;320135.0
332;A-U Alle economische activiteiten;Noord-Holland (PV);2016;336425.0
333;A-U Alle economische activiteiten;Noord-Holland (PV);2017;349755.0
334;A-U Alle economische activiteiten;Noord-Holland (PV);2018;369455.0
335;A-U Alle economische activiteiten;Noord-Holland (PV);2019;389755.0
336;A-U Alle economische activiteiten;Noord-Holland (PV);2020;412640.0
337;A-U Alle economische activiteiten;Noord-Holland (PV);2021;426160.0
338;A-U Alle economische activiteiten;Noord-Holland (PV);2022;461220.0
339;A-U Alle economische activiteiten;Noord-Holland (PV);2023;477365.0
340;A-U Alle economische activiteiten;Noord-Holland (PV);2024;509005.0
341;A-U Alle economische activiteiten;Noord-Holland (PV);2025;517805.0
342;A-U Alle economische activiteiten;Zuid-Holland (PV);2007;
343;A-U Alle economische activiteiten;Zuid-Holland (PV);2008;
344;A-U Alle economische activiteiten;Zuid-Holland (PV);2009;
345;A-U Alle economische activiteiten;Zuid-Holland (PV);2010;
346;A-U Alle economische activiteiten;Zuid-Holland (PV);2011;
347;A-U Alle economische activiteiten;Zuid-Holland (PV);2012;
348;A-U Alle economische activiteiten;Zuid-Holland (PV);2013;
349;A-U Alle economische activiteiten;Zuid-Holland (PV);2014;
350;A-U Alle economische activiteiten;Zuid-Holland (PV);2015;328940.0
351;A-U Alle economische activiteiten;Zuid-Holland (PV);2016;343955.0
352;A-U Alle economische activiteiten;Zuid-Holland (PV);2017;355315.0
353;A-U Alle economische activiteiten;Zuid-Holland (PV);2018;375050.0
354;A-U Alle economische activiteiten;Zuid-Holland (PV);2019;394370.0
355;A-U Alle economische activiteiten;Zuid-Holland (PV);2020;420575.0
356;A-U Alle economische activiteiten;Zuid-Holland (PV);2021;440145.0
357;A-U Alle economische activiteiten;Zuid-Holland (PV);2022;480510.0
358;A-U Alle economische activiteiten;Zuid-Holland (PV);2023;504685.0
359;A-U Alle economische activiteiten;Zuid-Holland (PV);2024;542960.0
360;A-U Alle economische activiteiten;Zuid-Holland (PV);2025;552695.0
361;A-U Alle economische activiteiten;Zeeland (PV);2007;
362;A-U Alle economische activiteiten;Zeeland (PV);2008;
363;A-U Alle economische activiteiten;Zeeland (PV);2009;
364;A-U Alle economische activiteiten;Zeeland (PV);2010;
365;A-U Alle economische activiteiten;Zeeland (PV);2011;
366;A-U Alle economische activiteiten;Zeeland (PV);2012;
367;A-U Alle economische activiteiten;Zeeland (PV);2013;
368;A-U Alle economische activiteiten;Zeeland (PV);2014;
369;A-U Alle economische activiteiten;Zeeland (PV);2015;34900.0
370;A-U Alle economische activiteiten;Zeeland (PV);2016;36145.0
371;A-U Alle economische activiteiten;Zeeland (PV);2017;36990.0
372;A-U Alle economische activiteiten;Zeeland (PV);2018;38250.0
373;A-U Alle economische activiteiten;Zeeland (PV);2019;39855.0
374;A-U Alle economische activiteiten;Zeeland (PV);2020;41340.0
375;A-U Alle economische activiteiten;Zeeland (PV);2021;42800.0
376;A-U Alle economische activiteiten;Zeeland (PV);2022;45800.0
377;A-U Alle economische activiteiten;Zeeland (PV);2023;47245.0
378;A-U Alle economische activiteiten;Zeeland (PV);2024;49680.0
379;A-U Alle economische activiteiten;Zeeland (PV);2025;50280.0
380;A-U Alle economische activiteiten;Noord-Brabant (PV);2007;
381;A-U Alle economische activiteiten;Noord-Brabant (PV);2008;
382;A-U Alle economische activiteiten;Noord-Brabant (PV);2009;
383;A-U Alle economische activiteiten;Noord-Brabant (PV);2010;
384;A-U Alle economische activiteiten;Noord-Brabant (PV);2011;
385;A-U Alle economische activiteiten;Noord-Brabant (PV);2012;
386;A-U Alle economische activiteiten;Noord-Brabant (PV);2013;
387;A-U Alle economische activiteiten;Noord-Brabant (PV);2014;
388;A-U Alle economische activiteiten;Noord-Brabant (PV);2015;244820.0
389;A-U Alle economische activiteiten;Noord-Brabant (PV);2016;253520.0
390;A-U Alle economische activiteiten;Noord-Brabant (PV);2017;260615.0
391;A-U Alle economische activiteiten;Noord-Brabant (PV);2018;271375.0
392;A-U Alle economische activiteiten;Noord-Brabant (PV);2019;282580.0
393;A-U Alle economische activiteiten;Noord-Brabant (PV);2020;295750.0
394;A-U Alle economische activiteiten;Noord-Brabant (PV);2021;305735.0
395;A-U Alle economische activiteiten;Noord-Brabant (PV);2022;330565.0
396;A-U Alle economische activiteiten;Noord-Brabant (PV);2023;340445.0
397;A-U Alle economische activiteiten;Noord-Brabant (PV);2024;359785.0
398;A-U Alle economische activiteiten;Noord-Brabant (PV);2025;366420.0
399;A-U Alle economische activiteiten;Limburg (PV);2007;
400;A-U Alle economische activiteiten;Limburg (PV);2008;
401;A-U Alle economische activiteiten;Limburg (PV);2009;
402;A-U Alle economische activiteiten;Limburg (PV);2010;
403;A-U Alle economische activiteiten;Limburg (PV);2011;
404;A-U Alle economische activiteiten;Limburg (PV);2012;
405;A-U Alle economische activiteiten;Limburg (PV);2013;
406;A-U Alle economische activiteiten;Limburg (PV);2014;
407;A-U Alle economische activiteiten;Limburg (PV);2015;91130.0
408;A-U Alle economische activiteiten;Limburg (PV);2016;94275.0
409;A-U Alle economische activiteiten;Limburg (PV);2017;96850.0
410;A-U Alle economische activiteiten;Limburg (PV);2018;100385.0
411;A-U Alle economische activiteiten;Limburg (PV);2019;103865.0
412;A-U Alle economische activiteiten;Limburg (PV);2020;107285.0
413;A-U Alle economische activiteiten;Limburg (PV);2021;110335.0
414;A-U Alle economische activiteiten;Limburg (PV);2022;118280.0
415;A-U Alle economische activiteiten;Limburg (PV);2023;121250.0
416;A-U Alle economische activiteiten;Limburg (PV);2024;127705.0
417;A-U Alle economische activiteiten;Limburg (PV);2025;129835.0
418;A-U Alle economische activiteiten;Buitenland (PV);2007;
419;A-U Alle economische activiteiten;Buitenland (PV);2008;
420;A-U Alle economische activiteiten;Buitenland (PV);2009;
421;A-U Alle economische activiteiten;Buitenland (PV);2010;
422;A-U Alle economische activiteiten;Buitenland (PV);2011;
423;A-U Alle economische activiteiten;Buitenland (PV);2012;
424;A-U Alle economische activiteiten;Buitenland (PV);2013;
425;A-U Alle economische activiteiten;Buitenland (PV);2014;
426;A-U Alle economische activiteiten;Buitenland (PV);2015;0.0
427;A-U Alle economische activiteiten;Buitenland (PV);2016;0.0
428;A-U Alle economische activiteiten;Buitenland (PV);2017;0.0
