ID;RegioS;Perioden;TotaleOppervlakte_1;TotaalVerkeersterrein_2;Spoorterrein_3;Wegverkeersterrein_4;Vliegveld_5;TotaalBebouwdTerrein_6;Woonterrein_7;TerreinVoorDetailhandelEnHoreca_8;TerreinVoorOpenbareVoorzieningen_9;TerreinVoorSociaalCultureleVoorz_10;Bedrijventerrein_11;TotaalSemiBebouwdTerrein_12;Stortplaats_13;Wrakkenopslagplaats_14;Begraafplaats_15;Delfstofwinplaats_16;Bouwterrein_17;SemiVerhardOverigTerrein_18;TotaalRecreatieterrein_19;ParkEnPlantsoen_20;Sportterrein_21;Volkstuin_22;DagrecreatiefTerrein_23;VerblijfsrecreatiefTerrein_24;TotaalAgrarischTerrein_25;TerreinVoorGlastuinbouw_26;OverigAgrarischTerrein_27;TotaalBosEnOpenNatuurlijkTerrein_28;Bos_29;OpenDroogNatuurlijkTerrein_30;OpenNatNatuurlijkTerrein_31;TotaalBinnenwater_32;IJsselmeerMarkermeer_33;AfgeslotenZeearm_34;RijnEnMaas_35;Randmeer_36;Spaarbekken_37;RecreatiefBinnenwater_38;BinnenwaterVoorDelfstofwinning_39;VloeiEnOfSlibveld_40;OverigBinnenwater_41;TotaalBuitenwater_42;WaddenzeeEemsDollard_43;Oosterschelde_44;Westerschelde_45;Noordzee_46
10;Noord-Nederland (LD);2000;1138915.0;21877.0;1217.0;20421.0;239.0;43036.0;31423.0;439.0;1403.0;1961.0;7809.0;8500.0;529.0;87.0;797.0;1113.0;5019.0;957.0;12654.0;2744.0;4417.0;399.0;1531.0;3561.0;651946.0;559.0;651385.0;94713.0;51724.0;23836.0;19154.0;75586.0;45781.0;2396.0;;;0.0;1152.0;712.0;230.0;25315.0;230606.0;208773.0;;;21833.0
11;Noord-Nederland (LD);2003;1138914.0;22053.0;1133.0;20707.0;214.0;44641.0;31634.0;778.0;1490.0;2125.0;8615.0;8538.0;515.0;92.0;823.0;1101.0;5219.0;787.0;13120.0;3027.0;4488.0;386.0;1392.0;3827.0;647176.0;630.0;646547.0;96077.0;51516.0;23334.0;21227.0;76250.0;45779.0;2399.0;;;0.0;1242.0;773.0;271.0;25786.0;231058.0;207090.0;;;23968.0
12;Noord-Nederland (LD);2006;1138914.0;21991.0;1119.0;20665.0;207.0;46391.0;32345.0;911.0;1539.0;2195.0;9401.0;9349.0;499.0;91.0;837.0;1144.0;6015.0;764.0;13547.0;3083.0;4736.0;388.0;1377.0;3962.0;642669.0;646.0;642023.0;96618.0;51627.0;23714.0;21277.0;77517.0;45773.0;2404.0;;;0.0;1227.0;786.0;227.0;27099.0;230833.0;206956.0;;;23876.0
13;Noord-Nederland (LD);2008;1138916.0;21916.0;1124.0;20583.0;209.0;47295.0;32734.0;1262.0;1504.0;2084.0;9711.0;9521.0;540.0;106.0;841.0;1135.0;6166.0;733.0;13893.0;3186.0;4911.0;362.0;1317.0;4117.0;640868.0;668.0;640200.0;96936.0;51657.0;23988.0;21291.0;77664.0;45775.0;2383.0;;;0.0;1272.0;816.0;243.0;27175.0;230823.0;206944.0;;;23879.0
14;Noord-Nederland (LD);2010;1138914.0;22500.0;1139.0;21138.0;223.0;47860.0;33109.0;1293.0;1504.0;2034.0;9919.0;9893.0;526.0;98.0;847.0;1160.0;6532.0;730.0;13862.0;3160.0;4868.0;365.0;1335.0;4135.0;637585.0;642.0;636943.0;96898.0;51737.0;23929.0;21231.0;78746.0;45769.0;2382.0;;;0.0;1281.0;900.0;205.0;28210.0;231569.0;205956.0;;;25613.0
15;Noord-Nederland (LD);2012;1138883.0;21980.0;1129.0;20626.0;225.0;48846.0;33456.0;1398.0;1489.0;2078.0;10425.0;9401.0;511.0;94.0;848.0;1205.0;5998.0;744.0;14454.0;3334.0;4996.0;320.0;1447.0;4357.0;635951.0;641.0;635311.0;97674.0;51236.0;24574.0;21864.0;78919.0;45767.0;2383.0;;;0.0;1299.0;910.0;144.0;28416.0;231659.0;206046.0;;;25613.0
16;Noord-Nederland (LD);2015;1138884.0;21912.0;1121.0;20549.0;242.0;49868.0;33930.0;1464.0;1631.0;2188.0;10655.0;8384.0;504.0;86.0;864.0;1283.0;4885.0;762.0;15115.0;3504.0;5135.0;327.0;1568.0;4581.0;630879.0;611.0;630268.0;103062.0;50292.0;27861.0;24910.0;79596.0;45767.0;2389.0;;;0.0;1336.0;1005.0;134.0;28965.0;230068.0;204746.0;;;25322.0
17;Noord-Nederland (LD);2017;1138883.0;21809.0;1102.0;20440.0;268.0;50836.0;34558.0;1484.0;1788.0;2163.0;10844.0;6993.0;429.0;75.0;922.0;1207.0;3591.0;770.0;15475.0;3675.0;5190.0;342.0;1598.0;4670.0;630548.0;608.0;629940.0;103202.0;49939.0;26241.0;27022.0;79979.0;45760.0;2392.0;;;0.0;1461.0;925.0;68.0;29372.0;230041.0;204352.0;;;25690.0
18;Oost-Nederland (LD);1996;1097572.0;29356.0;2238.0;26810.0;308.0;67576.0;47316.0;940.0;2844.0;3643.0;12836.0;7765.0;825.0;121.0;977.0;690.0;4292.0;860.0;21434.0;4716.0;7025.0;689.0;2733.0;6272.0;662658.0;792.0;661865.0;184175.0;147374.0;23455.0;13347.0;124610.0;84837.0;;6451.0;11654.0;27.0;2334.0;860.0;45.0;18402.0;;;;;
19;Oost-Nederland (LD);2000;1096966.0;29199.0;2131.0;26761.0;307.0;71109.0;49390.0;1001.0;2841.0;3670.0;14208.0;9604.0;816.0;129.0;999.0;604.0;6245.0;810.0;22121.0;5141.0;7197.0;668.0;2604.0;6510.0;654591.0;1034.0;653557.0;185485.0;149153.0;23011.0;13320.0;124858.0;84740.0;;6455.0;11379.0;34.0;2356.0;918.0;121.0;18856.0;;;;;
20;Oost-Nederland (LD);2003;1096967.0;29619.0;2016.0;27275.0;328.0;73706.0;50079.0;1420.0;3109.0;3715.0;15383.0;11519.0;835.0;134.0;1026.0;593.0;8040.0;891.0;23389.0;5829.0;7410.0;629.0;2638.0;6884.0;649705.0;1210.0;648495.0;183550.0;146921.0;23313.0;13316.0;125480.0;84768.0;;6464.0;12964.0;42.0;2603.0;900.0;120.0;17619.0;;;;;
21;Oost-Nederland (LD);2006;1096967.0;29870.0;2003.0;27536.0;330.0;76312.0;51521.0;1631.0;3055.0;3827.0;16278.0;11341.0;868.0;140.0;1039.0;596.0;7929.0;770.0;24023.0;6172.0;7630.0;624.0;2667.0;6931.0;646513.0;1432.0;645081.0;183048.0;146142.0;24004.0;12902.0;125861.0;84770.0;;6515.0;12973.0;36.0;2582.0;974.0;102.0;17909.0;;;;;
22;Oost-Nederland (LD);2008;1096967.0;30130.0;2048.0;27765.0;317.0;77720.0;51999.0;2163.0;3062.0;3761.0;16735.0;11639.0;833.0;140.0;1045.0;518.0;8396.0;707.0;24396.0;6220.0;7830.0;629.0;2667.0;7050.0;643640.0;1574.0;642066.0;183441.0;146236.0;24075.0;13130.0;126001.0;84773.0;;6525.0;12945.0;36.0;2725.0;841.0;125.0;18031.0;;;;;
23;Oost-Nederland (LD);2010;1096967.0;30357.0;2085.0;27963.0;309.0;78753.0;52419.0;2316.0;3014.0;3690.0;17315.0;12141.0;778.0;131.0;1084.0;550.0;8997.0;601.0;24589.0;6217.0;7933.0;626.0;2622.0;7191.0;640749.0;1631.0;639118.0;183851.0;146089.0;26018.0;11743.0;126527.0;84764.0;;6605.0;12952.0;34.0;2609.0;1010.0;122.0;18431.0;;;;;
24;Oost-Nederland (LD);2012;1096935.0;30210.0;2268.0;27635.0;307.0;80760.0;53230.0;2407.0;2998.0;3868.0;18257.0;11337.0;722.0;120.0;1095.0;517.0;8236.0;647.0;25340.0;6404.0;8229.0;618.0;2770.0;7319.0;638668.0;1596.0;637072.0;183889.0;145766.0;26455.0;11668.0;126731.0;84763.0;;6578.0;12922.0;34.0;2704.0;994.0;124.0;18612.0;;;;;
25;Oost-Nederland (LD);2015;1096935.0;29950.0;2274.0;27366.0;309.0;82236.0;53970.0;2483.0;2935.0;4016.0;18832.0;11335.0;723.0;121.0;1119.0;673.0;8047.0;652.0;26013.0;6684.0;8431.0;617.0;2802.0;7479.0;634883.0;1578.0;633304.0;185016.0;144799.0;27032.0;13186.0;127502.0;84763.0;;6588.0;12899.0;34.0;2732.0;1091.0;102.0;19294.0;;;;;
26;Oost-Nederland (LD);2017;1096935.0;29886.0;2271.0;27181.0;433.0;84515.0;55387.0;2662.0;2825.0;4263.0;19379.0;9292.0;637.0;116.0;1148.0;671.0;6039.0;681.0;26681.0;7103.0;8565.0;602.0;2791.0;7620.0;633569.0;1658.0;631911.0;184768.0;144268.0;26948.0;13551.0;128225.0;84527.0;;6551.0;12869.0;34.0;2825.0;1205.0;99.0;20115.0;;;;;
27;West-Nederland (LD);1996;1187098.0;36596.0;3740.0;31780.0;1076.0;117923.0;81430.0;2070.0;4079.0;5741.0;24603.0;15293.0;765.0;153.0;1443.0;193.0;9360.0;3381.0;34959.0;11033.0;12156.0;2492.0;4098.0;5181.0;578242.0;10884.0;567358.0;82682.0;42822.0;27266.0;12594.0;134839.0;52870.0;26777.0;7224.0;2660.0;606.0;3067.0;287.0;231.0;41118.0;186561.0;50572.0;34596.0;29779.0;71615.0
28;West-Nederland (LD);2000;1187824.0;36865.0;3641.0;32185.0;1040.0;121811.0;83682.0;2128.0;4051.0;5707.0;26242.0;20562.0;740.0;149.0;1473.0;195.0;14732.0;3274.0;35823.0;11408.0;12188.0;2464.0;4342.0;5420.0;567473.0;11341.0;556132.0;83731.0;43676.0;27744.0;12312.0;135133.0;52740.0;26754.0;7226.0;2660.0;590.0;3200.0;324.0;237.0;41401.0;186427.0;50577.0;34582.0;29783.0;71485.0
29;West-Nederland (LD);2003;1187815.0;37648.0;3557.0;33066.0;1025.0;125804.0;85042.0;2593.0;4555.0;5593.0;28020.0;20524.0;769.0;154.0;1498.0;150.0;14898.0;3056.0;37837.0;12490.0;12475.0;2430.0;4667.0;5775.0;559018.0;11355.0;547663.0;84955.0;43389.0;28506.0;13060.0;135724.0;52623.0;26773.0;7119.0;2663.0;587.0;3444.0;253.0;233.0;42028.0;186305.0;50175.0;34585.0;29855.0;71690.0
30;West-Nederland (LD);2006;1189328.0;38501.0;3640.0;33731.0;1130.0;128887.0;86091.0;2927.0;4303.0;5635.0;29931.0;21292.0;692.0;154.0;1520.0;115.0;16043.0;2768.0;38857.0;12991.0;12843.0;2451.0;4638.0;5933.0;551649.0;11386.0;540263.0;85415.0;43140.0;28872.0;13404.0;136746.0;52625.0;26795.0;7190.0;2660.0;590.0;3498.0;422.0;245.0;42722.0;187982.0;50207.0;34586.0;29875.0;73314.0
31;West-Nederland (LD);2008;1189326.0;39037.0;3644.0;34245.0;1148.0;131916.0;86909.0;3925.0;4156.0;5652.0;31274.0;19887.0;676.0;180.0;1547.0;102.0;14849.0;2533.0;39064.0;13033.0;12972.0;2414.0;4577.0;6068.0;548547.0;11560.0;536987.0;85635.0;43221.0;28896.0;13518.0;137189.0;52619.0;26762.0;7187.0;2656.0;588.0;3533.0;170.0;224.0;43450.0;188051.0;50207.0;34590.0;29928.0;73326.0
32;West-Nederland (LD);2010;1189328.0;38562.0;3651.0;33766.0;1144.0;133735.0;87206.0;4477.0;4008.0;5644.0;32400.0;19180.0;526.0;167.0;1589.0;142.0;14499.0;2258.0;39611.0;13227.0;13178.0;2345.0;4741.0;6119.0;546397.0;11233.0;535164.0;85998.0;43394.0;29087.0;13517.0;137931.0;52584.0;26869.0;7188.0;2651.0;589.0;3563.0;312.0;207.0;43968.0;187914.0;50198.0;34593.0;29939.0;73184.0
33;West-Nederland (LD);2012;1189328.0;38110.0;3738.0;33274.0;1099.0;135737.0;87755.0;4793.0;4040.0;5817.0;33332.0;19404.0;453.0;150.0;1605.0;129.0;14829.0;2237.0;41458.0;13915.0;13480.0;2272.0;5370.0;6421.0;541040.0;10615.0;530425.0;88150.0;43540.0;28792.0;15817.0;138762.0;52615.0;26846.0;7174.0;2651.0;590.0;3750.0;135.0;29.0;44972.0;186666.0;50185.0;34594.0;29884.0;72002.0
34;West-Nederland (LD);2015;1189328.0;38014.0;3765.0;33195.0;1054.0;137612.0;88330.0;5052.0;4124.0;5923.0;34183.0;18737.0;453.0;142.0;1626.0;132.0;14142.0;2243.0;42561.0;14602.0;13592.0;2250.0;5364.0;6754.0;536710.0;10299.0;526411.0;89614.0;43368.0;29491.0;16755.0;140884.0;52608.0;26856.0;7161.0;2650.0;589.0;3886.0;101.0;240.0;46794.0;185196.0;50201.0;34588.0;29830.0;70578.0
35;West-Nederland (LD);2017;1189328.0;37900.0;3758.0;33055.0;1087.0;140605.0;90409.0;5311.0;4153.0;6013.0;34719.0;14933.0;488.0;135.0;1667.0;108.0;10184.0;2352.0;43637.0;15693.0;13619.0;2243.0;4951.0;7131.0;534745.0;10363.0;524382.0;90711.0;43853.0;28954.0;17904.0;141626.0;52606.0;26726.0;7107.0;2645.0;587.0;4028.0;30.0;192.0;47705.0;185170.0;50080.0;34578.0;29812.0;70699.0
36;Zuid-Nederland (LD);1996;729114.0;24869.0;1830.0;22058.0;980.0;78696.0;54834.0;990.0;3199.0;3843.0;15831.0;7839.0;715.0;162.0;703.0;1150.0;4569.0;538.0;17547.0;4311.0;7562.0;473.0;1651.0;3551.0;459816.0;1725.0;458092.0;118919.0;104379.0;8965.0;5575.0;21429.0;;2948.0;4379.0;;619.0;2256.0;820.0;160.0;10245.0;;;;;
37;Zuid-Nederland (LD);2000;729098.0;25099.0;1793.0;22256.0;1050.0;82375.0;56645.0;1023.0;3191.0;3829.0;17685.0;9907.0;608.0;162.0;721.0;1276.0;6716.0;422.0;18281.0;4719.0;7680.0;466.0;1777.0;3639.0;452040.0;2047.0;449993.0;119534.0;105573.0;8666.0;5294.0;21863.0;;2948.0;4385.0;;619.0;2285.0;915.0;159.0;10552.0;;;;;
38;Zuid-Nederland (LD);2003;729098.0;24948.0;1694.0;22578.0;676.0;84716.0;57136.0;1458.0;3040.0;4014.0;19068.0;10034.0;615.0;157.0;768.0;1268.0;6732.0;492.0;19356.0;5330.0;7845.0;463.0;1911.0;3807.0;448175.0;2466.0;445709.0;119508.0;104548.0;8433.0;6527.0;22362.0;;2949.0;4330.0;;619.0;2391.0;1016.0;70.0;10987.0;;;;;
39;Zuid-Nederland (LD);2006;729098.0;25594.0;1748.0;23061.0;784.0;86337.0;57852.0;1590.0;2978.0;3979.0;19938.0;10867.0;616.0;157.0;761.0;1267.0;7638.0;428.0;19885.0;5469.0;8185.0;443.0;1920.0;3868.0;444968.0;2777.0;442190.0;118943.0;103791.0;8402.0;6750.0;22505.0;;2942.0;4333.0;;619.0;2393.0;1142.0;74.0;11002.0;;;;;
40;Zuid-Nederland (LD);2008;729101.0;26066.0;1769.0;23522.0;775.0;87944.0;58460.0;1666.0;3041.0;3939.0;20838.0;10346.0;598.0;155.0;759.0;1114.0;7384.0;336.0;20305.0;5551.0;8408.0;433.0;1930.0;3983.0;442773.0;2989.0;439784.0;118991.0;103679.0;8570.0;6742.0;22676.0;;2851.0;4342.0;;619.0;2454.0;942.0;74.0;11394.0;;;;;
41;Zuid-Nederland (LD);2010;729098.0;26182.0;1754.0;23740.0;689.0;89813.0;58641.0;2325.0;3208.0;3915.0;21724.0;9987.0;573.0;144.0;772.0;1303.0;6868.0;327.0;20771.0;5785.0;8495.0;425.0;1961.0;4105.0;439646.0;3116.0;436529.0;119781.0;104159.0;8724.0;6898.0;22918.0;;2840.0;4340.0;;619.0;2386.0;1083.0;70.0;11579.0;;;;;
42;Zuid-Nederland (LD);2012;729156.0;25823.0;1748.0;23405.0;670.0;90643.0;59134.0;2376.0;3157.0;3908.0;22068.0;10861.0;519.0;145.0;769.0;1202.0;7920.0;306.0;21309.0;5894.0;8616.0;419.0;2078.0;4302.0;436574.0;3016.0;433558.0;120376.0;103501.0;10195.0;6681.0;23570.0;;2872.0;4400.0;;619.0;2575.0;1046.0;153.0;11904.0;;;;;
43;Zuid-Nederland (LD);2015;729156.0;25687.0;1725.0;23292.0;671.0;91810.0;59608.0;2437.0;3133.0;3967.0;22666.0;10862.0;511.0;126.0;774.0;1265.0;7876.0;310.0;21729.0;6029.0;8804.0;412.0;2076.0;4408.0;433845.0;3023.0;430822.0;121263.0;102811.0;10671.0;7780.0;23960.0;;2872.0;4427.0;;619.0;2590.0;1237.0;139.0;12076.0;;;;;
44;Zuid-Nederland (LD);2017;729156.0;25514.0;1715.0;23160.0;639.0;94183.0;61054.0;2571.0;3291.0;4024.0;23242.0;8002.0;376.0;104.0;802.0;1161.0;5233.0;326.0;22542.0;6391.0;8914.0;420.0;2186.0;4630.0;431584.0;3136.0;428448.0;122780.0;102586.0;11637.0;8557.0;24551.0;;2863.0;4520.0;;619.0;2790.0;816.0;125.0;12816.0;;;;;
45;Groningen (PV);1996;296709.0;6347.0;525.0;5804.0;19.0;13915.0;10121.0;96.0;437.0;655.0;2605.0;3087.0;150.0;23.0;315.0;461.0;1701.0;437.0;3515.0;1158.0;1278.0;146.0;593.0;340.0;194706.0;80.0;194626.0;12151.0;6090.0;2293.0;3768.0;6541.0;;1243.0;;;0.0;429.0;223.0;141.0;4505.0;56447.0;52734.0;;;3713.0
46;Groningen (PV);2000;296790.0;6377.0;516.0;5840.0;20.0;14552.0;10437.0;98.0;423.0;662.0;2932.0;3757.0;178.0;26.0;327.0;532.0;2244.0;451.0;3627.0;1180.0;1329.0;152.0;601.0;364.0;192296.0;98.0;192197.0;12990.0;6924.0;2309.0;3758.0;6694.0;;1243.0;;;0.0;436.0;240.0;174.0;4600.0;56499.0;52786.0;;;3713.0
47;Groningen (PV);2003;296790.0;6456.0;498.0;5923.0;35.0;15078.0;10507.0;224.0;507.0;716.0;3125.0;3262.0;212.0;30.0;346.0;534.0;1829.0;311.0;3669.0;1259.0;1343.0;149.0;500.0;418.0;190443.0;101.0;190341.0;14488.0;7601.0;2285.0;4601.0;6982.0;;1240.0;;;0.0;387.0;239.0;223.0;4893.0;56413.0;51705.0;;;4708.0
48;Groningen (PV);2006;296003.0;6489.0;496.0;5957.0;36.0;15505.0;10632.0;267.0;533.0;749.0;3323.0;3792.0;197.0;27.0;342.0;536.0;2386.0;304.0;3739.0;1311.0;1360.0;143.0;497.0;428.0;188821.0;98.0;188723.0;14229.0;7539.0;2190.0;4500.0;7756.0;;1240.0;;;0.0;380.0;273.0;175.0;5688.0;55673.0;51336.0;;;4337.0
49;Groningen (PV);2008;296003.0;6414.0;496.0;5882.0;36.0;15711.0;10725.0;431.0;497.0;721.0;3337.0;3935.0;206.0;46.0;344.0;536.0;2518.0;286.0;3823.0;1371.0;1437.0;130.0;441.0;444.0;188340.0;95.0;188246.0;14316.0;7577.0;2351.0;4387.0;7787.0;;1235.0;;;0.0;382.0;272.0;191.0;5707.0;55676.0;51339.0;;;4337.0
50;Groningen (PV);2010;296005.0;6589.0;504.0;6049.0;36.0;15782.0;10861.0;412.0;483.0;696.0;3329.0;4259.0;198.0;35.0;349.0;578.0;2814.0;285.0;3763.0;1346.0;1380.0;140.0;454.0;443.0;187642.0;94.0;187547.0;14432.0;7257.0;2327.0;4848.0;8071.0;;1235.0;;;0.0;387.0;312.0;152.0;5984.0;55467.0;50866.0;;;4602.0
51;Groningen (PV);2012;295964.0;6485.0;495.0;5954.0;36.0;16048.0;10953.0;449.0;443.0;710.0;3493.0;4195.0;197.0;37.0;349.0;570.0;2776.0;266.0;3848.0;1372.0;1449.0;107.0;445.0;474.0;187482.0;91.0;187391.0;14455.0;7001.0;2777.0;4676.0;8017.0;;1237.0;;;0.0;377.0;301.0;93.0;6008.0;55436.0;50834.0;;;4602.0
52;Groningen (PV);2015;295964.0;6467.0;493.0;5938.0;36.0;16379.0;11058.0;464.0;586.0;768.0;3503.0;3618.0;200.0;28.0;350.0;571.0;2191.0;279.0;4009.0;1410.0;1447.0;109.0;526.0;516.0;187007.0;90.0;186917.0;14910.0;6383.0;3210.0;5316.0;8165.0;;1245.0;;;0.0;393.0;320.0;89.0;6117.0;55409.0;50573.0;;;4837.0
53;Groningen (PV);2017;295968.0;6406.0;485.0;5878.0;44.0;16700.0;11269.0;454.0;733.0;717.0;3527.0;3161.0;173.0;27.0;361.0;555.0;1767.0;279.0;4123.0;1492.0;1455.0;130.0;518.0;527.0;187225.0;88.0;187137.0;13974.0;6223.0;2686.0;5064.0;8414.0;;1246.0;;;0.0;410.0;252.0;43.0;6464.0;55965.0;51074.0;;;4891.0
54;Fryslân (PV);1996;574074.0;8622.0;439.0;8036.0;148.0;14197.0;10721.0;196.0;366.0;632.0;2282.0;2047.0;169.0;32.0;236.0;218.0;888.0;504.0;4380.0;746.0;1600.0;143.0;546.0;1344.0;267794.0;81.0;267713.0;38324.0;11596.0;14805.0;11923.0;64418.0;45795.0;1153.0;;;0.0;472.0;160.0;1.0;16835.0;174293.0;155829.0;;;18464.0
55;Fryslân (PV);2000;574087.0;8731.0;429.0;8154.0;148.0;15309.0;11283.0;196.0;375.0;645.0;2809.0;2627.0;145.0;34.0;243.0;196.0;1508.0;502.0;4607.0;798.0;1633.0;135.0;619.0;1421.0;264947.0;94.0;264853.0;38706.0;11766.0;14962.0;11978.0;65054.0;45781.0;1153.0;;;0.0;475.0;187.0;1.0;17457.0;174107.0;155987.0;;;18120.0
56;Fryslân (PV);2003;574087.0;8736.0;372.0;8260.0;105.0;15910.0;11276.0;327.0;379.0;715.0;3213.0;2734.0;178.0;35.0;238.0;173.0;1635.0;474.0;4682.0;863.0;1655.0;129.0;568.0;1467.0;263577.0;130.0;263447.0;38463.0;11422.0;13965.0;13076.0;65339.0;45779.0;1159.0;;;0.0;496.0;163.0;1.0;17742.0;174645.0;155385.0;;;19260.0
